# k_modes P_R(k) P_S(k) P_RS(k) 
4.2212665960059386e-04 2.5341441955036189e-08 3.0407666359754319e-58 -2.7502735927355331e-33
4.6928043890512408e-04 2.3392583874719654e-08 2.8543918904509082e-58 -2.5583299386841085e-33
5.2170154462017856e-04 2.1580433053572932e-08 2.6834917871026394e-58 -2.3807113753163799e-33
5.7997836494971854e-04 1.9896446093994520e-08 2.5292352487947436e-58 -2.2174114471703274e-33
6.4476501417039928e-04 1.8332663836490227e-08 2.3781171074907235e-58 -2.0620505685294894e-33
7.1678867458132981e-04 1.6880095609943082e-08 2.2228909451110791e-58 -1.9111187317060745e-33
7.9685775858842666e-04 1.5531455245820659e-08 2.0964861926179459e-58 -1.7783874532299630e-33
8.8587098253674053e-04 1.4279848816344163e-08 1.9574452641752998e-58 -1.6457812239997273e-33
9.8482745413782237e-04 1.3118823715094642e-08 1.8617316276659669e-58 -1.5364423099680634e-33
1.0948378867160350e-03 1.2042337714685893e-08 1.7293151265276320e-58 -1.4167596634589646e-33
1.2171370661454835e-03 1.1044731873061956e-08 1.6411936460156597e-58 -1.3197683940120565e-33
1.3530977104096759e-03 1.0120728703371189e-08 1.5423263797138377e-58 -1.2226651454175766e-33
1.5042458773472784e-03 9.2653726312591159e-09 1.4577971939059979e-58 -1.1352627560636974e-33
1.6722780935245196e-03 8.4740318817178151e-09 1.3594348821281459e-58 -1.0463212356425087e-33
1.8590803964931752e-03 7.7423758065588654e-09 1.2843326831459146e-58 -9.6995892332854654e-34
2.0667495041694402e-03 7.0663585805750699e-09 1.2052542096568267e-58 -8.9547405314540474e-34
2.2976163489443324e-03 6.4421907618122759e-09 1.1369784195874190e-58 -8.2820293846955437e-34
2.5542722406786114e-03 5.8663365477714232e-09 1.0666295349272786e-58 -7.6319925569332600e-34
2.8395979522425480e-03 5.3354765907675096e-09 1.0113463636723155e-58 -7.0639520010785542e-34
3.1567960540642495e-03 4.8465197982339564e-09 9.4886683348457479e-59 -6.4973097575385798e-34
3.5094268606179046e-03 4.3966037169301023e-09 8.9352931074278320e-59 -5.9807229563115356e-34
3.9014483923248684e-03 3.9834044206583807e-09 8.3954706048147529e-59 -5.4930205742733738e-34
4.3372608014102584e-03 3.6039852009117071e-09 7.9398634390734524e-59 -5.0552765975698753e-34
4.8217557603626249e-03 3.2559493281853252e-09 7.4626791277673839e-59 -4.6318020626876490e-34
5.3603713673456461e-03 2.9370893794540062e-09 7.0288354989843881e-59 -4.2420128678407233e-34
5.9591531848345002e-03 2.6453511046099389e-09 6.6059902690206499e-59 -3.8746589508614516e-34
6.6248220965906294e-03 2.3788176052086152e-09 6.2502897694031890e-59 -3.5447947529549843e-34
7.3648497446192600e-03 2.1356951588890397e-09 5.8755951803773118e-59 -3.2263545502147750e-34
8.1875423928338860e-03 1.9143117122507929e-09 5.5597560736615926e-59 -2.9399759746884787e-34
9.1021341587353144e-03 1.7131058503291040e-09 5.2364976131259914e-59 -2.6665749261957075e-34
1.0118890659562176e-02 1.5306176197474681e-09 4.9021551350897503e-59 -2.4050219084889203e-34
1.1249224236264331e-02 1.3654885312772399e-09 4.6266081323978110e-59 -2.1716621415208874e-34
1.2505822048603120e-02 1.2164529994529739e-09 4.4015735643894495e-59 -1.9624060756832583e-34
1.3902788479151530e-02 1.0823264975030729e-09 4.1298610621711406e-59 -1.7546070173691277e-34
1.5455803444573901e-02 9.6200596216178862e-10 3.9289652123195551e-59 -1.5731095534008295e-34
1.7182298391112499e-02 8.5446472222294791e-10 3.7053236939474694e-59 -1.3974944284328148e-34
1.9101651949700135e-02 7.5874441545063748e-10 3.4772903376774631e-59 -1.2315399201600883e-34
2.1235407446783299e-02 6.7395096636449624e-10 3.3011218981495280e-59 -1.0844303146169443e-34
2.3607514712253884e-02 5.9933490778338404e-10 3.1119710006103482e-59 -9.4427674116037697e-35
2.6244598898605323e-02 5.3410284862665914e-10 2.9248074112656286e-59 -8.1338489088553626e-35
2.9176259328609174e-02 4.7745329203378340e-10 2.7726549125314371e-59 -6.9558537366874522e-35
3.2435401725857231e-02 4.2871846907657739e-10 2.6221633212136898e-59 -5.8556246532993495e-35
3.6058607557211214e-02 3.8727638764212019e-10 2.4741755429603100e-59 -4.8317130461813899e-35
4.0086544632756752e-02 3.5254883622319392e-10 2.3303281154070090e-59 -3.8830376878544755e-35
4.4564423571942270e-02 3.2399914589342179e-10 2.2148954511988042e-59 -3.0232111219164253e-35
4.9542505259398940e-02 3.0112972086981755e-10 2.1046716464486403e-59 -2.2259250933408811e-35
5.5076664986258239e-02 2.8347853314232324e-10 1.9803567533647071e-59 -1.4804450153141645e-35
6.1229019609036352e-02 2.7061648572544045e-10 1.8910605628904626e-59 -8.0298934848166376e-36
6.8068624765481728e-02 2.6214616348597746e-10 1.7879249950553471e-59 -1.7326037166382136e-36
7.5672249973118097e-02 2.5769871498840920e-10 1.6918550997019140e-59 4.0518469253876721e-36
8.4125240310392382e-02 2.5693236112662421e-10 1.6039586885941290e-59 9.3694496333168003e-36
9.3522474352161197e-02 2.5953188831428731e-10 1.5139329336253360e-59 1.4220556448252356e-35
1.0396942911163558e-01 2.6520615428980252e-10 1.4404254950048211e-59 1.8720013873818685e-35
1.1558336394197002e-01 2.7368784446693610e-10 1.3722496334806990e-59 2.2869836818010506e-35
1.2849463668591790e-01 2.8472992166872296e-10 1.2976462337344752e-59 2.6584812889365856e-35
1.4284816684635959e-01 2.9808423472520141e-10 1.2246334893030457e-59 2.9925528295530935e-35
1.5880506220071439e-01 3.1357294095526834e-10 1.1413304344577489e-59 3.2730425679445234e-35
1.7654442711677987e-01 3.3097876141338597e-10 1.1145663007646211e-59 3.6035148626315456e-35
1.9626537286701065e-01 3.5012724635175668e-10 1.0579035895636190e-59 3.8604911732534800e-35
2.1818925250552718e-01 3.7085941658934046e-10 1.0040506895085580e-59 4.0925301984478547e-35
2.4256214539270171e-01 3.9302969983411332e-10 9.5816626681963094e-60 4.3132381380352877e-35
2.6965761925427456e-01 4.1650575789866292e-10 9.1240706230818062e-60 4.5086275137983780e-35
2.9977980077707206e-01 4.4116655354517634e-10 8.6932995887291854e-60 4.6858581530995735e-35
3.3326678920650027e-01 4.6690356829914749e-10 8.3474451920199850e-60 4.8638500721687945e-35
3.7049445126092173e-01 4.9361901214661075e-10 7.9016129028511485e-60 4.9903658055663325e-35
4.1188063995803131e-01 5.2122716094466273e-10 7.4330791940406273e-60 5.0844608407740988e-35
4.5788988470643521e-01 5.4965048359471335e-10 7.2351586959312354e-60 5.2516022213420519e-35
5.0903860530525535e-01 5.7881901503961578e-10 6.9229867516438766e-60 5.3618576297858126e-35
5.6590090837505325e-01 6.0867104501870434e-10 6.5578312042811428e-60 5.4323501772386095e-35
6.2911503128071999e-01 6.3915498995252429e-10 6.3523327605228137e-60 5.5523398659616549e-35
6.9939050587463025e-01 6.7022828920225048e-10 6.0609935059572975e-60 5.6202244152073913e-35
7.7751612246776514e-01 7.0185229044000144e-10 5.8176380017457017e-60 5.6949596282582709e-35
8.6436878341850576e-01 7.3395543867467661e-10 5.5735739074144798e-60 5.7550768220178041e-35
9.6092334571411364e-01 7.6647560311395106e-10 5.3485323241344548e-60 5.8108512996998168e-35
1.0682635630205650e+00 7.9944137940254143e-10 5.0919725391816994e-60 5.8355047913849004e-35
1.1875942500172221e+00 8.3283501914988408e-10 4.9046911285743690e-60 5.8868985691439737e-35
1.3202548055519703e+00 8.6663895239620295e-10 4.7081072583376507e-60 5.9214687979610115e-35
1.4677342464042664e+00 9.0083798673967351e-10 4.5429123570750143e-60 5.9651642235882489e-35
1.6316879203990147e+00 9.3541081502096343e-10 4.3675982313926991e-60 5.9921886614705153e-35
1.8139560864635880e+00 9.7033452209188763e-10 4.2108639928904569e-60 6.0221319942237534e-35
2.0165845701754304e+00 1.0055885102885680e-09 4.0582237247124080e-60 6.0457791943921222e-35
2.2418477266435501e+00 1.0411673023437772e-09 3.9341153847451205e-60 6.0823801677289176e-35
2.4922739684652271e+00 1.0770770832020029e-09 3.7649135068372908e-60 6.0752731890215467e-35
2.7706741452904242e+00 1.1133310484907641e-09 3.6486742056645901e-60 6.1022875420819358e-35
3.0801730935336153e+00 1.1499283064547427e-09 3.5255275154402546e-60 6.1163782014104595e-35
3.4242447103551177e+00 1.1868479166630423e-09 3.4443901875123990e-60 6.1607291819151007e-35
3.8067509455916357e+00 1.2240533113371627e-09 3.3208522164806830e-60 6.1608768140742164e-35
4.2319851492915035e+00 1.2615033082868793e-09 3.3200578854413778e-60 6.2703121375551621e-35
4.7047202613987427e+00 1.2991711349917011e-09 3.0916749770356123e-60 6.1557091462764333e-35
5.2302623844796514e+00 1.3369953683712538e-09 2.9948135306680133e-60 6.1602755319797529e-35
5.8145103408060699e+00 1.3748655862503781e-09 2.9513308278988433e-60 6.2146254245311379e-35
6.4640218822796580e+00 1.4128399504118078e-09 2.8480700035044588e-60 6.2009939301680315e-35
7.1860872963548239e+00 1.4508510072899114e-09 2.7708315637633089e-60 6.2096090691177426e-35
7.9888112341322284e+00 1.4888335907147723e-09 2.6399783290517587e-60 6.1507308488509939e-35
8.8812036790828746e+00 1.5267565683592505e-09 2.6241874525990021e-60 6.2200051462829231e-35
9.8732810774597191e+00 1.5646101053832770e-09 2.5756932049614601e-60 6.2476237138405737e-35
1.0976178765510586e+01 1.6023956574983044e-09 2.4973110760225224e-60 6.2344174488005010e-35
1.2202275955405364e+01 1.6400932835949782e-09 2.4433836432323454e-60 6.2470063461412767e-35
1.3565334682751763e+01 1.6776177195025123e-09 2.3794383379094614e-60 6.2424319886002515e-35
1.5080654275283054e+01 1.7148498457177518e-09 2.3448660502172643e-60 6.2724135134556811e-35
1.6765243076515016e+01 1.7516587796410120e-09 2.2742632834867448e-60 6.2498064472435273e-35
1.8638009351842911e+01 1.7879560124355983e-09 2.2140221526535295e-60 6.2361531440701813e-35
2.0719973519858549e+01 1.8237050433228732e-09 2.1671353236585716e-60 6.2367922450996537e-35
2.3034504091027827e+01 1.8588745412681328e-09 2.1287269761626180e-60 6.2458093034843437e-35
2.5607579961965065e+01 1.8933775646246310e-09 2.1079520473737655e-60 6.2775027140461003e-35
2.8468082009365045e+01 1.9270856415759489e-09 2.0468891245524187e-60 6.2451558507637546e-35
3.1648117256518162e+01 1.9598249088070369e-09 2.0037834525511714e-60 6.2353589081933620e-35
3.5183379250938884e+01 1.9914478989494177e-09 1.9631183422833532e-60 6.2249873457230907e-35
3.9113548698080876e+01 2.0220665898937918e-09 1.9218085530497832e-60 6.2096041338336484e-35
4.3482738847955375e+01 2.0515947110707225e-09 1.9217871262802083e-60 6.2577590461403125e-35
4.8339990633789107e+01 2.0799515934648427e-09 1.8823397529088030e-60 6.2385776271526919e-35
5.3739823120288484e+01 2.1070326994355799e-09 1.8393828797782905e-60 6.2094463095573598e-35
5.9742845439883915e+01 2.1327536957994834e-09 1.8033364986152741e-60 6.1879062742934944e-35
6.6416437085487203e+01 2.1570550694686330e-09 1.7778572979190270e-60 6.1808964880236533e-35
7.3835504195547415e+01 2.1798761511206615e-09 1.7375558927231861e-60 6.1444056239624602e-35
8.2083320320143258e+01 2.2011482437596653e-09 1.7227601179566699e-60 6.1494998307887031e-35
9.1252461105094653e+01 2.2208023942680912e-09 1.6933459901926093e-60 6.1252781583679906e-35
1.0144584338522890e+02 2.2388077183343310e-09 1.6532427300545376e-60 6.0779612963690444e-35
1.1277788034985727e+02 2.2551490838110561e-09 1.6288787935598905e-60 6.0559921429351924e-35
1.2537576574634363e+02 2.2697853085232653e-09 1.6098931208481916e-60 6.0409635102136838e-35
1.3938090153599839e+02 2.2826598058177937e-09 1.5917305955649624e-60 6.0245376199272415e-35
1.5495048502668226e+02 2.2937168182571235e-09 1.5617295229992686e-60 5.9825483245360065e-35
1.7225927329651455e+02 2.3029250262547706e-09 1.5480450121722360e-60 5.9687450912574684e-35
1.9150154471303225e+02 2.3101294154896456e-09 1.5196176274920254e-60 5.9233566199098471e-35
2.1289327956441298e+02 2.3154832943387339e-09 1.4794677526789841e-60 5.8516921961034202e-35
2.3667458427872930e+02 2.3190465103461574e-09 1.4629475540242367e-60 5.8236810053794898e-35
2.6311238644130788e+02 2.3208137194473304e-09 1.4440684037815289e-60 5.7884064789899266e-35
2.9250343085977858e+02 2.3208127322542648e-09 1.4164950404068490e-60 5.7330487260869567e-35
3.2517761030542283e+02 2.3190875463778817e-09 1.3957858655994894e-60 5.6890025598419745e-35
3.6150166831593680e+02 2.3156696525109535e-09 1.3717168624937510e-60 5.6356806993667491e-35
4.0188331562084255e+02 2.3105892570532853e-09 1.3554651323299424e-60 5.5961211139896026e-35
4.4677580639337231e+02 2.3039065094131196e-09 1.3233735722152058e-60 5.5215285591571487e-35
4.9668302569387771e+02 2.2956866471741659e-09 1.3055336586689009e-60 5.4744290853149450e-35
5.5216514520757016e+02 2.2860041852024745e-09 1.2860828884938295e-60 5.4220468516244130e-35
6.1384491075804954e+02 2.2749232013323208e-09 1.2672454150740517e-60 5.3691424384465645e-35
6.8241463216934665e+02 2.2625188261229235e-09 1.2367515398245532e-60 5.2896709365743296e-35
7.5864395393249390e+02 2.2488792011717493e-09 1.2185110597989502e-60 5.2346597412304292e-35
8.4338849389662823e+02 2.2340939157437696e-09 1.1936831149618994e-60 5.1639768000259827e-35
9.3759944694756848e+02 2.2182539762812915e-09 1.1765070843085248e-60 5.1084498386203702e-35
1.0423342614680441e+03 2.2013938404580477e-09 1.1597772788511522e-60 5.0526342899317642e-35
1.1587685084149657e+03 2.1837298878758279e-09 1.1249473530337326e-60 4.9561033042610291e-35
1.2882090762353882e+03 2.1653537051024720e-09 1.1151255179201854e-60 4.9135005976843057e-35
1.4321088397243182e+03 2.1463839059446429e-09 1.0862246811072040e-60 4.8279618340546327e-35
1.5920829674714785e+03 2.1269428430050888e-09 1.0691417260664682e-60 4.7678829224170477e-35
1.7699270509361079e+03 2.1071513812696036e-09 1.0485411481161905e-60 4.6994021604980565e-35
1.9676372586352047e+03 2.0871331296705498e-09 1.0542332857598758e-60 4.6892911787810022e-35
2.1874327416611832e+03 2.0670252902429288e-09 1.0082143090190557e-60 4.5631164435694640e-35
2.4317805420142599e+03 2.0469686322345539e-09 9.9550022909203679e-61 4.5114883418478945e-35
2.7034232833272281e+03 2.0271071194934545e-09 9.6624299042329396e-61 4.4221611096149572e-35
3.0054099547906130e+03 2.0075935925715856e-09 9.5156068211016128e-61 4.3660722323586653e-35
3.3411301338049552e+03 1.9885861250629117e-09 9.3377957808106334e-61 4.3030463883323853e-35
3.7143520314842481e+03 1.9702509474467211e-09 9.1713836126630286e-61 4.2429040154361309e-35
4.1292647880432960e+03 1.9527610475609232e-09 9.0051048640110982e-61 4.1831499961771782e-35
4.5905254928033128e+03 1.9362931258046965e-09 8.9302328019299509e-61 4.1450971811104227e-35
5.1033114565808137e+03 1.9210302007062319e-09 8.7166388291578085e-61 4.0753251074917435e-35
5.6733783231785801e+03 1.9071868233756197e-09 8.6148372312433006e-61 4.0322359236684957e-35
6.3071246722373926e+03 1.8949823482177777e-09 8.4375271534135587e-61 3.9721485976076640e-35
7.0116638385678234e+03 1.8845588369644322e-09 8.5632802621095307e-61 3.9837538615889683e-35
7.7949037540808913e+03 1.8761012776372678e-09 8.3022349003715161e-61 3.9056231515737267e-35
8.6656357084847205e+03 1.8697828705025907e-09 8.3484079164647256e-61 3.9001233016088314e-35
9.6336330250199262e+03 1.8657534357330927e-09 8.2617367928453784e-61 3.8642354762780664e-35
1.0709760758796408e+04 1.8641316176425853e-09 8.2531974237952082e-61 3.8472925001108959e-35
1.1906097649014262e+04 1.8649876274335921e-09 8.3899463375759449e-61 3.8645643848397741e-35
1.3236071693892180e+04 1.8683261160980381e-09 8.5006018929296455e-61 3.8760468475444506e-35
1.4714610870032509e+04 1.8740716799182361e-09 8.8536372156156625e-61 3.9420285856927188e-35
1.6358310687935646e+04 1.8820445763795450e-09 9.1666698761148574e-61 3.9979236039321816e-35
1.8185620464351319e+04 1.8919434920783629e-09 9.5674441416765720e-61 4.0716379743703934e-35
2.0217050402236244e+04 1.9033295703433162e-09 1.0273564205387380e-60 4.2064815863507862e-35
2.2475401802637283e+04 1.9156197248848477e-09 1.1245378182564870e-60 4.3880354248385240e-35
2.4986022992459686e+04 1.9280821245911140e-09 1.2426743441498744e-60 4.5997014656279262e-35
2.7777093840719150e+04 1.9398505534931455e-09 1.4061556594111130e-60 4.8784666994774857e-35
3.0879942056763579e+04 1.9499576240167294e-09 1.6270332262666972e-60 5.2306820923427138e-35
3.4329394820678193e+04 1.9573611376276659e-09 1.9298660968486473e-60 5.6747354294614917e-35
3.8164169692665768e+04 1.9610478999584699e-09 2.3259269239573809e-60 6.2006682167284879e-35
4.2427309189070300e+04 1.9601257380413583e-09 2.8582168267030112e-60 6.8331327533613311e-35
4.7166663902841326e+04 1.9539071686716835e-09 3.5755516098887095e-60 7.5852497844142671e-35
5.2435429591106338e+04 1.9420091203301280e-09 4.5805008731943384e-60 8.5036549522746490e-35
5.8292744258265033e+04 1.9244410836939805e-09 5.8882849975405359e-60 9.5320750459004697e-35
6.4804351936421488e+04 1.9016599907837424e-09 7.6949749450240970e-60 1.0748443429102200e-34
7.2043340613598208e+04 1.8745707517096404e-09 9.9620081989598214e-60 1.2045352717066092e-34
8.0090962592435026e+04 1.8444784678602420e-09 1.3109808835009907e-59 1.3581682730865719e-34
8.9037546487288753e+04 1.8129789097541590e-09 1.7262940226378797e-59 1.5300045030594301e-34
9.8983511096230883e+04 1.7818104324044150e-09 2.2753443113821532e-59 1.7231328085184669e-34
1.1004049252790690e+05 1.7526696876009793e-09 3.0159789117117550e-59 1.9452703602923321e-34
1.2233259723442435e+05 1.7270493238428822e-09 3.9948852930475388e-59 2.1961379782466588e-34
1.3599779501463560e+05 1.7061060762313330e-09 5.4001441491464170e-59 2.5022252484885256e-34
1.5118946762325626e+05 1.6905843021553141e-09 6.8586948973795469e-59 2.7815890126966034e-34
1.6807813036780286e+05 1.6808059980884858e-09 8.9748736924490198e-59 3.1352941018804382e-34
1.8685334601701197e+05 1.6767481629976865e-09 1.1734539634130019e-58 3.5393891195583212e-34
2.0772585250294721e+05 1.6781051807599430e-09 1.5289063300416645e-58 3.9989925285246519e-34
2.3092992829867455e+05 1.6842358593810302e-09 1.9804795161766305e-58 4.5072204266672830e-34
2.5672602202113648e+05 1.6945412628081000e-09 2.5223621788759813e-58 5.0557749930655273e-34
2.8540367577455891e+05 1.7083288619720384e-09 3.2123333707294332e-58 5.6747377752574125e-34
3.1728477504677442e+05 1.7249077354110529e-09 3.9569555148698712e-58 6.2886490783191175e-34
3.5272716163614322e+05 1.7436072049644517e-09 4.9713540047874559e-58 7.0207420234831037e-34
3.9212865016151126e+05 1.7637801409018184e-09 6.0573579810163849e-58 7.7390858375774617e-34
4.3593149323755479e+05 1.7847956359386785e-09 7.2002009494703280e-58 8.4367831097701133e-34
4.8462734543383023e+05 1.8060179060220298e-09 8.3342419957903380e-58 9.0825338294520487e-34
5.3876278173427423e+05 1.8267898419712003e-09 9.3205076300344878e-58 9.6190528342551301e-34
5.9894543243780977e+05 1.8464173279760396e-09 1.0000515825268662e-57 9.9807907970635938e-34
6.6585080335978023e+05 1.8641548273811373e-09 1.0049984369307896e-57 1.0039308659639872e-33
7.4022985788592335e+05 1.8792060280129638e-09 9.1468136068225420e-58 9.6441250354135001e-34
8.2291744598188146e+05 1.8907276863119118e-09 7.2799905050212665e-58 8.6969254982734597e-34
9.1484167476760293e+05 1.8978574093793711e-09 4.4926505504718496e-58 6.9863979150556208e-34
1.0170343258344529e+06 1.8997504862137988e-09 1.4124423948744175e-58 4.2321429906155634e-34
1.1306424362317096e+06 1.8956527197726927e-09 1.3362144985000483e-59 1.9093810408154588e-35
1.2569411731104776e+06 1.8849982344984441e-09 4.9591822506509342e-58 -5.4107730794834610e-34
1.3973481465333556e+06 1.8672290858589745e-09 2.3864515204829494e-57 -1.2861981607452204e-33
1.5534393211006573e+06 1.8422219975174646e-09 7.0865484897784643e-57 -2.2499871739744631e-33
1.7269667049893404e+06 1.8101106554151466e-09 1.6940988595371926e-56 -3.4680954051147013e-33
1.9198780149511162e+06 1.7713438286177135e-09 3.5572426888165105e-56 -4.9662714365911266e-33
2.1343385379948043e+06 1.7266687889861199e-09 6.8669296386596086e-56 -6.7757308357717555e-33
2.3727554351341273e+06 1.6770773736257405e-09 1.2453232028624459e-55 -8.9244266607364937e-33
2.6378047599926936e+06 1.6237288511345936e-09 2.1491559725360008e-55 -1.1435037464698865e-32
2.9324614955298961e+06 1.5678599084727570e-09 3.5712188937680989e-55 -1.4331025035210104e-32
3.2600329460279141e+06 1.5106982084112369e-09 5.7682551175634797e-55 -1.7654281415950402e-32
3.6241958591401847e+06 1.4533827371527897e-09 9.0332978347888043e-55 -2.1372505353059657e-32
4.0290376946688504e+06 1.3969144207549429e-09 1.3910903108053039e-54 -2.5556238650851355e-32
4.4791025032829447e+06 1.3421182301798757e-09 2.0895316023191354e-54 -3.0236557273153009e-32
4.9794419301317763e+06 1.2896350188999956e-09 3.0919519623941988e-54 -3.5419278364956282e-32
5.5356719158316134e+06 1.2399239429553167e-09 4.5097595419218409e-54 -4.1124059287417757e-32
6.1540357312522940e+06 1.1932784671168887e-09 6.5126394826185933e-54 -4.7350423919289570e-32
6.8414740536227478e+06 1.1498530798084520e-09 9.2513312462053233e-54 -5.4301536244633556e-32
7.6057028705077907e+06 1.1097190456080644e-09 1.3008047868545705e-53 -6.1851535937024789e-32
8.4553000860712212e+06 1.0728263489570024e-09 1.8171908824198842e-53 -7.0019732315720332e-32
9.3998018017160427e+06 1.0390132905242008e-09 2.5190690215799395e-53 -7.8830892276168377e-32
1.0449809351781284e+07 1.0081207041758650e-09 3.4634542307915665e-53 -8.8166349053115009e-32
1.1617108295692001e+07 9.7995978257086726e-10 4.7353857959296974e-53 -9.8616120715062264e-32
1.2914800702161172e+07 9.5432717759143080e-10 6.4181303390204273e-53 -1.1017600418982923e-31
1.4357452210236745e+07 9.3101141163125543e-10 8.7054081712811153e-53 -1.2095930900282414e-31
1.5961255517844496e+07 9.0980294833311982e-10 1.1713058712655238e-52 -1.3294177816747233e-31
1.7744212132865634e+07 8.9050045134549365e-10 1.5709698276078741e-52 -1.4495195695136968e-31
1.9726334426770471e+07 8.7291269663871567e-10 2.0945174624454135e-52 -1.5750051884794556e-31
2.1929870258711137e+07 8.5686000031743850e-10 2.7858937728870739e-52 -1.6927248359766673e-31
2.4379552691312447e+07 8.4217660874646245e-10 3.6929170271758987e-52 -1.8006861300500973e-31
2.7102877601037472e+07 8.2870934464349219e-10 4.8761318475799328e-52 -1.9090488376204342e-31
3.0130412299097609e+07 8.1631988204228734e-10 6.4229742754648471e-52 -1.9766335363822459e-31
3.3496138626950115e+07 8.0488375706192314e-10 8.4317962598130297e-52 -2.0266690223308559e-31
3.7237834377376489e+07 7.9428877345791063e-10 1.1054251526093179e-51 -2.0477830427067993e-31
4.1397497322310731e+07 7.8443226467360136e-10 1.4459483203599416e-51 -2.0201210342093651e-31
4.6021816606819093e+07 7.7522489866326967e-10 1.8848252071918067e-51 -1.8701468760439543e-31
5.1162696800277643e+07 7.6658278928106649e-10 2.4532666381504856e-51 -1.6365156541572848e-31
5.6877840486837387e+07 7.5843837906652021e-10 3.1913936655132693e-51 -1.2753080459935070e-31
6.3231395934323825e+07 7.5073063178401575e-10 4.1463527348353926e-51 -7.4573155737032035e-32
7.0294677111176565e+07 7.4340438169844200e-10 5.3874799031023676e-51 -7.5978287359923147e-34
7.8146964133085787e+07 7.3641229208985777e-10 6.9927036725756631e-51 1.0172350486537232e-31
8.6876393123752132e+07 7.2971174644350583e-10 9.0814878640064116e-51 2.4034408489084456e-31
9.6580945477794588e+07 7.2326637453670039e-10 1.1814023108665041e-50 4.1824880597721015e-31
1.0736954762955593e+08 7.1704380654338546e-10 1.5392221071324334e-50 6.5089334841049083e-31
1.1936329367189762e+08 7.1101563326390442e-10 2.0106553162644815e-50 9.4602133178929386e-31
1.3269680454797442e+08 7.0515759496591779e-10 2.6351239394058278e-50 1.3156852886384736e-30
1.4751973907192028e+08 6.9944852812273269e-10 3.4703051419303409e-50 1.8077034614327027e-30
1.6399847373852703e+08 6.9387079391097891e-10 4.5920207657376784e-50 2.3937441386446889e-30
1.8231797017654690e+08 6.8840841879410219e-10 6.1212818218050108e-50 3.1588200400676520e-30
2.0268385120639959e+08 6.8304698324216514e-10 8.2089933327809877e-50 4.0856080355678190e-30
2.2532470880450085e+08 6.7777486458310241e-10 1.1073350829395288e-49 5.2063998321384594e-30
2.5049466987940195e+08 6.7258141737413064e-10 1.5123816721126981e-49 6.6570965633536851e-30
2.7847624865869653e+08 6.6745209737078228e-10 2.0725466893343921e-49 8.3325150415592087e-30
3.0958351770261359e+08 6.6237663795329788e-10 2.8723204546745644e-49 1.0472360329564786e-29
3.4416563313659608e+08 6.5735716252222553e-10 4.0132516645719767e-49 1.3058335718989684e-29
3.8261075367099416e+08 6.5238820063795095e-10 5.6452886607207770e-49 1.6183311006522985e-29
4.2535039739596647e+08 6.4746472096369363e-10 8.0098978334066898e-49 1.9999551740951467e-29
4.7286428525341898e+08 6.4258294317803570e-10 1.1427271721575504e-48 2.4602327231193838e-29
5.2568572555034637e+08 6.3773888731829899e-10 1.6376676122985315e-48 3.0129772391332549e-29
5.8440759995078528e+08 6.3293005851018864e-10 2.3525995209887923e-48 3.6736830324711543e-29
6.4968901813471246e+08 6.2815334733717179e-10 3.4090649426878833e-48 4.4814042768785669e-29
7.2226271581750643e+08 6.2340670613966259e-10 4.8974016493795951e-48 5.4130564636884408e-29
