# N phi dphidN h dhdN H a aH eps_H dotsigma eta_perp eta_sigma m_iso
1.0010010010010011e+00 5.6842273983560201e+00 -1.5841468666607759e-02 1.4495331024403802e-03 5.2234667415615573e-04 7.1474096255469063e-06 2.7210041936081373e+00 1.9448131564548299e-05 1.2547738077263909e-04 1.1322605991642684e-07 1.1341415368376026e-03 -1.2143247794552142e-02 -6.2893781644420698e-11
1.1011011011011012e+00 5.6826406765317321e+00 -1.5861284934558573e-02 1.5027485409966350e-03 5.4103437335739375e-04 7.1473197404280110e-06 3.0074757362928479e+00 2.1495390698864140e-05 1.2579159358211905e-04 1.1336631253689577e-07 1.1837473769955853e-03 -1.2318139148505393e-02 -6.2894240886364798e-11
1.2012012012012012e+00 5.6810519568061242e+00 -1.5881376254706266e-02 1.5578753570624055e-03 5.6053426468713322e-04 7.1472296298752203e-06 3.3241074474039571e+00 2.3758159240974446e-05 1.2611057527673876e-04 1.1350852737202140e-07 1.2325820456269359e-03 -1.2450594118930031e-02 -6.2894697811982066e-11
1.3013013013013013e+00 5.6794612145908054e+00 -1.5901685434346901e-02 1.6149944551331822e-03 5.8083941776967062e-04 7.1471392908135258e-06 3.6740746362618388e+00 2.6259123190208401e-05 1.2643343342542669e-04 1.1365229571104995e-07 1.2813593822829405e-03 -1.2551693619758332e-02 -6.2895152297152722e-11
1.4014014014014016e+00 5.6778684302864830e+00 -1.5922170378899748e-02 1.6741865474394788e-03 6.0195329539927613e-04 7.1470487207244970e-06 4.0608869136780772e+00 2.9023356621409754e-05 1.2675951159285095e-04 1.1379731681223218e-07 1.3306022165313297e-03 -1.2629597478866147e-02 -6.2895604173437731e-11
1.5015015015015016e+00 5.6762735880420800e+00 -1.5942800357189774e-02 1.7355330008207532e-03 6.2388725477916516e-04 7.1469579175076642e-06 4.4884233877350690e+00 3.2078573068099722e-05 1.2708833124056501e-04 1.1394337120004750e-07 1.3806944791975040e-03 -1.2690269666724331e-02 -6.2896053232456170e-11
1.6016016016016017e+00 5.6746766744449824e+00 -1.5963552059537481e-02 1.7991167802757736e-03 6.4665773555960956e-04 7.1468668793332286e-06 4.9609715650319153e+00 3.5455403367440529e-05 1.2741952990476775e-04 1.1409029248171956e-07 1.4319392831973756e-03 -1.2738238423431657e-02 -6.2896499234641800e-11
1.7017017017017018e+00 5.6730776782366643e+00 -1.5984408742237825e-02 1.8650226239758120e-03 6.7028605370883325e-04 7.1467756046109919e-06 5.4832703475138160e+00 3.9187702753098575e-05 1.2775284826070578e-04 1.1423796123159992e-07 1.4845643260561810e-03 -1.2776766687333191e-02 -6.2896941905749725e-11
1.8018018018018018e+00 5.6714765895723991e+00 -1.6005357999873803e-02 1.9333376066677378e-03 6.9479689924302913e-04 7.1466840919068882e-06 6.0605575560743734e+00 4.3312890274082815e-05 1.2808809512696053e-04 1.1438628906504934e-07 1.5387532645184353e-03 -1.2808281104321610e-02 -6.2897380941214333e-11
1.9019019019019021e+00 5.6698733996041986e+00 -1.6026390510490832e-02 2.0041514516249918e-03 7.2021769658065361e-04 7.1465923398959920e-06 6.6986224575164703e+00 4.7872323942742475e-05 1.2842512779694836e-04 1.1453520966871362e-07 1.5946595405215047e-03 -1.2834614169614955e-02 -6.2897816006646697e-11
2.0020020020020022e+00 5.6682681003480528e+00 -1.6047499636923934e-02 2.0775567257361911e-03 7.4657837450075692e-04 7.1465003473479025e-06 7.4038638216330694e+00 5.2911715373017302e-05 1.2876384596031870e-04 1.1468467595155928e-07 1.6524121940211329e-03 -1.2857083127778566e-02 -6.2898246736425864e-11
2.1021021021021022e+00 5.6666606845104610e+00 -1.6068680905505797e-02 2.1536490462166265e-03 7.7391111238228551e-04 7.1464081131072267e-06 8.1833540906275601e+00 5.8481588065690007e-05 1.2910418360781583e-04 1.1483465631971945e-07 1.7121220583873173e-03 -1.2876591428346046e-02 -6.2898672732524454e-11
2.2022022022022023e+00 5.6650511449891878e+00 -1.6089930503715721e-02 2.2325274268431730e-03 8.0224963151269684e-04 7.1463156360365411e-06 9.0449103043902070e+00 6.4637783934811771e-05 1.2944608508439504e-04 1.1498512393856252e-07 1.7738965500557987e-03 -1.2893914015657176e-02 -6.2899093566414894e-11
2.3023023023023024e+00 5.6634394750400192e+00 -1.6111245783381304e-02 2.3142943214009052e-03 8.3162952537323002e-04 7.1462229150356284e-06 9.9971724928977554e+00 7.1442023154309793e-05 1.2978951327231571e-04 1.1513606033220890e-07 1.8378343646830518e-03 -1.2909603592645228e-02 -6.2899508774718451e-11
2.4024024024024024e+00 5.6618256682560215e+00 -1.6132625199511422e-02 2.3990558117249596e-03 8.6208811977391345e-04 7.1461299490393313e-06 1.1049690321886450e+01 7.8962522936842816e-05 1.3013444873185892e-04 1.1528745494805205e-07 1.9040295776420102e-03 -1.2924003553677904e-02 -6.2899917857770599e-11
2.5025025025025025e+00 5.6602097183417630e+00 -1.6154067631333500e-02 2.4869218034321615e-03 8.9366432416613671e-04 7.1460367369915072e-06 1.2213018860715962e+01 8.7274681448246428e-05 1.3048087885558779e-04 1.1543930030623282e-07 1.9725753941353609e-03 -1.2937376580085624e-02 -6.2900320278002635e-11
2.6026026026026026e+00 5.6585916189055077e+00 -1.6175571757395663e-02 2.5780061955705466e-03 9.2639858965935329e-04 7.1459432778209365e-06 1.3498824432822563e+01 9.6461833714213413e-05 1.3082878781175983e-04 1.1559158753636846e-07 2.0435656548198153e-03 -1.2950022109136660e-02 -6.2900715457469863e-11
2.7027027027027031e+00 5.6569713636170755e+00 -1.6197136532404233e-02 2.6724270232157342e-03 9.6033297909718510e-04 7.1458495704596241e-06 1.4920001610272244e+01 1.0661608709802082e-04 1.3117816425369918e-04 1.1574430978865615e-07 2.1170950141871175e-03 -1.2962187004591499e-02 -6.2901102774943110e-11
2.8028028028028031e+00 5.6553489464499531e+00 -1.6218761917920450e-02 2.7703065945101214e-03 9.9551127633403088e-04 7.1457556138708406e-06 1.6490802525681858e+01 1.1783924472512656e-04 1.3152901320918195e-04 1.1589746745925497e-07 2.1932587009925435e-03 -1.2973929561533653e-02 -6.2901481562660227e-11
2.9029029029029032e+00 5.6537243616857094e+00 -1.6240448896943489e-02 2.8717716532070808e-03 1.0319790294826066e-03 7.1456614070495526e-06 1.8226979798299961e+01 1.3024382611178387e-04 1.3188135643525464e-04 1.1605106829777638e-07 2.2721531029172119e-03 -1.2985118059407563e-02 -6.2901851103032234e-11
3.0030030030030033e+00 5.6520976033587695e+00 -1.6262197802406807e-02 2.9769535977823202e-03 1.0697834229028388e-03 7.1455669489579187e-06 2.0145944507567151e+01 1.4395419522881216e-04 1.3223520535528055e-04 1.1620511546537492e-07 2.3538781374094161e-03 -1.2995743159037544e-02 -6.2902210625587773e-11
3.1031031031031033e+00 5.6504686660443921e+00 -1.6284010693005477e-02 3.0859886079510012e-03 1.1089734892907096e-03 7.1454722386194114e-06 2.2266940798377895e+01 1.5910780731379120e-04 1.3259059968902452e-04 1.1635962451760152e-07 2.4385367941876165e-03 -1.3005475532752806e-02 -6.2902559303404428e-11
3.2032032032032034e+00 5.6488375420552819e+00 -1.6305882906913455e-02 3.1990179961081571e-03 1.1495995703741297e-03 7.1453772747838771e-06 2.4611238869055210e+01 1.7585658691922473e-04 1.3294746992248362e-04 1.1651456304947476e-07 2.5262382955022833e-03 -1.3015235860031431e-02 -6.2902896248426806e-11
3.3033033033033035e+00 5.6472042240277611e+00 -1.6327810856277419e-02 3.3161882350441043e-03 1.1917139207111636e-03 7.1452820562355541e-06 2.7202348277398706e+01 1.9436845103396711e-04 1.3330576385700828e-04 1.1666990640368594e-07 2.6170950981002838e-03 -1.3025741631498944e-02 -6.2903220507393992e-11
3.4034034034034035e+00 5.6455687091776490e+00 -1.6349804852377022e-02 3.4376508253264816e-03 1.2353718794901993e-03 7.1451865822951982e-06 3.0066253703924282e+01 2.1482899254516308e-04 1.3366565644049982e-04 1.1682572932509098e-07 2.7112162766908332e-03 -1.3035134199711374e-02 -6.2903531056687954e-11
3.5035035035035036e+00 5.6439309941633171e+00 -1.6371873628467995e-02 3.5635628571896519e-03 1.2806306858852243e-03 7.1450908522128601e-06 3.3231675536623406e+01 2.3744334088043379e-04 1.3402729790923517e-04 1.1698209536086052e-07 2.8087167240511946e-03 -1.3041857475765729e-02 -6.2903826797981572e-11
3.6036036036036037e+00 5.6422910726760778e+00 -1.6394017080728528e-02 3.6940873884048365e-03 1.3275489546972978e-03 7.1449948648829922e-06 3.6730357890490176e+01 2.6243821851286680e-04 1.3439069462290620e-04 1.1713900499504801e-07 2.9097197968803966e-03 -1.3045996290834713e-02 -6.2904106552355841e-11
3.7037037037037037e+00 5.6406489352601241e+00 -1.6416225727328985e-02 3.8293936722017079e-03 1.3761866960020738e-03 7.1448986188230228e-06 4.0597386950190916e+01 2.9006421394824289e-04 1.3475569922376458e-04 1.1729639179390622e-07 3.0143559607743856e-03 -1.3049365212898347e-02 -6.2904369053458608e-11
3.8038038038038042e+00 5.6390045706552590e+00 -1.6438484756072444e-02 3.9696572849557514e-03 1.4266057088860760e-03 7.1448021123318571e-06 4.4871542828343991e+01 3.2059829398354151e-04 1.3512207614976824e-04 1.1745415134054756e-07 3.1227599403529033e-03 -1.3054751614780058e-02 -6.2904612940375947e-11
3.9039039039039043e+00 5.6373579679556931e+00 -1.6460780531053720e-02 4.1150602033556720e-03 1.4788701793544265e-03 7.1447053437447952e-06 4.9595688467984999e+01 3.5434658042391456e-04 1.3548960816490125e-04 1.1761218773904301e-07 3.2350683159276757e-03 -1.3064712624491197e-02 -6.2904836750833248e-11
4.0040040040040044e+00 5.6357091188781627e+00 -1.6483107428784463e-02 4.2657908807651676e-03 1.5330473124927290e-03 7.1446083117013411e-06 5.4817199489287042e+01 3.9164741909535072e-04 1.3585820919390247e-04 1.1777046246959382e-07 3.3514188445962589e-03 -1.3080321307990554e-02 -6.2905038915127513e-11
4.1041041041041044e+00 5.6340580194326293e+00 -1.6505472874231892e-02 4.4220443724933348e-03 1.5892078289658086e-03 7.1445110153423815e-06 6.0588439291210378e+01 4.3287477191845567e-04 1.3622800836610960e-04 1.1792903037800623e-07 3.4719520094229021e-03 -1.3100253124277445e-02 -6.2905217750785291e-11
4.2042042042042045e+00 5.6324046702888264e+00 -1.6527898447218792e-02 4.5840225596880321e-03 1.6474261559360076e-03 7.1444134543532157e-06 6.6967284172590809e+01 4.7844196604415295e-04 1.3659936979050781e-04 1.1808804758436637e-07 3.5968144024110414e-03 -1.3120599469488174e-02 -6.2905371457248772e-11
4.3043043043043046e+00 5.6307490751319085e+00 -1.6550414929632381e-02 4.7519345215664725e-03 1.7077801424837395e-03 7.1443156287689135e-06 7.4017703738790971e+01 5.2880583762663161e-04 1.3697281220324643e-04 1.1824773609757393e-07 3.7261625097527512e-03 -1.3135791061440662e-02 -6.2905498108861355e-11
4.4044044044044046e+00 5.6290912363004644e+00 -1.6573049163889599e-02 4.9259971056973577e-03 1.7703501296130056e-03 7.1442175384584812e-06 8.1810402414464164e+01 5.8447131175776092e-04 1.3734879224128947e-04 1.1840828992426852e-07 3.8601642752299349e-03 -1.3141009793763758e-02 -6.2905595642929972e-11
4.5045045045045047e+00 5.6274311470001601e+00 -1.6595800593106450e-02 5.1064357460488419e-03 1.8352172049245670e-03 7.1441191822043080e-06 9.0423528495777248e+01 6.4599646444928006e-04 1.3772731468714039e-04 1.1856970746270934e-07 3.9989944534593418e-03 -1.3136463203482896e-02 -6.2905661837580343e-11
4.6046046046046047e+00 5.6257687793878803e+00 -1.6618605358283189e-02 5.2934855784089749e-03 1.9024604724108397e-03 7.1440205562935801e-06 9.9943457852751507e+01 7.1399811736711785e-04 1.3810733268331235e-04 1.1873153500913079e-07 4.1428182131344497e-03 -1.3133890035947705e-02 -6.2905694271340058e-11
4.7047047047047048e+00 5.6241041139617591e+00 -1.6641424859534230e-02 5.4873897865239862e-03 1.9721639106672203e-03 7.1439216579919209e-06 1.1046566014100176e+02 7.8915802194567735e-04 1.3848821442951723e-04 1.1889349955115369e-07 4.2918027370376418e-03 -1.3140372012987499e-02 -6.2905690349497818e-11
4.8048048048048049e+00 5.6224371607935364e+00 -1.6664309735821725e-02 5.6883984046891163e-03 2.0444216851051265e-03 7.1438224880505538e-06 1.2209565620959108e+02 8.7222969452336598e-04 1.3887081237139450e-04 1.1905596588277780e-07 4.4461452388836354e-03 -1.3146743684861784e-02 -6.2905647343857863e-11
4.9049049049049049e+00 5.6207679136382609e+00 -1.6687261590180275e-02 5.8967717663428367e-03 2.1193275073807748e-03 7.1437230452852455e-06 1.3495007630626986e+02 9.6404597007210236e-04 1.3925516582462955e-04 1.1921894866455807e-07 4.6060390825926880e-03 -1.3152786761778347e-02 -6.2905562298096935e-11
5.0050050050050050e+00 5.6190963663366373e+00 -1.6710282416165689e-02 6.1127797428090196e-03 2.1969785423096525e-03 7.1436233285129661e-06 1.4915782969220382e+02 1.0655273518195912e-03 1.3964132140706538e-04 1.1938246558942124e-07 4.7716852794911580e-03 -1.3158215489053854e-02 -6.2905432040733610e-11
5.1051051051051051e+00 5.6174225119433663e+00 -1.6733371973756156e-02 6.3367021352885196e-03 2.2774753834568194e-03 7.1435233364464976e-06 1.6486139739555540e+02 1.1776912395743298e-03 1.4002928921840331e-04 1.1954651865376404e-07 4.9432901993201536e-03 -1.3163151945106769e-02 -6.2905253165780293e-11
5.2052052052052051e+00 5.6157463428105761e+00 -1.6756528043641163e-02 6.5688290336246170e-03 2.3609221980514924e-03 7.1434230677039572e-06 1.8221826106816735e+02 1.3016621294712485e-03 1.4041904689424283e-04 1.1971109599495005e-07 5.1210652937901391e-03 -1.3168077444490844e-02 -6.2905022014897291e-11
5.3053053053053052e+00 5.6140678512122424e+00 -1.6779748311860403e-02 6.8094611622473667e-03 2.4474269701486159e-03 7.1433225208833751e-06 2.0140248227449484e+02 1.4386828873932138e-03 1.4081057105635162e-04 1.1987618537709151e-07 5.3052287956880332e-03 -1.3173490221916774e-02 -6.2904734661125232e-11
5.4054054054054061e+00 5.6123870300954204e+00 -1.6803032636754939e-02 7.0589102337018927e-03 2.5371017709601277e-03 7.1432216946524913e-06 2.2260644805052635e+02 1.5901272090840526e-03 1.4120387545360288e-04 1.2004179040810631e-07 5.4960087457529344e-03 -1.3179497080662236e-02 -6.2904386893505320e-11
5.5055055055055062e+00 5.6107038735441614e+00 -1.6826384450192928e-02 7.3174993301656369e-03 2.6300629852786229e-03 7.1431205878039297e-06 2.4604280023785489e+02 1.7575133918599508e-03 1.4159903485730965e-04 1.2020794057225491e-07 5.6936459851787691e-03 -1.3185564199642242e-02 -6.2903974200746011e-11
5.6056056056056063e+00 5.6090183765419654e+00 -1.6849810045032120e-02 7.5855633333596403e-03 2.7264314229161288e-03 7.1430191992258934e-06 2.7194656794103508e+02 1.9425195559664024e-03 1.4199617354113052e-04 1.2037468616371057e-07 5.8983949215787781e-03 -1.3190649786760022e-02 -6.2903491750442979e-11
5.7057057057057063e+00 5.6073305336186277e+00 -1.6873314500781431e-02 7.8634494232588410e-03 2.8263322440806905e-03 7.1429175277385505e-06 3.0057752449335720e+02 2.1470004681478647e-03 1.4239539693923359e-04 1.2054206920824406e-07 6.1105189166192255e-03 -1.3193938764546624e-02 -6.2902934358066646e-11
5.8058058058058064e+00 5.6056403359673252e+00 -1.6896892999423829e-02 8.1515176660064553e-03 2.9298946276134800e-03 7.1428155717462507e-06 3.3222279256763494e+02 2.3730061360411276e-03 1.4279664483584926e-04 1.2071006146184652e-07 6.3302760400260867e-03 -1.3196397142454385e-02 -6.2902296436851340e-11
5.9059059059059065e+00 5.6039477728476710e+00 -1.6920535057385132e-02 8.4501414106215155e-03 3.0372521894959379e-03 7.1427133294059844e-06 3.6719972355709854e+02 2.6228023600054803e-03 1.4319976189500962e-04 1.2087859467930048e-07 6.5579218713750819e-03 -1.3200002727324734e-02 -6.2901571971674803e-11
6.0060060060060065e+00 5.6022528393569875e+00 -1.6944247948557711e-02 8.7597074237343881e-03 3.1485444119360179e-03 7.1426107995602978e-06 4.0585908010197511e+02 2.8988934486359752e-03 1.4360489400036500e-04 1.2104772795845844e-07 6.7937511697873983e-03 -1.3203554035137139e-02 -6.2900754559725403e-11
6.1061061061061066e+00 5.6005555286347217e+00 -1.6968033216095874e-02 9.0806167247087701e-03 3.2639156251817051e-03 7.1425079808003830e-06 4.4858855367740409e+02 3.2040473247365599e-03 1.4401209187420272e-04 1.2121747999756805e-07 7.0380589060867922e-03 -1.3206882770693856e-02 -6.2899837314614993e-11
6.2062062062062067e+00 5.5988558340417693e+00 -1.6991893244203745e-02 9.4132850117539212e-03 3.3835155307494133e-03 7.1424048717267229e-06 4.9581665251846601e+02 3.5413232744311274e-03 1.4442142218167419e-04 1.2138787607814829e-07 7.2911519192965461e-03 -1.3209676242841336e-02 -6.2898812851162992e-11
6.3063063063063067e+00 5.5971537481488216e+00 -1.7015828213822696e-02 9.7581432797451944e-03 3.5074991151378084e-03 7.1423014708239825e-06 5.4801699887198924e+02 3.9141026170799531e-03 1.4483291593489329e-04 1.2155892636226451e-07 7.5533453883503722e-03 -1.3212020266884566e-02 -6.2897673241020156e-11
6.4064064064064068e+00 5.5954492627188737e+00 -1.7039836054628638e-02 1.0115638380802585e-02 3.6360268450976161e-03 7.1421977764576464e-06 6.0571307866969391e+02 4.3261226036460029e-03 1.4524656753278460e-04 1.2173062559751031e-07 7.8249619583972262e-03 -1.3214405212887085e-02 -6.2896409970504115e-11
6.5065065065065069e+00 5.5937423693197630e+00 -1.7063914295908925e-02 1.0486233557600836e-02 3.7692650405774563e-03 7.1420937869476705e-06 6.6948349125429206e+02 4.7815138833513142e-03 1.4566236620962701e-04 1.2190296638830789e-07 8.1063339858940941e-03 -1.3217395162456277e-02 -6.2895013901961973e-11
6.6066066066066069e+00 5.5920330601275072e+00 -1.7088062492700371e-02 1.0870408983253260e-02 3.9073863076200255e-03 7.1419895006653944e-06 7.3996775180489635e+02 5.2848419142215459e-03 1.4608033759291492e-04 1.2207595657780277e-07 8.3978080607828957e-03 -1.3221197999076771e-02 -6.2893475237634862e-11
6.7067067067067070e+00 5.5903213284812461e+00 -1.7112283903569669e-02 1.1268662341611412e-02 4.0505699134829347e-03 7.1418849160999330e-06 8.1787270465077711e+02 5.8411527326352403e-03 1.4650057281725246e-04 1.2224963128623902e-07 8.6997498447652245e-03 -1.3225371583126973e-02 -6.2891783482338493e-11
6.8068068068068071e+00 5.5886071687505732e+00 -1.7136585096417665e-02 1.1681509481822755e-02 4.1990019862585383e-03 7.1417800318402754e-06 9.0397961178874050e+02 6.4560235406635512e-03 1.4692322238362050e-04 1.2242405015362121e-07 9.0125459633901769e-03 -1.3228898482506826e-02 -6.2889927397434931e-11
6.9069069069069071e+00 5.5868905750760494e+00 -1.7160972158688843e-02 1.2109485180988444e-02 4.3528754212670490e-03 7.1416748464193281e-06 9.9915198769061351e+02 7.1356186182399287e-03 1.4734843169251149e-04 1.2259927033679560e-07 9.3365981855444095e-03 -1.3230859020652935e-02 -6.2887894933220722e-11
7.0070070070070072e+00 5.5851715385436895e+00 -1.7185442188367425e-02 1.2553144048763397e-02 4.5123893764972764e-03 7.1415693579661157e-06 1.1043442589714148e+03 7.8867511205160529e-03 1.4777619491389713e-04 1.2277528581392125e-07 9.6723033936376417e-03 -1.3231929672971991e-02 -6.2885673119623221e-11
7.1071071071071072e+00 5.5834500470082542e+00 -1.7209982767960312e-02 1.3013061247913776e-02 4.6777495242133595e-03 7.1414635641828436e-06 1.2206113357608249e+03 8.7169513803644818e-03 1.4820634503317628e-04 1.2295202371476651e-07 1.0020045663931901e-02 -1.3234464546494578e-02 -6.2883247975600493e-11
7.2072072072072073e+00 5.5817260946712093e+00 -1.7234600836106503e-02 1.3489832584135782e-02 4.8491706699233094e-03 7.1413574635128466e-06 1.3491191907634941e+03 9.6345424021272909e-03 1.4863905059909371e-04 1.2312955058102990e-07 1.0380271264781192e-02 -1.3237414028371768e-02 -6.2880604626466613e-11
7.3073073073073074e+00 5.5799996738683753e+00 -1.7259297945360984e-02 1.3984075818016861e-02 5.0268750985214827e-03 7.1412510541356517e-06 1.4911565520992281e+03 1.0648723299559897e-02 1.4907439122048528e-04 1.2330789575960464e-07 1.0753427815391414e-02 -1.3240688337702375e-02 -6.2877727084204666e-11
7.4074074074074074e+00 5.5782707777240192e+00 -1.7284078268271458e-02 1.4496431235962169e-02 5.2110936788850037e-03 7.1411443342908485e-06 1.6481478271835319e+03 1.1769661518165452e-02 1.4951249557769162e-04 1.2348710867306413e-07 1.1139982684139519e-02 -1.3243749442346374e-02 -6.2874598216172373e-11
7.5075075075075084e+00 5.5765393984836900e+00 -1.7308943580870300e-02 1.5027562701699596e-02 5.4020653804165708e-03 7.1410373020668604e-06 1.8216673872543463e+03 1.3008594764341963e-02 1.4995345515336287e-04 1.2366722309155286e-07 1.1540416505979615e-02 -1.3246492273092334e-02 -6.2871199639897202e-11
7.6076076076076085e+00 5.5748055270310442e+00 -1.7333891814781687e-02 1.5578158578762793e-02 5.6000373654034076e-03 7.1409299553377688e-06 2.0134553557959093e+03 1.4377943663938275e-02 1.5039729911824203e-04 1.2384824690430209e-07 1.1955218736038779e-02 -1.3249495145362522e-02 -6.2867511617103584e-11
7.7077077077077085e+00 5.5730691534308896e+00 -1.7358918702491972e-02 1.6148932557349963e-02 5.8052655437054890e-03 7.1408222918278908e-06 2.2254350591923949e+03 1.5891436279696376e-02 1.5084402273721028e-04 1.2403017399016280e-07 1.2384888834334692e-02 -1.3253728701296002e-02 -6.2863512957716125e-11
7.8078078078078086e+00 5.5713302679843784e+00 -1.7384020966530515e-02 1.6740624449920510e-02 6.0180153660609522e-03 7.1407143092399799e-06 2.4597323146134199e+03 1.7564245735860025e-02 1.5129364289907628e-04 1.2421300711956008e-07 1.2829942845167280e-02 -1.3259998673357958e-02 -6.2859180935250333e-11
7.9079079079079087e+00 5.5695888622822709e+00 -1.7409199503308142e-02 1.7354001019891766e-02 6.2385626322966790e-03 7.1406060053829203e-06 2.7186967485580662e+03 1.9413142329568749e-02 1.5174625406517492e-04 1.2439678082260197e-07 1.3290923304668585e-02 -1.3268394597671202e-02 -6.2854491209357031e-11
8.0080080080080087e+00 5.5678449297421944e+00 -1.7434461012360427e-02 1.7989856907798037e-02 6.4671940907320121e-03 7.1404973782347934e-06 3.0049253598482915e+03 2.1456661653787967e-02 1.5220205761812662e-04 1.2458157316112706e-07 1.3768408276864418e-02 -1.3278013394510521e-02 -6.2849417742836108e-11
8.1081081081081088e+00 5.5660984651158207e+00 -1.7459816521743009e-02 1.8649015719274058e-02 6.7042076050635368e-03 7.1403884258771807e-06 3.3212885633708365e+03 2.3715290416891369e-02 1.5266133727406166e-04 1.2476749534648030e-07 1.4263012846259405e-02 -1.3287223495536956e-02 -6.2843932688377684e-11
8.2082082082082088e+00 5.5643494624518963e+00 -1.7485275260326109e-02 1.9332331339225114e-02 6.9499116650189102e-03 7.1402791462365844e-06 3.6709589757446852e+03 2.6211671821199788e-02 1.5312435289844170e-04 1.2495464815003454e-07 1.4775373544988380e-02 -1.3294731911092020e-02 -6.2838006203685108e-11
8.3083083083083089e+00 5.5625979110010286e+00 -1.7510832327735443e-02 2.0040689536545968e-02 7.2046240170676786e-03 7.1401695365688227e-06 4.0574432315882518e+03 2.8970832558543793e-02 1.5359112473434551e-04 1.2514303406026037e-07 1.5306102925779243e-02 -1.3301713220362612e-02 -6.2831606131314264e-11
8.4084084084084090e+00 5.5608437938413502e+00 -1.7536464564937640e-02 2.0775009272873905e-02 7.4686715064927901e-03 7.1400595932831376e-06 4.4846171494525324e+03 3.2020433700150633e-02 1.5406135964251972e-04 1.2533252802508992e-07 1.5855758593776501e-02 -1.3312504306107685e-02 -6.2824697695466007e-11
8.5085085085085090e+00 5.5590871056925222e+00 -1.7562184254144131e-02 2.1536241808822854e-02 7.7423979251032195e-03 7.1399493141561590e-06 4.9567646000782524e+03 3.5391048006762245e-02 1.5453539297804900e-04 1.2552326100468555e-07 1.6425046770386934e-02 -1.3325332928318051e-02 -6.2817244129535962e-11
8.6086086086086091e+00 5.5573278381030748e+00 -1.7587994491033255e-02 2.2325373646937336e-02 8.0261583730857813e-03 7.1398386964800436e-06 5.4786204667634311e+03 3.9116466411925101e-02 1.5501340839956245e-04 1.2571530159106776e-07 1.7014664283923835e-02 -1.3340040229547032e-02 -6.2809205904770349e-11
