# k_modes  P_R(k)  P_S(k)  P_RS(k)  P_T(k)  beta_iso  cosDelta
2.2739996700481101e-04 1.3610122321703345e-07 2.1344438904008546e-89 -6.7067168350494514e-49 7.4445025182422004e-12 1.5682767869008566e-82 -3.9349261386729079e-01
2.5451908283061024e-04 1.5085080760402424e-07 2.0855477995527015e-84 3.2197567454855492e-46 7.4622419569904042e-12 1.3825234565711834e-77 5.7403605072656205e-01
2.8487235234983353e-04 1.6449082698441057e-07 6.7927502464166492e-87 -1.9467497832498474e-47 7.4742808955931505e-12 4.1295617335916394e-80 -5.8239343336140714e-01
3.1884547213827921e-04 1.7546079454393770e-07 3.6444534242365054e-88 -7.9821359083678403e-48 7.4816971134163076e-12 2.0770756417177207e-81 -9.9818920777305586e-01
3.5687013592051580e-04 1.8145938827215834e-07 2.2063536267730556e-88 -2.7172949166229805e-48 7.4868040053664795e-12 1.2158938965802634e-81 -4.2944692229457154e-01
3.9942952006762273e-04 1.7970427149898360e-07 6.3063582708904750e-88 -1.0177571221002417e-47 7.4925950779718784e-12 3.5092979250224130e-81 -9.5603904665886630e-01
4.4706442328081486e-04 1.6790037042457427e-07 7.2830445537143688e-88 -1.1046274637768567e-47 7.5009292607493300e-12 4.3377179784044156e-81 -9.9892648089106739e-01
5.0038013847742292e-04 1.4494090182516371e-07 7.1098921695652445e-88 -9.8116396841029885e-48 7.5119751246810254e-12 4.9053732107598014e-81 -9.6652836612057913e-01
5.6005414419973509e-04 1.1202415876494257e-07 8.5093604747282447e-88 -9.4858271934069733e-48 7.5252974226426911e-12 7.5960047980214864e-81 -9.7156285452557067e-01
6.2684471328082101e-04 7.3597209289970583e-08 1.2343692301426880e-87 -9.4976819577820368e-48 7.5416995479029463e-12 1.6771957008306034e-80 -9.9647040682783938e-01
7.0160054815696614e-04 3.7343126765770346e-08 1.8499787823669472e-83 7.0010061360866964e-46 7.5630149397979079e-12 4.9540007562052475e-76 8.4230958959182634e-01
7.8527156526186513e-04 1.2198240103993168e-08 2.4633018417307268e-87 -2.9920597853939619e-48 7.5896861355179702e-12 2.0193911750633193e-79 -5.4583686324193714e-01
8.7892096553901045e-04 3.9329297502285569e-09 2.0010518631930509e-87 -1.3018686501019683e-48 7.6206328367639022e-12 5.0879420439095373e-79 -4.6406616160035630e-01
9.8373874445131532e-04 9.9298477516409746e-09 2.9630939119340937e-87 -2.7467120277807505e-48 7.6539902136259026e-12 2.9840275360157689e-79 -5.0637135065475192e-01
1.1010568131585852e-03 1.7772957355731176e-08 2.1730489924556143e-87 5.6705491831318929e-48 7.6890443410065925e-12 1.2226715841158983e-79 9.1245302075034596e-01
1.2323659230064402e-03 1.5052395527344755e-08 2.5883325959774595e-86 2.6305164521464064e-48 7.7268846380392722e-12 1.7195486202016123e-78 1.3326870289264936e-01
1.3793346083847994e-03 5.3772928408366675e-09 6.4863907999851797e-88 1.8654305342878815e-49 7.7679567880290415e-12 1.2062558227674922e-79 9.9883943790105609e-02
1.5438303886613630e-03 3.5713178089456512e-09 4.0393268515722417e-87 1.0402655237557886e-48 7.8105326238650562e-12 1.1310465961484283e-78 2.7388954682490729e-01
1.7279434986013041e-03 5.7786820745513993e-09 1.7497273582442917e-87 -1.1805064656302674e-48 7.8535012379785687e-12 3.0279003684073131e-79 -3.7125197959020256e-01
1.9340134488138060e-03 1.8563356850781507e-09 1.9273616095017514e-87 -1.2316124047080528e-48 7.8977971836448037e-12 1.0382613581123991e-78 -6.5112473797205628e-01
2.1646587537268226e-03 3.0951027619523291e-09 1.2381114242108601e-86 -3.7032861379144896e-48 7.9441489638156995e-12 4.0002271957842331e-78 -5.9823231340529215e-01
2.4228102048411784e-03 1.9342340971574549e-09 4.9672656187260652e-87 -4.4027096757525103e-49 7.9924464329822985e-12 2.5680788204622929e-78 -1.4203874900833804e-01
2.7117481120644701e-03 2.7134643695311855e-09 2.0466233434760199e-81 4.8632644944481509e-46 8.0388269845441628e-12 7.5424736232288246e-73 2.0637014369039586e-01
3.0351439863475723e-03 1.8616321128865661e-09 7.6941054395135022e-87 1.8885694493481127e-49 8.0795788707735541e-12 4.1329892121292190e-78 4.9900737273629141e-02
3.3971071932815278e-03 2.0161703189284180e-09 9.3404295383440710e-87 -3.3593188687090056e-49 8.1138024685427376e-12 4.6327581805233852e-78 -7.7411270717468228e-02
3.8022371704785275e-03 1.9843429570412417e-09 5.3442622984723201e-87 3.6385486619700227e-49 8.1417171691002915e-12 2.6932150410334778e-78 1.1173157939818107e-01
4.2556818722589143e-03 1.8768680318477801e-09 1.3493188866638072e-84 -1.3917785693685621e-47 8.1628798819559136e-12 7.1892049082182955e-76 -2.7656420940696236e-01
4.7632031842963166e-03 1.8570132982863423e-09 2.3272394332300311e-86 3.1025266294789048e-49 8.1771823316756018e-12 1.2532163530426061e-77 4.7194074891511208e-02
5.3312501394395190e-03 1.8915093836570093e-09 5.3180826982375148e-86 6.9079206181716528e-49 8.1858938434217583e-12 2.8115550174832502e-77 6.8875623752969142e-02
5.9670408650587094e-03 1.8446013302469518e-09 8.7035216396949836e-86 -5.7476767952672437e-48 8.1901452019834057e-12 4.7183754543480524e-77 -4.5362144044511588e-01
6.6786543032144891e-03 1.8706836853358558e-09 2.1173647007315250e-85 -9.7927777944920347e-48 8.1915545488226784e-12 1.1318667700634706e-76 -4.9204847091935605e-01
7.4751328691305277e-03 1.8724506129488200e-09 9.7563684468253374e-85 1.3213041710618465e-48 8.1916786898240202e-12 5.2104810558717841e-76 3.0913880486749888e-02
8.3665973524428804e-03 1.9639529276066601e-09 4.0440266724018250e-85 -6.7271352610707085e-48 8.1913409958127228e-12 2.0591260694470991e-76 -2.3870285709295977e-01
9.3643755212669908e-03 1.9580125624353721e-09 1.4864431630896092e-85 1.0424756588261139e-49 8.1909347748452272e-12 7.5915915536352542e-77 6.1106024860544837e-03
1.0481146063244009e-02 1.9379028543990720e-09 2.1195869236625380e-83 8.5238853623218166e-47 8.1907346684671453e-12 1.0937529292817955e-74 4.2057744976811667e-01
1.1731099692613800e-02 1.9283578412374395e-09 2.0241596798847147e-82 3.6157459866788076e-46 8.1906830861210965e-12 1.0496805295151021e-73 5.7873761991632389e-01
1.3130119470489409e-02 1.9191844000445393e-09 5.8287687895053359e-85 -9.1178550458818157e-48 8.1906626803117824e-12 3.0371072156328831e-76 -2.7261259505863966e-01
1.4695982629648312e-02 1.9105231114759062e-09 8.9733356680157881e-85 -1.5913579588531897e-48 8.1907033021887491e-12 4.6967951416634571e-76 -3.8433928312085981e-02
1.6448586468411994e-02 1.9016259355114011e-09 1.5962484485708443e-84 8.4460801836782431e-48 8.1907056958854226e-12 8.3941243057434837e-76 1.5330009008951398e-01
1.8410201184029355e-02 1.8933325308375779e-09 3.6310247055387302e-84 -1.5473153471240161e-47 8.1906235911890443e-12 1.9177955517050282e-75 -1.8661681917350190e-01
2.0605752858297587e-02 1.8862441069096456e-09 1.9675814847441869e-84 -1.8894981625282229e-47 8.1904608985277404e-12 1.0431213423207464e-75 -3.1015669654173522e-01
2.3063140191296381e-02 1.8793687000978669e-09 1.0688406369906665e-84 3.7251735882463405e-47 8.1902400326915228e-12 5.6872322973933070e-76 8.3115886567455977e-01
2.5813589007945417e-02 1.8725480340624819e-09 8.5462891340597301e-84 -2.1107564134046028e-48 8.1899612110084248e-12 4.5639892694867786e-75 -1.6685254805428412e-02
2.8892049042072154e-02 1.8660374846052262e-09 8.7031466243603979e-84 -5.5424119718124861e-47 8.1894992360551967e-12 4.6639720242284480e-75 -4.3491108010273044e-01
3.2337638039893118e-02 1.8591899068636854e-09 8.4205300859355251e-85 -2.4930839101911867e-48 8.1888893630008428e-12 4.5291393067749229e-76 -6.3009394095680640e-02
3.6194138826096310e-02 1.8521289061948368e-09 1.0796124485343280e-82 -7.1646790685782050e-48 8.1882904105684293e-12 5.8290351439542670e-74 -1.6022386170954545e-02
4.0510555648703837e-02 1.8448682662609737e-09 3.6425872759100213e-82 -7.3900555150830078e-48 8.1877143016946864e-12 1.9744430225863854e-73 -9.0148818147647060e-03
4.5341736872144572e-02 1.8374652991622915e-09 2.1827571197762584e-83 -7.1634420322336398e-48 8.1871611741708224e-12 1.1879174647659398e-74 -3.5769220101296212e-02
5.0749071931048016e-02 1.8299874460019057e-09 1.8235911103791819e-82 9.9849820111398726e-47 8.1866376463692965e-12 9.9650471065432808e-74 1.7284606558988502e-01
5.6801271400895748e-02 1.8224863572951094e-09 4.0356515547517511e-76 -1.0322123205242044e-43 8.1861443384275140e-12 2.2143658516826259e-67 -1.2035941405903539e-01
6.3575240097825947e-02 1.8149994266951862e-09 4.0428580024490165e-83 8.0092049246711923e-50 8.1856996822136349e-12 2.2274706773932113e-74 2.9566976471652912e-04
7.1157054302000658e-02 1.8074965668364403e-09 3.8529651204596124e-83 -1.4025614633631343e-46 8.1851168738516835e-12 2.1316583340477602e-74 -5.3147840477327823e-01
7.9643055522035211e-02 1.7999973010866578e-09 2.6994119213899012e-82 -2.9247689730996780e-47 8.1844475013634179e-12 1.4996755382690114e-73 -4.1958606784224729e-02
8.9141074698867090e-02 1.7925293943637400e-09 3.9455741172744781e-82 -2.9129931126984722e-47 8.1838134143572321e-12 2.2011210135134008e-73 -3.4637872700300061e-02
9.9771802404925447e-02 1.7850898798270936e-09 1.9360919567768208e-82 2.1943851384897977e-48 8.1832142173128872e-12 1.0845907417078369e-73 3.7326719146165898e-03
1.1167032244961254e-01 1.7776777309011932e-09 5.4020411213566382e-82 -1.9958049316368138e-46 8.1826617838501560e-12 3.0388191444678082e-73 -2.0366323250579108e-01
1.2498782837850005e-01 1.7702862881762431e-09 2.5168598430638193e-82 -3.9959551918585608e-48 8.1821387563171539e-12 1.4217247571050779e-73 -5.9864497461626798e-03
1.3989354467765830e-01 1.7629158576350556e-09 2.3971638254419834e-81 -2.4211303383584462e-47 8.1816544799598660e-12 1.3597721156458192e-72 -1.1777511037634320e-02
1.5657687709570905e-01 1.7555665900984077e-09 3.4400195591281814e-81 -2.8606780113007822e-47 8.1812111599221032e-12 1.9594924957733174e-72 -1.1640720673866588e-02
1.7524981940757242e-01 1.7481949385016343e-09 2.1629505806512796e-81 3.6011159553011313e-47 8.1806185704156959e-12 1.2372479367233094e-72 1.8519057416724986e-02
1.9614964720246303e-01 1.7408215330326513e-09 5.2978220102478460e-81 3.7438727340775869e-48 8.1799532976329726e-12 3.0432884185540912e-72 1.2328075079209573e-03
2.1954193292588473e-01 1.7334720724590222e-09 7.0844075889562221e-81 -7.7688231858286880e-47 8.1793224787546731e-12 4.0868311070663019e-72 -2.2168945863055501e-02
2.4572392048752298e-01 1.7261474375243599e-09 3.7559619512155947e-81 -3.5611581228407773e-47 8.1787265912168584e-12 2.1759218648219262e-72 -1.3985941961524893e-02
2.7502830231590575e-01 1.7188472406457785e-09 1.0643603935290144e-80 -2.3829607740198166e-46 8.1781619814555476e-12 6.1922919521872661e-72 -5.5712660741633453e-02
3.0782744685456864e-01 1.7115722504287703e-09 9.8585755857927214e-80 2.5947061211789224e-46 8.1776321317622744e-12 5.7599529224214897e-71 1.9974847519855135e-02
3.4453813021817925e-01 1.7043218581181581e-09 3.6177438770187970e-80 -2.8279681432912318e-46 8.1771348313885427e-12 2.1226881881415055e-71 -3.6014699656860272e-02
3.8562683213339732e-01 1.6970972853605906e-09 1.4756388450597198e-79 1.3648711248352592e-44 8.1766775263950951e-12 8.6950751603269660e-71 8.6247841907735945e-01
4.3161566345957070e-01 1.6898505620112536e-09 3.6807506039531367e-80 1.6124884473960296e-46 8.1760504737338772e-12 2.1781515399635821e-71 2.0445807407746344e-02
4.8308900060979837e-01 1.6826073991700868e-09 7.1015043096841057e-80 1.8451902001378253e-46 8.1753642097566038e-12 4.2205355290763509e-71 1.6880082494621269e-02
5.4070091117542163e-01 1.6753886947105575e-09 5.4664123312016696e-79 1.1023312862976745e-46 8.1747141529292937e-12 3.2627726022384640e-70 3.6425301040559745e-03
6.0518346511075738e-01 1.6681933511255364e-09 1.2690150192113022e-79 1.2385191117483877e-46 8.1740960473266171e-12 7.6071219103894222e-71 8.5122846625907654e-03
6.7735603708764824e-01 1.6610210068248129e-09 1.5400368575169384e-79 -2.9341790807497024e-47 8.1735090558846265e-12 9.2716278192101468e-71 -1.8345666592539029e-03
7.5813571822408177e-01 1.6538724761044085e-09 1.5787259339518890e-79 -1.3433833266206631e-46 8.1729579213072508e-12 9.5456327906881761e-71 -8.3137234188406725e-03
8.4854896948791847e-01 1.6467473397363824e-09 2.6904131639239642e-79 1.0084083551267956e-47 8.1724413604787820e-12 1.6337741066912281e-70 4.7908597848288995e-04
9.4974466485457099e-01 1.6396463428949606e-09 4.8786668164068985e-79 -1.0973022734275228e-45 8.1719640239896778e-12 2.9754384764418900e-70 -3.8797219948285666e-02
1.0630086899570057e+00 1.6325197333456911e-09 4.1972774301426288e-79 -2.4276193091494523e-47 8.1712989544282318e-12 2.5710423858342681e-70 -9.2740092641734973e-04
1.1897802817319751e+00 1.6254005156140454e-09 1.7088590760366934e-79 -1.4176467564395253e-46 8.1705935056731401e-12 1.0513464586856729e-70 -8.5061827159863650e-03
1.3316703166890100e+00 1.6183049190226076e-09 1.6337928603021639e-78 4.3424533283250951e-46 8.1699235567968110e-12 1.0095704716073597e-69 8.4451328419185533e-03
1.4904817801898129e+00 1.6112325001130241e-09 1.3777512478142084e-78 -6.5408724642006073e-47 8.1692871339487781e-12 8.5509152013602158e-70 -1.3882611427455339e-03
1.6682326768394833e+00 1.6041830912958748e-09 1.7656801558380658e-78 -9.0188654457271201e-46 8.1686835238151489e-12 1.1006724640213806e-69 -1.6946067126924810e-02
1.8671816731101660e+00 1.5971566544098817e-09 3.5297205491134936e-78 -1.6802505891617885e-46 8.1681128778104233e-12 2.2100027191244158e-69 -2.2378456925590488e-03
2.0898567980358105e+00 1.5901535445570991e-09 6.3155945801833087e-76 2.0668348973790681e-45 8.1675773770931667e-12 3.9716885214014811e-67 2.0624296009819900e-03
2.3390875666755817e+00 1.5831746015938381e-09 2.1922776201779559e-77 -1.5900216964051527e-45 8.1670824885638712e-12 1.3847352136466264e-68 -8.5347512575102268e-03
2.6180409345360940e+00 1.5761678614763881e-09 8.2165599041669602e-78 3.6642729627674068e-46 8.1663818687325257e-12 5.2129979965906371e-69 3.2198939734533459e-03
2.9302615398225784e+00 1.5691724455272289e-09 1.3389193927590222e-77 -4.8445760697193411e-46 8.1656578702940767e-12 8.5326465970995070e-69 -3.3422830538470832e-03
3.2797167448739115e+00 1.5622005574929116e-09 1.8577152453097732e-77 -6.7304186402557251e-46 8.1649694547713282e-12 1.1891656525146277e-68 -3.9507915107864526e-03
3.6708470491195930e+00 1.5552490910335045e-09 2.7552957872653853e-77 -1.7123146890815046e-45 8.1643006917474600e-12 1.7716106076836976e-68 -8.2717898067683447e-03
4.1086225141519188e+00 1.5483250655830902e-09 2.5402408801098844e-77 -4.9014605550394554e-47 8.1636887099523633e-12 1.6406379619987902e-68 -2.4714793677022934e-04
4.5986059179024394e+00 1.5414217718714658e-09 1.9968936790601065e-77 1.8203975712749593e-45 8.1630986702284218e-12 1.2954881755923590e-68 1.0375953859329840e-02
5.1470234404175708e+00 1.5345418105296873e-09 7.1205220076950371e-76 1.1036043565466383e-44 8.1625446613339523e-12 4.6401616162137691e-67 1.0557671059575653e-02
5.7608437794321139e+00 1.5276853911970315e-09 6.2254184403502573e-77 -2.1253015229805584e-45 8.1620296555790662e-12 4.0750657669589121e-68 -6.8915881686320776e-03
6.4478667010557036e+00 1.5207992592019669e-09 7.8550645847496059e-75 -3.4239209370504924e-42 8.1612915749263785e-12 5.1650896968949850e-66 -9.9063325162103244e-01
7.2168221507789925e+00 1.5139252111968081e-09 1.3058313967312296e-76 -7.4268656579026774e-46 8.1605317924136285e-12 8.6254683327383558e-68 -1.6703589343720511e-03
8.0774811841948875e+00 1.5070798044394209e-09 1.6739172207909694e-76 5.7871376861177441e-45 8.1598366229705812e-12 1.1107024431354556e-67 1.1522022033796615e-02
9.0407801270230479e+00 1.5002543987034329e-09 2.1823707590040238e-76 -1.7175600199601939e-46 8.1591595828387539e-12 1.4546671290483117e-67 -3.0016855943814513e-04
1.0118959542128845e+01 1.4934515572111217e-09 4.3300452674675676e-76 -2.5138810619058909e-45 8.1585149172069381e-12 2.8993543490312564e-67 -3.1261005146332511e-03
1.1325719769379715e+01 1.4866712654243591e-09 5.7074816437583326e-76 -1.3747849013346384e-46 8.1579029380240794e-12 3.8391013376647025e-67 -1.4924679664075544e-04
1.2676395014771714e+01 1.4799143513106152e-09 7.3980029137647302e-76 1.3331836387194067e-44 8.1573286906328856e-12 4.9989399097407520e-67 1.2741320355619251e-02
1.4188148200962377e+01 1.4731807066303248e-09 1.3723669380970471e-75 -3.1354155580862445e-47 8.1567938579877744e-12 9.3156727611246428e-67 -2.2051187107164143e-05
1.5880189055160775e+01 1.4664150220111806e-09 2.1731631705572252e-75 4.4038113866326894e-45 8.1560153547647392e-12 1.4819564297539336e-66 2.4669144647077013e-03
1.7774018205599390e+01 1.4596681297695927e-09 3.4676896862587846e-75 1.0755529917774143e-44 8.1552506118651780e-12 2.3756699317715160e-66 4.7806245388787565e-03
1.9893700388303142e+01 1.4529434563371055e-09 3.6503321670665559e-75 -1.1424132206342744e-44 8.1545167699011501e-12 2.5123704237390650e-66 -4.9605824327067496e-03
2.2266170235771153e+01 1.4462418797743231e-09 2.8180991083891412e-75 -3.0615816084037134e-45 8.1538191797188287e-12 1.9485669360016652e-66 -1.5165168575887247e-03
2.4921574533204812e+01 1.4395622151815361e-09 7.4802365867810785e-75 -2.0021484197292391e-45 8.1531514977388460e-12 5.1961884716721206e-66 -6.1013140830843782e-04
2.7893655291303450e+01 1.4329050352091397e-09 1.4849892806917378e-74 -1.1650732587332263e-44 8.1525173506852268e-12 1.0363487071388484e-65 -2.5257064336092270e-03
3.1220178503304531e+01 1.4262709839607684e-09 1.3753291997772092e-74 3.3990421216406425e-45 8.1519209647889905e-12 9.6428323596537501e-66 7.6745371224218502e-04
3.4943414034448310e+01 1.4196599667837414e-09 2.5803009335278778e-74 8.5670318245651897e-46 8.1513645352224070e-12 1.8175485636702035e-65 1.4154777028136837e-04
3.9110672741785862e+01 1.4130148223709290e-09 3.7900620177553264e-74 -1.9388761217076620e-43 8.1505438283396322e-12 2.6822521305161520e-65 -2.6494366829475889e-02
4.3774907649467139e+01 1.4063918031495819e-09 4.1045054882810812e-74 -4.1371558213239739e-44 8.1497550218535541e-12 2.9184651667402611e-65 -5.4452559066617825e-03
4.8995386818597630e+01 1.3997912841417989e-09 4.3974833650913369e-74 -5.2144099942613116e-44 8.1490000188395862e-12 3.1415278941298736e-65 -6.6461697645872394e-03
5.4838446461764867e+01 1.3932131696177407e-09 3.4800097381283597e-74 5.6256645922858350e-44 8.1482785585492417e-12 2.4978300622030287e-65 8.0793201987564896e-03
6.1378333872003779e+01 1.3866565817423465e-09 1.6138657797844617e-73 -1.3261226511944347e-44 8.1475858950754267e-12 1.1638539787238631e-64 -8.8647303173556571e-04
6.8698150877228827e+01 1.3801226397659347e-09 1.4252314422262903e-73 -5.5903036171527495e-44 8.1469289740389915e-12 1.0326846333511389e-64 -3.9859684623625626e-03
7.6890909808536875e+01 1.3736116616282526e-09 2.5406147372932191e-73 -3.8581411477556555e-45 8.1463102568623760e-12 1.8495873384487895e-64 -2.0652694500738624e-04
8.6060715400481655e+01 1.3671210720264783e-09 1.8893938196769467e-73 1.6052394223411806e-44 8.1457184689074643e-12 1.3820237712204272e-64 9.9879206399647790e-04
9.6324087641636851e+01 1.3605989412655519e-09 6.2231239656080727e-73 -3.3489315820364425e-44 8.1448666167256682e-12 4.5738121476264534e-64 -1.1508983955007841e-03
1.0781144238480067e+02 1.3540997212510446e-09 8.4261481171265861e-73 -1.3791763210202389e-44 8.1440519819248452e-12 6.2226939307998074e-64 -4.0830051087969353e-04
1.2066874853083897e+02 1.3476229575261419e-09 1.2885012744641224e-72 7.2303675402975227e-44 8.1432721790969011e-12 9.5612891370554387e-64 1.7351369076420487e-03
1.3505938284387236e+02 1.3411682318644103e-09 1.4967050817365331e-72 -1.1394490406978697e-43 8.1425250106115923e-12 1.1159711706382316e-63 -2.5432272109114809e-03
1.5116620596679047e+02 1.3347352849807975e-09 2.1206069147142938e-72 5.1814144702232171e-43 8.1418092461526921e-12 1.5887846366066531e-63 9.7391415111431866e-03
1.6919388601686418e+02 1.3283244950724355e-09 2.5339244154990777e-72 1.2249324057541384e-43 8.1411275982469849e-12 1.9076094921827812e-63 2.1113644523695629e-03
1.8937149928719197e+02 1.3219363567238321e-09 3.8797060411380845e-72 4.8420400211098231e-44 8.1404837131302322e-12 2.9348659800485390e-63 6.7611985659708849e-04
2.1195544110089511e+02 1.3155651496540836e-09 5.8089202589344892e-72 1.8567865337854659e-43 8.1398482949634589e-12 4.4155321843710245e-63 2.1240174983502627e-03
2.3723268380604412e+02 1.3091676574541569e-09 8.2611503228436695e-72 3.0907541629619625e-43 8.1389728336496560e-12 6.3102309897484997e-63 2.9719846816391167e-03
2.6552442331040947e+02 1.3027925007073099e-09 1.2861049487081049e-71 1.5654402090228948e-43 8.1381325654127562e-12 9.8719093639996773e-63 1.2093740764065454e-03
2.9719016049224962e+02 1.2964392557248913e-09 1.5686395292061083e-71 -9.3227751003496201e-44 8.1373250370891428e-12 1.2099599131075515e-62 -6.5374374066348923e-04
3.3263226934931356e+02 1.2901081020103103e-09 1.8231488981177625e-71 -3.9408726112142382e-43 8.1365517125720486e-12 1.4131752953700869e-62 -2.5696162825007340e-03
3.7230110993314514e+02 1.2837984711167584e-09 3.5496432693426265e-71 3.1924243509893566e-45 8.1358094054479681e-12 2.7649536505950512e-62 1.4954773265125028e-05
4.1670075103835717e+02 1.2775109849702378e-09 4.1545743521408578e-71 -2.9332967372930117e-43 8.1351025332404748e-12 3.2520850317679630e-62 -1.2732403981200360e-03
4.6639537536461120e+02 1.2712455803043916e-09 5.7263104609536009e-71 5.0000961126828167e-43 8.1344312246283196e-12 4.5044879995433086e-62 1.8532165899270822e-03
5.2201644854120730e+02 1.2649941909933668e-09 1.0280200767487992e-70 -4.1970447074484087e-43 8.1337518727604897e-12 8.1266782414354165e-62 -1.1638540753441656e-03
5.8427074311048364e+02 1.2587205053170667e-09 1.0568776623168181e-70 9.4369962981348183e-43 8.1328462167684328e-12 8.3964443087434633e-62 2.5873594748707157e-03
6.5394931943017116e+02 1.2524695055443027e-09 1.6106805346743234e-66 -5.2116199647896659e-40 8.1319793451101645e-12 1.2860037929421269e-57 -1.1603378355484745e-02
7.3193757761428094e+02 1.2462399592391825e-09 2.1686550604164747e-70 1.4941291881435772e-41 8.1311435628086362e-12 1.7401585018509740e-61 2.8740351394530732e-02
8.1922650824177242e+02 1.2400323260687170e-09 2.3038927222497417e-70 1.7842449854012091e-43 8.1303421434723905e-12 1.8579295666862079e-61 3.3381577415372789e-04
9.1692528479482030e+02 1.2338460725219700e-09 5.1681872267085613e-70 2.8915150589600629e-41 8.1295721093289224e-12 4.1886806967297263e-61 3.6209776796518184e-02
1.0262753578378315e+03 1.2276815993074314e-09 6.1739419541956223e-70 -3.3633171961827563e-43 8.1288364421394084e-12 5.0289439523069428e-61 -3.8631687869149749e-04
1.1486662300307864e+03 1.2215392253937577e-09 1.1551697943501322e-69 -1.0740427680578896e-42 8.1281379280192033e-12 9.4566737632004280e-61 -9.0415930127025123e-04
1.2856531124287496e+03 1.2154073902371471e-09 9.5689153465622065e-70 2.4920146565364498e-42 8.1274096846595779e-12 7.8730106657448782e-61 2.3107784016396242e-03
1.4389766864247708e+03 1.2092580295436638e-09 2.2227148078756462e-67 2.1646610490937907e-40 8.1264754447884533e-12 1.8380814959024330e-58 1.3203483930308922e-02
1.6105852224495459e+03 1.2031308012065321e-09 2.6818464339340377e-69 3.6002077281836311e-43 8.1255777888316272e-12 2.2290564178430223e-60 2.0042605772725895e-04
1.8026593364884729e+03 1.1970253619792932e-09 3.4727996102938628e-69 2.0108962958457348e-42 8.1247147743271180e-12 2.9011913369584371e-60 9.8627525255128262e-04
2.0176396989950979e+03 1.1909411435929778e-09 4.9077855021421387e-69 -9.0062540210511466e-42 8.1238828814750309e-12 4.1209303486952571e-60 -3.7252571402747337e-03
2.2582580482960093e+03 1.1848781841927526e-09 6.2202511900730824e-69 1.4801703265150401e-42 8.1230827095902909e-12 5.2496967815395182e-60 5.4521887249250401e-04
2.5275719025719272e+03 1.1788369187523271e-09 5.7363270709655911e-69 1.2659769494910089e-42 8.1223177252816982e-12 4.8660904487423763e-60 4.8683521040085253e-04
2.8290034114974951e+03 1.1728175794164620e-09 1.2590861205816830e-68 9.0327289034048274e-42 8.1215902202373118e-12 1.0735566576416292e-59 2.3505853457213462e-03
3.1663828412243161e+03 1.1668055628322152e-09 1.9612994838176490e-68 6.1680342174243566e-42 8.1208113629983032e-12 1.6809137240115136e-59 1.2893640937748239e-03
3.5439972452676097e+03 1.1607803697607136e-09 2.7448253594283069e-68 -3.5685708517852936e-42 8.1198457380144566e-12 2.3646379891780327e-59 -6.3221083927100016e-04
3.9666449397533852e+03 1.1547771156105934e-09 3.7223762777231435e-68 -9.9119259306823341e-43 8.1189168025578219e-12 3.2234586461777268e-59 -1.5118156184343168e-04
