# k_modes P_R(k) P_S(k) P_RS(k) 
6.4502280679861140e-04 1.5193573911883762e-09 1.2759406016259766e-83 -1.2982859149459302e-46
7.1707792274830809e-04 1.5138952520818501e-09 2.4567338456553036e-84 -5.3815516568590921e-47
7.9718227305034092e-04 1.5083407487146166e-09 8.9899661621731506e-82 7.9012060807868517e-46
8.8623503290975964e-04 1.5026958780476520e-09 9.3067216420563734e-83 -3.7082938557691753e-46
9.8523582386153379e-04 1.4969740639186635e-09 9.4098063080855496e-84 -2.5030707565859248e-47
1.0952959345706141e-03 1.4911980904290050e-09 7.5607104398098631e-84 7.8830121493378039e-48
1.2176507951009300e-03 1.4853893871460653e-09 3.3935129838766700e-83 -4.8104178336714423e-47
1.3536738446775804e-03 1.4795706362364650e-09 1.1152663968602259e-79 8.5329068270001977e-45
1.5048919486085445e-03 1.4737601060827902e-09 3.1622383296833496e-86 -6.3431400747735523e-48
1.6730025374215834e-03 1.4679705522321347e-09 7.6256263876851953e-79 3.2174255302963248e-44
1.8598926606039799e-03 1.4622117024582184e-09 3.1876779487887992e-82 6.7990835403756190e-46
2.0676601688242769e-03 1.4564876526037980e-09 1.2284297718682067e-81 1.2256532437335722e-45
2.2986372624074478e-03 1.4507992508934501e-09 4.2989201942212584e-82 5.8820793936895467e-46
2.5554166703963079e-03 1.4451445696654308e-09 4.3040869498419664e-82 7.6604227055482483e-46
2.8408807540603802e-03 1.4395189190648402e-09 1.8819855092660961e-81 8.2376855131028683e-46
3.1582338615404907e-03 1.4339172642718381e-09 2.8454346621360310e-81 6.9737950401828987e-46
3.5110382968115816e-03 1.4283358689658684e-09 5.6365384852595348e-82 1.7475211422378444e-46
3.9032543067170603e-03 1.4227552229492134e-09 4.4756130990184773e-81 -1.7611739231350808e-45
4.3392845349310817e-03 1.4171711649242020e-09 3.0810209863786606e-81 -2.0394272448117814e-45
4.8240234418466714e-03 1.4115967577401788e-09 2.9039097879327565e-80 4.5259441381744251e-45
5.3629122451302469e-03 1.4060302996077709e-09 5.7881307154291786e-78 1.5621512055739366e-44
5.9619999976530088e-03 1.4004715569498788e-09 6.4336051515210466e-81 -3.0014555939854705e-45
6.6280114884019019e-03 1.3949211515521249e-09 8.7098434089370104e-81 -8.5091052373890353e-46
7.3684227285610903e-03 1.3893797594003484e-09 1.0930073873518078e-81 -1.2320312529544405e-45
8.1915448700989723e-03 1.3838481534296144e-09 8.7224214615773986e-81 -1.4840660755500881e-45
9.1066174988508573e-03 1.3783263149521846e-09 4.3260171086533039e-77 -1.6574126391404837e-43
1.0123912349316663e-02 1.3728167287080892e-09 1.6325009872498458e-80 4.2013979513307364e-45
1.1254848605377350e-02 1.3673196376929416e-09 6.3738581116602687e-77 -3.7872131372532298e-45
1.2512121081186019e-02 1.3618358378185552e-09 5.1721127140076434e-80 8.3533146687075154e-45
1.3909842721070572e-02 1.3563655442766174e-09 6.5176945221134209e-80 8.5796328753404886e-45
1.5463703018016185e-02 1.3509081512387401e-09 2.6827757289371023e-80 3.7129581465562918e-45
1.7191144128982538e-02 1.3454650236320997e-09 1.6238269356954189e-79 8.0704779178797964e-45
1.9111556663959046e-02 1.3400356424824315e-09 2.2618762417643069e-79 9.1032855912728727e-45
2.1246497346499468e-02 1.3346204736107388e-09 3.0491847234833388e-79 2.7607328016042481e-45
2.3619930988986015e-02 1.3292087112705718e-09 3.1996037616196893e-79 -7.0917339802105350e-45
2.6258499498807090e-02 1.3237875184732442e-09 8.7458911683191748e-79 -1.3648837677540322e-44
2.9191820935055676e-02 1.3183849987564856e-09 1.0702864282811822e-78 -1.4365422636320248e-44
3.2452821972674684e-02 1.3129930127207058e-09 7.1237680419072659e-79 -2.2432716964461199e-44
3.6078107505975253e-02 1.3076135648101565e-09 5.0704835901666237e-78 7.3432801078518984e-44
4.0108371540344995e-02 1.3022462608391452e-09 1.5121568725478667e-78 -3.2382992850630644e-44
4.4588853984426059e-02 1.2968907059808400e-09 3.6574739475333243e-78 -6.2684905438540382e-44
4.9569848470276894e-02 1.2915473232901401e-09 3.5020267084439313e-78 4.3343039242529455e-45
5.5107266901823652e-02 1.2862176190943891e-09 4.8516303507824342e-78 -2.4478387383310691e-44
6.1263267068685241e-02 1.2808997759442311e-09 1.2217303969059823e-77 -1.1112744442518818e-44
6.8106950370366667e-02 1.2755942393974506e-09 5.4718515099522359e-78 7.8160231654182468e-44
7.5715137482809586e-02 1.2703004015690884e-09 9.0625672362916148e-78 1.0075004185093595e-43
8.4173230674194105e-02 1.2650196929557301e-09 1.9793788974528425e-77 1.4880386165936299e-43
9.3576172449527734e-02 1.2597516320995632e-09 4.7239764653946950e-77 2.4099737361986235e-43
1.0402951128485470e-01 1.2544965835322904e-09 1.0982626196779493e-77 8.0604111291975251e-44
1.1565058641400254e-01 1.2492533461766540e-09 4.3081878616929136e-77 1.5091338433023102e-43
1.2856984496715487e-01 1.2440232735232638e-09 6.3393254773110017e-77 1.9841226027562831e-43
1.4293230624619502e-01 1.2387997072249460e-09 1.1712383284757792e-76 1.5967258326699574e-43
1.5889918957338051e-01 1.2335698219536039e-09 7.9036801469376857e-77 -1.8000923161159947e-43
1.7664972398603018e-01 1.2283489826556137e-09 6.2936039722397712e-77 -1.6096361446146921e-43
1.9638316009113430e-01 1.2231436888153616e-09 7.4285418325268893e-77 -2.2399408412830381e-43
2.1832100666305021e-01 1.2179516265367413e-09 5.2569446641632166e-76 -7.2593355111465012e-43
2.4270951709020500e-01 1.2127707490001313e-09 4.3498058468638156e-76 -7.2182573333780879e-43
2.6982245358128604e-01 1.2076023777354619e-09 1.5225111313146634e-73 1.3519461685512495e-41
2.9996416015926941e-01 1.2024447497570617e-09 5.1502939366422036e-76 -1.3080324420832227e-43
3.3347297893779332e-01 1.1973034485623548e-09 1.0134258928825572e-75 -9.2785213932882891e-44
3.7072504802774037e-01 1.1921713292588091e-09 1.3718327985374668e-75 -1.4240276738924590e-43
4.1213852370571835e-01 1.1870528681508354e-09 9.8876010223569881e-76 1.5447914508437557e-43
4.5817827423848395e-01 1.1819468420101122e-09 1.8903834068223001e-75 9.8440066799351073e-43
5.0936109805170993e-01 1.1768530165592466e-09 2.6736046017902619e-75 1.3214033685855445e-42
5.6626152481730163e-01 1.1717708206491599e-09 5.7765172736705546e-75 2.5653316344937471e-42
6.2951826457674065e-01 1.1667018184552613e-09 2.6533217872407453e-74 9.2037638039460104e-43
6.9984137729218154e-01 1.1616454483878475e-09 9.2533668793215881e-75 3.2764092515531217e-42
7.7802024330385544e-01 1.1566016606745284e-09 1.0328987747799805e-74 2.5796407196910624e-42
8.6493242416256055e-01 1.1515703495046827e-09 2.4458601292615766e-74 1.4548032583730812e-42
9.6155351330048899e-01 1.1465259828744707e-09 1.2860794404298513e-74 -1.0590991955392896e-42
1.0689680871146781e+00 1.1414943494952177e-09 3.0544855814000137e-74 -8.2695175563794501e-43
1.1883818793895025e+00 1.1364756478059409e-09 2.5715100878585359e-74 -2.6501192888517334e-42
1.3211353157166987e+00 1.1314696497539079e-09 1.6919865372839956e-74 -2.9967255355271268e-42
1.4687185598374410e+00 1.1264761658352845e-09 1.3966412625498083e-71 9.9700572705742371e-41
1.6327882408023808e+00 1.1214943790304907e-09 5.5995586447326513e-75 -2.4990124147183082e-42
1.8151860487128375e+00 1.1165253035320354e-09 2.5740409683988624e-73 -1.5334796229969721e-41
2.0179594077812228e+00 1.1115684139334683e-09 2.1285347556612969e-73 -1.4748505374626905e-41
2.2433844587668310e+00 1.1066245470748537e-09 1.8532907441131926e-73 -6.5328104508125847e-42
2.4939916087658864e+00 1.1016928875013804e-09 2.3662176129867901e-73 -3.7575744110939636e-42
2.7725939351535542e+00 1.0967726216666637e-09 3.7954035910161284e-73 7.7669485727238796e-42
3.0823187625134802e+00 1.0918650351194099e-09 5.3329539915987415e-73 1.2414567495564684e-41
3.4266427670074440e+00 1.0869700835225682e-09 1.2406165669042807e-72 2.5234049589858365e-41
3.8094310022333651e+00 1.0820858386880779e-09 9.8269336636317365e-73 3.0193011571466193e-41
4.2349802846387998e+00 1.0772165438862554e-09 1.5944970251495743e-72 4.1199071048527032e-41
4.7080674254933434e+00 1.0723591281668731e-09 2.1145405579425325e-72 4.7618212110889996e-41
5.2340028508260321e+00 1.0675132784227342e-09 6.3181095061079282e-72 8.0110644633217114e-41
5.8186902112143013e+00 1.0626600450786854e-09 3.6782142085902753e-72 3.8285413591731731e-41
6.4686926505471387e+00 1.0578167635743635e-09 4.1686111492095849e-72 1.0204279546543788e-41
7.1913064776325593e+00 1.0529853055413322e-09 8.8029517254092416e-72 -2.8793290873994331e-41
7.9946430676167353e+00 1.0481661293261336e-09 1.0739225702121649e-71 -2.0444005238979718e-41
8.8877199125621846e+00 1.0433592283388384e-09 1.9526590240559325e-71 -5.6120679596004267e-41
9.8805618432321527e+00 1.0385651712133880e-09 2.4153450662873384e-71 -9.6251086988490787e-41
1.0984313558300594e+01 1.0337833455980775e-09 1.7490994143410062e-71 -1.2935518930214077e-40
1.2211364724133691e+01 1.0290124513393776e-09 1.5665131109993500e-71 -1.2600530686934322e-40
1.3575489049393724e+01 1.0242556443790410e-09 7.5131209839290955e-71 -2.7293073347308368e-40
1.5091998895584805e+01 1.0195105309450071e-09 7.1439391547665148e-71 -2.0602003995511113e-40
1.6777917159051078e+01 1.0147756815887206e-09 1.1242740472698993e-70 2.2779174644607478e-42
1.8652168353811209e+01 1.0100567903648447e-09 8.9278471010621308e-71 1.8452244423280699e-41
2.0735791040143205e+01 1.0053481878785055e-09 2.7731855467767836e-70 9.5225528682610102e-41
2.3052173983440685e+01 1.0006514898591161e-09 3.3873025889559252e-70 2.5668752526839797e-40
2.5627318694235388e+01 9.9596549503752724e-10 1.9824819464848323e-70 -1.2046566167420830e-40
2.8490131296409775e+01 9.9129612416171726e-10 4.1992217162880759e-70 5.1697652825095165e-40
3.1672746999835326e+01 9.8663718044077877e-10 6.3443916618750304e-70 7.9117283061214913e-40
3.5210890819657003e+01 9.8197319985976730e-10 4.3950037596626154e-70 5.4776253996631184e-40
3.9144278591315491e+01 9.7731695229400299e-10 1.1026729379815661e-69 7.5559711559392524e-40
4.3517062782720203e+01 9.7267294068431202e-10 1.8397704469061449e-69 8.5791264399639672e-40
4.8378328107836275e+01 9.6804140030146797e-10 2.2047399044715308e-69 -1.5227995109199083e-40
5.3782642504971967e+01 9.6342207406185994e-10 4.0162985492208091e-69 -2.9225964533836164e-40
5.9790669664524330e+01 9.5881460191188110e-10 3.5775609689747019e-69 -1.0585856777886787e-39
6.6469849981837385e+01 9.5421949128714995e-10 7.4815165917455923e-69 -1.2212867988713229e-39
7.3895157578899770e+01 9.4963669508323577e-10 1.0043452378731420e-68 -2.2228580037623757e-39
8.2149941892489394e+01 9.4506625870859447e-10 1.0886798764023724e-68 -3.1977222479983308e-39
9.1326863275630956e+01 9.4050744303512364e-10 1.2402344990751430e-68 -3.0734037572988564e-39
1.0152893311453862e+02 9.3596110626385753e-10 2.1550288577814349e-68 -3.1238262791111566e-39
1.1287067013640669e+02 9.3142686280464379e-10 3.5518903336343317e-68 -3.6734118958808778e-39
1.2547938588765892e+02 9.2690474674351663e-10 2.6730316778063805e-68 -1.1541950329878657e-39
1.3949661381221338e+02 9.2239527374205359e-10 8.8143624426043195e-68 -1.2661520839906265e-39
1.5507969797123187e+02 9.1789756374057483e-10 7.0875257015219404e-68 4.9159913038407707e-39
1.7240355923781476e+02 9.1341200894277820e-10 1.0872303986693623e-67 7.0866961711793789e-39
1.9166265879225841e+02 9.0893897950164526e-10 2.3433872192147240e-67 9.5917880954603023e-39
2.1307318095820585e+02 9.0446478127281485e-10 2.1632776831326401e-67 1.3217199904654171e-38
2.3687545988213191e+02 8.9999643336653153e-10 2.9955142576999659e-67 1.6288899447056092e-38
2.6333667729575694e+02 8.9553954299796032e-10 4.0063394334314302e-67 1.4590167162198471e-38
2.9275386164390341e+02 8.9109486903105144e-10 6.8446949832647214e-67 2.2272322436036978e-38
3.2545722224314892e+02 8.8666264245901822e-10 6.8019840110708091e-67 8.1335947626711951e-39
3.6181385589737272e+02 8.8224251514772710e-10 9.5467155402166417e-67 3.1009908356769127e-39
4.0223186757712364e+02 8.7783452762085141e-10 1.0474379134688931e-66 -1.5285692590256557e-38
4.4716495141764847e+02 8.7343871041274842e-10 1.9171512846290795e-66 -2.9646023981704846e-38
4.9711748345749459e+02 8.6905483567323469e-10 2.2464798313112228e-66 -4.0168558704224888e-38
5.5265018328392853e+02 8.6468298435816111e-10 3.0745138229493289e-66 -4.9545959171124328e-38
6.1438640813741267e+02 8.6032289185991978e-10 3.2228706929201348e-66 -5.1096994078526648e-38
6.8301915012676659e+02 8.5597607413676524e-10 6.4158696923254125e-66 -7.2416509181973496e-38
7.5931881509909886e+02 8.5164052542242070e-10 7.6960786995311816e-66 -4.7279056392356853e-38
8.4414187048268036e+02 8.4731562730828811e-10 1.0536763917717614e-65 -3.3917268731695367e-38
9.3844045917524102e+02 8.4300566251575513e-10 1.5639909788041257e-65 -9.5970411646009886e-39
1.0432730873940300e+03 8.3870688817570557e-10 2.3570042319322955e-65 5.6229187724923146e-38
1.1598165064592806e+03 8.3442038579480338e-10 2.3183021031259800e-65 5.0173643330740803e-38
1.2893789218846748e+03 8.3013518468605636e-10 4.9638752682859048e-65 1.4226833933978136e-37
1.4334146780474832e+03 8.2585350439470934e-10 4.7391503645444196e-65 1.9100559884297608e-37
1.5935405832745148e+03 8.2158409312767556e-10 6.7805901033932312e-65 2.2406803524885511e-37
1.7715540585937526e+03 8.1732701042086808e-10 1.2721549445358104e-64 3.0795662883283225e-37
1.9694533138723075e+03 8.1308177984174207e-10 1.3179426567535937e-64 2.7145874516381312e-37
2.1894597778187676e+03 8.0884859121711260e-10 1.5604967798711223e-64 1.5887002083642178e-37
2.4340430336278678e+03 8.0462758149986706e-10 5.0778966762179789e-65 6.5793114549451217e-38
2.7059485401712445e+03 8.0041873901140004e-10 4.5535675144445735e-64 4.1528958545507249e-38
3.0082284499060133e+03 7.9622058474160986e-10 4.5513428282677545e-64 -2.9991668202792296e-37
3.3442758694336608e+03 7.9203696699499525e-10 8.1108756190702842e-64 -5.9586210052352300e-37
3.7178629472856946e+03 7.8786374501670413e-10 8.7500147141867982e-64 -7.3522230579164715e-37
4.1331832164733114e+03 7.8370289560687787e-10 1.4040759583467575e-63 -1.0122312809888630e-36
4.5948986670981585e+03 7.7955422945667116e-10 1.9475863996051785e-63 -1.1501614112060085e-36
5.1081920774166492e+03 7.7541742699576762e-10 2.4404129452649733e-63 -1.0317183529923594e-36
5.6788251907764643e+03 7.7129243932652986e-10 2.9800200765765022e-63 -9.5534033213451684e-37
6.3132033914641997e+03 7.6717978632744115e-10 4.3140997351044424e-63 -4.8915674195063489e-37
7.0184476054536735e+03 7.6307927047121219e-10 6.4239090223929275e-63 3.7373665628471200e-37
7.8024742331442649e+03 7.5898330223221742e-10 1.0594627695635826e-62 8.9219771339564599e-37
8.6740840113381419e+03 7.5488890548752903e-10 1.2271617538306042e-62 1.9896176430138805e-36
9.6430608019363699e+03 7.5080678862176230e-10 1.5001160109624972e-62 3.0829188575712705e-36
1.0720281416261778e+04 7.4673634451817608e-10 2.3267222985093992e-62 3.9122967631768409e-36
1.1917837707791939e+04 7.4267877518120920e-10 3.0010866678766408e-62 4.6121854004634575e-36
1.3249172303799016e+04 7.3863305348730485e-10 4.5025463029511044e-62 4.7481989676488099e-36
1.4729229499491033e+04 7.3459905930475136e-10 7.3604706562130493e-62 5.0360631664631900e-36
1.6374623008447812e+04 7.3057693807908571e-10 8.5321613541649234e-62 2.5670800607765378e-36
1.8203822452359345e+04 7.2656688336457892e-10 1.0527686192606498e-61 2.0105625349222337e-37
2.0237360683422197e+04 7.2256738769410167e-10 1.4227470044847619e-61 -3.7115879520023431e-36
2.2498064266598129e+04 7.1858281301666020e-10 2.1944699573961660e-61 -8.0044151332599483e-36
2.5011309708909434e+04 7.1460845717901906e-10 2.8731454361255876e-61 -1.2358145296296671e-35
2.7805308311957157e+04 7.1064611876972053e-10 4.4125519122977747e-61 -1.6262026840053255e-35
3.0911422845145549e+04 7.0669577016599729e-10 5.0576160021013765e-61 -1.8795736267628294e-35
3.4364519594284960e+04 7.0275753974649226e-10 8.7003574568567629e-61 -2.3483242277699898e-35
3.8203359737335777e+04 6.9883141587441568e-10 1.2392165762496735e-60 -2.3975667460947278e-35
4.2471034440505093e+04 6.9491701122452544e-10 1.3456478182560176e-60 -1.5222946667899324e-35
4.7215448558670723e+04 6.9100891908082896e-10 2.1269900189775136e-60 -1.3680640686196920e-35
5.2489858369693357e+04 6.8710205264772508e-10 2.6885213222979455e-60 8.7976613603230813e-36
5.8353469378710397e+04 6.8320737170113760e-10 3.7713095597216761e-60 2.4984806885887682e-35
6.4872100902793580e+04 6.7932458503817949e-10 4.7171823549999122e-60 4.4615322741605502e-35
7.2118924895965407e+04 6.7545362535840743e-10 7.1971518881863692e-60 6.2786497120777108e-35
8.0175287307920386e+04 6.7159488963627806e-10 9.5855358169003120e-60 8.0208138774765791e-35
8.9131621196244669e+04 6.6774808435204455e-10 1.3680849872856917e-59 8.9659440305047004e-35
9.9088461841857745e+04 6.6391315199501003e-10 1.8269454694578296e-59 8.3026320286619510e-35
1.1015757526240280e+05 6.6008957654753572e-10 2.2151312498884666e-59 7.2535146600156711e-35
1.2246321279119808e+05 6.5627876853751018e-10 3.9025458329188111e-59 4.8362971518515847e-35
1.3614350580446079e+05 6.5247947554224889e-10 3.9958433362948649e-59 5.7589479303156674e-38
1.5135201625268348e+05 6.4869196095420609e-10 6.1199303623294882e-59 -8.6164179310869124e-35
1.6825946040095287e+05 6.4491585887570598e-10 9.6094534451243764e-59 -1.7646300398208163e-34
1.8705562512727917e+05 6.4115249117623690e-10 1.2695325357330941e-58 -2.6063955974299991e-34
2.0795149828947772e+05 6.3740067213727235e-10 1.5891861376522102e-58 -3.1735169045022678e-34
2.3118163707407381e+05 6.3366078347470329e-10 2.5553819527368496e-58 -3.9882512143138578e-34
2.5700680091206188e+05 6.2993312645512265e-10 2.9159849061160716e-58 -3.5723907669610614e-34
2.8571687851612573e+05 6.2621258410099322e-10 4.3981782801144685e-58 -3.8390765268118600e-34
3.1763414189545391e+05 6.2249293689498014e-10 6.5868877351440375e-58 -1.7049343989044368e-34
3.5311686387462443e+05 6.1878559120318020e-10 7.4807936483809953e-58 7.7097747594130981e-36
3.9256333972338046e+05 6.1509017618744470e-10 1.0052044532376790e-57 2.8974711140733584e-34
4.3641635804029682e+05 6.1140668674020611e-10 1.6493049674075381e-57 6.0320635806009621e-34
4.8516817107619770e+05 6.0773481400873940e-10 2.4007783552173745e-57 9.4973931122211992e-34
5.3936602028947754e+05 6.0407502757138556e-10 3.4011702470028121e-57 1.3939779673707176e-33
5.9961827915792842e+05 6.0042702899938574e-10 3.9843570032407870e-57 1.5194580293004967e-33
6.6660128220044204e+05 5.9679086810684301e-10 6.1858307480765128e-57 1.6676725170444070e-33
7.4106691686468397e+05 5.9316650116097948e-10 8.2979935081142438e-57 1.4615026207249594e-33
8.2385106350004580e+05 5.8955384430374953e-10 1.0377887047830523e-56 1.0918956187254521e-33
9.1588297815498116e+05 5.8595318419164442e-10 1.3061992746116184e-56 1.8792496463891819e-34
1.0181957235210768e+06 5.8236419178147344e-10 1.9835852419653546e-56 -9.2922530710032255e-34
1.1319377651117127e+06 5.7878720849086895e-10 2.5141434326565825e-56 -1.9906456662807214e-33
1.2583858628429766e+06 5.7522193611992515e-10 4.0189586131163416e-56 -3.9575220763216938e-33
1.3989594027254502e+06 5.7166843002980020e-10 5.1342472916583779e-56 -5.1402230566806113e-33
1.5552363295408040e+06 5.6812688540288634e-10 7.5694942950866726e-56 -6.5419894243561471e-33
1.7289708593482615e+06 5.6459361858413915e-10 9.1885625469426380e-56 -6.7069402786547148e-33
1.9221131706446777e+06 5.6106112388184183e-10 1.2863212417945604e-55 -6.4350807106815926e-33
2.1368312952124542e+06 5.5754147590805683e-10 1.6693096774515617e-55 -5.0922652864213936e-33
2.3755354543811083e+06 5.5403321279776019e-10 2.6050942167984337e-55 -2.1764167187689779e-33
2.6409051138782618e+06 5.5053675043484558e-10 3.3386569929586795e-55 1.7963201411084933e-33
2.9359190609619305e+06 5.4705246155727368e-10 5.1665558259027241e-55 8.4635930114887257e-33
3.2638888414515462e+06 5.4357972440802418e-10 6.6178868723845807e-55 1.3093502717213557e-32
3.6284959319898807e+06 5.4011860610127247e-10 9.0190832783233844e-55 2.0487567427947553e-32
4.0338330647963546e+06 5.3666933914214094e-10 1.2593110023732821e-54 2.5957056688907560e-32
4.4844501687840754e+06 5.3323181993804507e-10 1.5618655127910147e-54 2.8083400137639811e-32
4.9854054427318685e+06 5.2980625336867309e-10 2.3962941722729340e-54 2.8747695600049280e-32
5.5423221338101272e+06 5.2639213770872325e-10 3.1358514532701908e-54 2.3631351468326981e-32
6.1614516588021703e+06 5.2298982123985481e-10 4.1074783766681396e-54 1.2942130842937936e-32
6.8497437765598837e+06 5.1959942363091307e-10 6.3553291126766499e-54 -4.4185379560944980e-33
7.6149245993828420e+06 5.1622081236958872e-10 7.3645190084682220e-54 -2.3458751452967490e-32
8.4655833190024104e+06 5.1285401108259322e-10 1.1332077177472867e-53 -5.0949260983468447e-32
9.4112686206742115e+06 5.0949877100918956e-10 1.4062440673971744e-53 -7.4056227068720478e-32
1.0462595867631771e+07 5.0615222683020953e-10 2.1982796830240017e-53 -1.0420183788710017e-31
1.1631366259052007e+07 5.0280762183562110e-10 2.8315415108067300e-53 -1.1750101199343102e-31
1.2930699299086748e+07 4.9947475430506532e-10 3.6480785862911201e-53 -1.1929776708851305e-31
1.4375180063930864e+07 4.9615398921464730e-10 5.9640349489084508e-53 -1.1072991893657385e-31
1.5981022920007896e+07 4.9284475843291102e-10 7.3745659739529872e-53 -7.1888154673795010e-32
1.7766253531017054e+07 4.8954745909103561e-10 9.9195487522377995e-53 -9.7667473262006964e-33
1.9750911196879756e+07 4.8626180133009711e-10 1.4632289398828220e-52 7.7748564140025757e-32
2.1957273795850102e+07 4.8298798951739682e-10 1.7775742946059192e-52 1.7382008627343921e-31
2.4410107854775380e+07 4.7972550549526404e-10 2.6964529039267987e-52 2.6146518984327612e-31
2.7136946554557350e+07 4.7647495974821892e-10 3.8496657154829003e-52 4.1433045010184457e-31
3.0168398791439027e+07 4.7323608110826374e-10 4.8707507216127480e-52 4.7868349445632106e-31
3.3538492763344929e+07 4.7000885921224778e-10 6.2904833773047339e-52 4.9946642050061999e-31
3.7285057938047960e+07 4.6679337435189007e-10 9.1094592788575531e-52 4.7301187697410082e-31
4.1450149690774165e+07 4.6358941236971949e-10 1.2035288803288918e-51 3.5049681014423660e-31
4.6080521377822921e+07 4.6039755490125087e-10 1.5988615699290187e-51 1.4012692430042366e-31
5.1228149145251893e+07 4.5721715404648279e-10 2.5266275766143681e-51 -1.8487711621118450e-31
5.6950815363629438e+07 4.5404861500908790e-10 3.5254815745581084e-51 -6.5234126375136091e-31
6.3312757237937927e+07 4.5088838149698784e-10 4.7433480812473427e-51 -8.8539716695645609e-31
7.0385387873305172e+07 4.4773122165487089e-10 5.8543821903029660e-51 -1.5064428587260541e-30
7.8248097890563264e+07 4.4458585993997629e-10 8.0042605992582972e-51 -1.8853624219620390e-30
8.6989146589804202e+07 4.4145232167139464e-10 1.2454803335111461e-50 -2.2237061586805244e-30
9.6706652665291697e+07 4.3833023900265899e-10 1.5000562320961026e-50 -2.0382024559262022e-30
1.0750969559254782e+08 4.3522001374826887e-10 2.3678212803502201e-50 -1.7474033818171838e-30
1.1951954005073960e+08 4.3212143443562236e-10 2.8558364560343542e-50 -8.8372756443991927e-31
1.3287099712456565e+08 4.2903448723343184e-10 3.9502476933476166e-50 3.5850657006568836e-31
1.4771393756519967e+08 4.2595920277980497e-10 5.4722898248133488e-50 2.0138007236699168e-30
1.6421497409671852e+08 4.2289564349603794e-10 7.3744489111733604e-50 3.9040661322707796e-30
1.8255933165198529e+08 4.1984340804380373e-10 1.0950008681782492e-49 6.0673103073053940e-30
2.0295292653147605e+08 4.1680313799362899e-10 1.5415280998223834e-49 7.9510493647127174e-30
2.2562467782370842e+08 4.1377441942042877e-10 1.9300734004367106e-49 8.7556228867579290e-30
2.5082907703307796e+08 4.1075736955220681e-10 2.6365799416596227e-49 8.9029125922073566e-30
2.7884904475929934e+08 4.0775185639112475e-10 3.5108292700960265e-49 7.5525465403930344e-30
3.0999910649481672e+08 4.0475804730842677e-10 5.6838428321983236e-49 4.8074398664678102e-30
3.4462892318866193e+08 4.0177609627899686e-10 6.8872980743310930e-49 1.5007768934337576e-31
3.8312721620751834e+08 3.9880215095283139e-10 1.0135482531552617e-48 -6.7044110289957665e-30
4.2592613075184762e+08 3.9583220266859286e-10 1.3056635166935569e-48 -1.4117860463996665e-29
4.7350608670666409e+08 3.9287424064972021e-10 1.9817374578211374e-48 -2.3882880550506795e-29
5.2640117137796974e+08 3.8992795579597027e-10 2.6803174461496948e-48 -3.1404074714001375e-29
5.8520513464858663e+08 3.8699323216057729e-10 3.3603217786514707e-48 -3.5817501402024047e-29
6.5057805384929800e+08 3.8407023177074868e-10 4.7926290973353668e-48 -3.8379518387840010e-29
