# k_modes P_R(k) P_S(k) P_RS(k) 
3.9129040796214926e-03 2.6463968267378404e-09 2.5725840680003853e-11 2.6089698462146019e-10
4.3503068588496060e-03 2.6360868158031280e-09 2.5675266063182478e-11 2.6013210137244598e-10
4.8366045732418338e-03 2.6257991402700315e-09 2.5624715689113301e-11 2.5936819890444772e-10
5.3772629280891176e-03 2.6155351745658728e-09 2.5574196387504982e-11 2.5860538037961918e-10
5.9783586108675202e-03 2.6052933819927120e-09 2.5523698947209969e-11 2.5784352402869423e-10
6.6466475896938878e-03 2.5950738870586003e-09 2.5473221619690523e-11 2.5708262790936820e-10
7.3896410465033816e-03 2.5848776301489441e-09 2.5422774971148632e-11 2.5632279267359309e-10
8.2156897983939169e-03 2.5747038921203000e-09 2.5372351840691162e-11 2.5556394731012323e-10
9.1340781559846214e-03 2.5645529782373193e-09 2.5321957860251670e-11 2.5480613607319562e-10
1.0155128273702034e-02 2.5544237284775015e-09 2.5271575195884927e-11 2.5404921234405151e-10
1.1290316164830953e-02 2.5443170460276141e-09 2.5221216076195786e-11 2.5329328330805527e-10
1.2552400685272060e-02 2.5342331775548019e-09 2.5170886405914186e-11 2.5253839164745246e-10
1.3955566935709249e-02 2.5241724340685741e-09 2.5120583880107832e-11 2.5178454205104313e-10
1.5515585693944093e-02 2.5141340001306936e-09 2.5070307823722529e-11 2.5103169122904402e-10
1.7249990669324828e-02 2.5041186025838928e-09 2.5020060298673145e-11 2.5027988651538593e-10
1.9178275571507138e-02 2.4941255300886404e-09 2.4969831766312994e-11 2.4952904545111024e-10
2.1322113208485788e-02 2.4841552971491613e-09 2.4919637208651017e-11 2.4877926939486077e-10
2.3705599076432313e-02 2.4741639413683985e-09 2.4869049714920921e-11 2.4802622550909674e-10
2.6355522179147852e-02 2.4641934844951031e-09 2.4818468871976002e-11 2.4727401427294248e-10
2.9301666120985184e-02 2.4542448138653767e-09 2.4767903869024306e-11 2.4652272683971775e-10
3.2577143857350485e-02 2.4443197406133960e-09 2.4717377291914792e-11 2.4577256734842472e-10
3.6218769865186975e-02 2.4344173159607542e-09 2.4666871479950031e-11 2.4502340105205323e-10
4.0267473916421645e-02 2.4245365673264437e-09 2.4616380212538736e-11 2.4427514893510449e-10
4.4768761104949442e-02 2.4146791932140935e-09 2.4565925599796888e-11 2.4352800704933836e-10
4.9773223297592442e-02 2.4048441256815019e-09 2.4515489323081467e-11 2.4278183150268473e-10
5.5337107757447226e-02 2.3950310023048483e-09 2.4465073471265975e-11 2.4203661515534151e-10
6.1522949330618207e-02 2.3852404169549014e-09 2.4414681534140998e-11 2.4129240607661777e-10
6.8400273301750636e-02 2.3754724092045211e-09 2.4364315493449522e-11 2.4054921684479798e-10
7.6046376818053124e-02 2.3657266966857748e-09 2.4313970463014860e-11 2.3980700984605837e-10
8.4547197664564228e-02 2.3560034625162646e-09 2.4263649061463660e-11 2.3906580808476021e-10
9.3998280155195152e-02 2.3463025038745413e-09 2.4213352906642615e-11 2.3832561004854788e-10
1.0450584899560546e-01 2.3366241075241492e-09 2.4163082665992388e-11 2.3758643434150327e-10
1.1618800318751017e-01 2.3269688830855237e-09 2.4112839922574941e-11 2.3684832059457668e-10
1.2917604339321281e-01 2.3173349548839968e-09 2.4062620001368818e-11 2.3611115116642913e-10
1.4361594767917429e-01 2.3076833995642271e-09 2.4012026912380761e-11 2.3537099977887332e-10
1.5967001222512314e-01 2.2980520603659517e-09 2.3961429861613102e-11 2.3463160760174655e-10
1.7751867543932887e-01 2.2884428861676626e-09 2.3910857550369243e-11 2.3389321554661254e-10
1.9736254598204017e-01 2.2788567899791436e-09 2.3860314243739749e-11 2.3315589191300410e-10
2.1942465749089965e-01 2.2692934247982535e-09 2.3809798937982092e-11 2.3241961488353980e-10
2.4395297535014562e-01 2.2597519111507594e-09 2.3759299839085971e-11 2.3168428266953560e-10
2.7122318367823806e-01 2.2502333963270259e-09 2.3708833185310332e-11 2.3095003410281338e-10
3.0154178385803959e-01 2.2407362990132040e-09 2.3658376551304581e-11 2.3021667960849906e-10
3.3524953943523944e-01 2.2312617960005401e-09 2.3607946025939353e-11 2.2948435880086067e-10
3.7272530610368876e-01 2.2218102753346573e-09 2.3557546822568459e-11 2.2875311781725147e-10
4.1439028982446863e-01 2.2123799661454891e-09 2.3507159751549159e-11 2.2802277311997145e-10
4.6071278093748896e-01 2.2029720889681388e-09 2.3456797756523017e-11 2.2729345122289713e-10
5.1221341747429461e-01 2.1935864614682588e-09 2.3406455005670283e-11 2.2656511532797308e-10
5.6947103682867917e-01 2.1842238124842826e-09 2.3356147792949132e-11 2.2583788280045283e-10
6.3312918155449471e-01 2.1748830744961697e-09 2.3305853444738511e-11 2.2511158965899227e-10
7.0390333241207081e-01 2.1655655495618733e-09 2.3255598988316902e-11 2.2438643471347418e-10
7.8258894995850270e-01 2.1562691675134461e-09 2.3205361053640841e-11 2.2366219870854621e-10
8.7007041506463745e-01 2.1469556369218039e-09 2.3154738138437329e-11 2.2293496029956211e-10
9.6733096884500092e-01 2.1376634388181147e-09 2.3104127450613257e-11 2.2220863143895628e-10
1.0754637637197364e+00 2.1283944884038502e-09 2.3053551577892020e-11 2.2148342118771959e-10
1.1956841498161019e+00 2.1191478052982690e-09 2.3003001261727861e-11 2.2075923487568639e-10
1.3293433348015813e+00 2.1099235029458102e-09 2.2952467466159009e-11 2.2003603594769495e-10
1.4779435706772395e+00 2.1007208176047299e-09 2.2901957253213584e-11 2.1931381933161645e-10
1.6431550382221018e+00 2.0915410220200164e-09 2.2851473117440742e-11 2.1859266420679707e-10
1.8268346188599556e+00 2.0823830397562649e-09 2.2801004441606318e-11 2.1787246448117602e-10
2.0310467649335111e+00 2.0732472798352512e-09 2.2750562848529750e-11 2.1715329796556509e-10
2.2580867029557385e+00 2.0641335348916440e-09 2.2700139344876473e-11 2.1643511173135772e-10
2.5105062306295243e+00 2.0550419426338534e-09 2.2649738753942459e-11 2.1571793689628336e-10
2.7911423975792315e+00 2.0459722509374450e-09 2.2599356872913381e-11 2.1500174110557433e-10
3.1031493921490219e+00 2.0369250146058643e-09 2.2549003032094432e-11 2.1428659879191814e-10
3.4500339926571204e+00 2.0279000369878985e-09 2.2498669588843415e-11 2.1357246417630884e-10
3.8356949815576362e+00 2.0188971222483378e-09 2.2448359555530202e-11 2.1285934217974539e-10
4.2644669655023408e+00 2.0099166984280001e-09 2.2398077596494425e-11 2.1214727834395765e-10
4.7411690938145776e+00 2.0009573143628098e-09 2.2347813800146143e-11 2.1143614996973606e-10
5.2711592229427966e+00 1.9919832296015182e-09 2.2297176628050236e-11 2.1072221603358721e-10
5.8603941356708660e+00 1.9830314119064708e-09 2.2246563468995805e-11 2.1000931166449050e-10
6.5154964919142966e+00 1.9741014479703234e-09 2.2195969163278604e-11 2.0929739151795105e-10
7.2438292635906247e+00 1.9651941848136873e-09 2.2145403797664021e-11 2.0858654897158916e-10
8.0535784901688974e+00 1.9563087600792998e-09 2.2094856481754209e-11 2.0787668787645428e-10
8.9538452850228065e+00 1.9474460084547163e-09 2.2044337507382120e-11 2.0716790193204040e-10
9.9547481266857076e+00 1.9386046253717053e-09 2.1993831179421005e-11 2.0646004889908616e-10
1.1067536584702133e+01 1.9297858097063848e-09 2.1943351565382608e-11 2.0575325962105446e-10
1.2304717758288634e+01 1.9209884383390466e-09 2.1892887928684357e-11 2.0504742479604245e-10
1.3680196848901453e+01 1.9122133904339617e-09 2.1842448756160869e-11 2.0434263203248520e-10
1.5209433446665432e+01 1.9034600957646835e-09 2.1792029313784753e-11 2.0363882965235552e-10
1.6909615287233322e+01 1.8947288960561970e-09 2.1741631289352230e-11 2.0293604474715556e-10
1.8799851432002175e+01 1.8860199459967495e-09 2.1691258288903253e-11 2.0223430338575384e-10
2.0901387042920806e+01 1.8773327119471989e-09 2.1640902519621548e-11 2.0153354157183176e-10
2.3237842165833094e+01 1.8686678085053453e-09 2.1590573521493847e-11 2.0083383768974471e-10
2.5835477206143832e+01 1.8600253651021229e-09 2.1540273260147456e-11 2.0013520875766626e-10
2.8723488080600280e+01 1.8514021701152817e-09 2.1489968267178833e-11 1.9943732734123126e-10
3.1934334362524847e+01 1.8427675550425351e-09 2.1439314532120506e-11 1.9873694493477235e-10
3.5504104108661679e+01 1.8341558975193703e-09 2.1388694963426813e-11 1.9803769205753233e-10
3.9472919468080129e+01 1.8255657473268875e-09 2.1338086997526353e-11 1.9733938692126996e-10
4.3885387631944717e+01 1.8169978000621843e-09 2.1287507744180641e-11 1.9664214720940254e-10
4.8791102192566534e+01 1.8084517607330568e-09 2.1236944067288024e-11 1.9594589723916553e-10
5.4245200546721918e+01 1.7999279162171459e-09 2.1186405459544160e-11 1.9525069736472550e-10
6.0308983608129779e+01 1.7914261087357044e-09 2.1135888453449166e-11 1.9455652402489458e-10
6.7050604794297584e+01 1.7829457544097927e-09 2.1085387895910094e-11 1.9386332277131600e-10
7.4545836031550039e+01 1.7744876205691028e-09 2.1034911183827581e-11 1.9317117031410848e-10
8.2878919387694381e+01 1.7660511227401722e-09 2.0984451803900250e-11 1.9248000591618180e-10
9.2143513904181219e+01 1.7576364077434379e-09 2.0934011088421065e-11 1.9178984470650776e-10
1.0244374826960728e+02 1.7492440584574679e-09 2.0883599941264377e-11 1.9110076942151693e-10
1.1389539116600200e+02 1.7408732164047026e-09 2.0833201301984956e-11 1.9041265609064576e-10
1.2662715244191382e+02 1.7325245552288954e-09 2.0782831277850528e-11 1.8972561621576919e-10
1.4078212973672979e+02 1.7241975027948162e-09 2.0732474798257272e-11 1.8903955066358250e-10
1.5651941681544986e+02 1.7158928245696810e-09 2.0682148010234149e-11 1.8835457605331169e-10
1.7401589169066932e+02 1.7076060806121442e-09 2.0631803543916342e-11 1.8767023377647507e-10
1.9346820462922719e+02 1.6993114766626937e-09 2.0581141201422406e-11 1.8698374080262441e-10
2.1509498838756639e+02 1.6910393617840663e-09 2.0530500422722474e-11 1.8629831087293271e-10
2.3913931551757392e+02 1.6827888812083640e-09 2.0479876118056987e-11 1.8561387489886873e-10
2.6587143036159881e+02 1.6745606683274399e-09 2.0429281207201353e-11 1.8493052738972920e-10
2.9559178644269304e+02 1.6663540980034046e-09 2.0378704306791340e-11 1.8424818328875474e-10
3.2863442338858607e+02 1.6581698375160692e-09 2.0328150161162188e-11 1.8356690200561966e-10
3.6537072134406799e+02 1.6500068626973341e-09 2.0277612757077819e-11 1.8288660074096371e-10
4.0621357506920583e+02 1.6418660394974232e-09 2.0227099099647104e-11 1.8220736009088883e-10
4.5162203463784562e+02 1.6337467314075282e-09 2.0176597922552109e-11 1.8152909508557307e-10
5.0210646489516938e+02 1.6256487191150151e-09 2.0126116555082642e-11 1.8085182755882516e-10
5.5823428166362817e+02 1.6175734441655290e-09 2.0075664537649453e-11 1.8017568159657103e-10
6.2063632916889173e+02 1.6095192842522027e-09 2.0025223645661087e-11 1.7950048616046602e-10
6.9001397036439653e+02 1.6014867526850938e-09 1.9974803420301982e-11 1.7882631369624488e-10
7.6714696984564307e+02 1.5934762993306122e-09 1.9924407394764278e-11 1.7815320619037893e-10
8.5290225795364302e+02 1.5854876617365093e-09 1.9874029678831076e-11 1.7748112371956837e-10
9.4824367457097640e+02 1.5775210927464314e-09 1.9823675394459959e-11 1.7681010441753429e-10
1.0542428021250932e+03 1.5695706895420602e-09 1.9773287528646099e-11 1.7613956398950355e-10
1.1720910095555591e+03 1.5616164543575336e-09 1.9722607687979874e-11 1.7546722934939451e-10
1.3031128426124733e+03 1.5536841524332519e-09 1.9671954561751691e-11 1.7479596784541600e-10
1.4487809109852813e+03 1.5457734996157455e-09 1.9621314052304154e-11 1.7412570190345495e-10
1.6107324395846990e+03 1.5378851524403351e-09 1.9570705719291054e-11 1.7345655643214892e-10
1.7907876700046020e+03 1.5300183760987272e-09 1.9520113863430360e-11 1.7278842146034151e-10
1.9909703189856677e+03 1.5221731827045696e-09 1.9469535418755463e-11 1.7212128524837239e-10
2.2135303238220895e+03 1.5143494957541213e-09 1.9418975995910470e-11 1.7145516941554875e-10
2.4609691303565810e+03 1.5065481588420013e-09 1.9368446333654132e-11 1.7079017022345568e-10
2.7360678077861303e+03 1.4987678699986385e-09 1.9317929549291338e-11 1.7012614052433299e-10
3.0419183062726638e+03 1.4910092904878626e-09 1.9267425157250765e-11 1.6946311685750086e-10
3.3819582086761093e+03 1.4832726019754376e-09 1.9216951613587431e-11 1.6880119187650516e-10
3.7600093669992534e+03 1.4755572515809808e-09 1.9166481842060792e-11 1.6814021629575005e-10
4.1803208577957012e+03 1.4678635763343962e-09 1.9116039996581478e-11 1.6748031649679307e-10
4.6476167393349178e+03 1.4601915686317832e-09 1.9065618720766356e-11 1.6682146086753900e-10
5.1671491472872340e+03 1.4525414560760946e-09 1.9015216448612239e-11 1.6616365670869073e-10
5.7447573256937530e+03 1.4449129673896690e-09 1.8964836040481707e-11 1.6550690219520244e-10
6.3869332566949997e+03 1.4372986513098144e-09 1.8914388981756402e-11 1.6485038503801850e-10
7.1008946266586345e+03 1.4296846460428732e-09 1.8863699907397173e-11 1.6419254624471170e-10
7.8946659488033129e+03 1.4220923437393939e-09 1.8813024397614510e-11 1.6353572859702846e-10
8.7771687540901094e+03 1.4145222276339638e-09 1.8762370216229258e-11 1.6287999492166529e-10
9.7583218640749928e+03 1.4069735936442131e-09 1.8711740192762886e-11 1.6222531810485540e-10
1.0849152872731291e+04 1.3994465306159218e-09 1.8661127000279679e-11 1.6157167263164773e-10
1.2061922090233391e+04 1.3919407577531739e-09 1.8610527859572567e-11 1.6091903148266251e-10
1.3410260341758179e+04 1.3844568584367958e-09 1.8559953356704275e-11 1.6026747531454083e-10
1.4909322170083133e+04 1.3769945153699534e-09 1.8509392878865611e-11 1.5961694113842216e-10
1.6575956163889728e+04 1.3695536617896940e-09 1.8458852408654374e-11 1.5896745210916992e-10
1.8428894326163841e+04 1.3621340855566802e-09 1.8408323872296923e-11 1.5831896233571501e-10
2.0488962611084593e+04 1.3547364943532811e-09 1.8357822113234526e-11 1.5767157801484275e-10
2.2779314995714529e+04 1.3473598560659153e-09 1.8307332590977195e-11 1.5702517780286672e-10
2.5325693717321727e+04 1.3400053454740976e-09 1.8256859746107761e-11 1.5637985047296048e-10
2.8156718601250916e+04 1.3326722256073673e-09 1.8206421468749410e-11 1.5573563088401789e-10
3.1304208731221697e+04 1.3253605147439344e-09 1.8155988766284473e-11 1.5509239719816589e-10
3.4803540077442136e+04 1.3180703709566676e-09 1.8105574596207571e-11 1.5445021537491658e-10
3.8694043102071038e+04 1.3107928867756339e-09 1.8055076768174509e-11 1.5380812828114097e-10
4.3019444810884575e+04 1.3035190418761973e-09 1.8004361825317417e-11 1.5316503864650339e-10
4.7828360219552487e+04 1.2962674173743933e-09 1.7953679755614595e-11 1.5252310361577953e-10
5.3174838758320875e+04 1.2890371437754107e-09 1.7902999184376404e-11 1.5188214002802384e-10
5.9118971756374383e+04 1.2818283507369242e-09 1.7852350969318713e-11 1.5124228775864073e-10
6.5727567833651046e+04 1.2746410824482608e-09 1.7801712529143621e-11 1.5060345489326458e-10
7.3074903791123405e+04 1.2674755800348092e-09 1.7751095372164803e-11 1.4996570573559204e-10
8.1243559439118806e+04 1.2603311435646011e-09 1.7700493163062015e-11 1.4932897337477471e-10
9.0325345746666746e+04 1.2532083235822521e-09 1.7649909299585858e-11 1.4869330600616150e-10
1.0042233674373561e+05 1.2461065672651316e-09 1.7599339326077511e-11 1.4805865336680791e-10
1.1164801677434356e+05 1.2390268735189292e-09 1.7548798238862168e-11 1.4742513913200204e-10
1.2412855599500568e+05 1.2319682430257934e-09 1.7498262039442682e-11 1.4679260437565055e-10
1.3800422845438268e+05 1.2249308893602772e-09 1.7447744196253601e-11 1.4616111968930030e-10
1.5343098869252723e+05 1.2179149844022664e-09 1.7397245154452630e-11 1.4553069847429005e-10
1.7058222457979192e+05 1.2109209263147671e-09 1.7346772381575481e-11 1.4490139704614413e-10
1.8965070609629582e+05 1.2039480472818876e-09 1.7296308581530155e-11 1.4427310451135501e-10
2.1085075195510412e+05 1.1969965361706600e-09 1.7245869381927385e-11 1.4364589872839256e-10
2.3442063842071392e+05 1.1900557439938674e-09 1.7195305078841059e-11 1.4301851773664441e-10
2.6062527739657336e+05 1.1831228346736734e-09 1.7144579293009722e-11 1.4239064071898691e-10
2.8975919388179079e+05 1.1762111558868825e-09 1.7093856915743092e-11 1.4176375773460551e-10
3.2214983626192622e+05 1.1693211498983538e-09 1.7043166778731771e-11 1.4113801639813550e-10
3.5816125663962140e+05 1.1624523871759379e-09 1.6992490879155983e-11 1.4051331747658919e-10
3.9819820256985695e+05 1.1556053952164438e-09 1.6941827964157563e-11 1.3988968907005896e-10
4.4271066618857742e+05 1.1487794881010643e-09 1.6891185327646746e-11 1.3926712122451133e-10
4.9219894186426041e+05 1.1419753319035617e-09 1.6840560161584518e-11 1.3864564404352433e-10
5.4721924921751127e+05 1.1351920789537942e-09 1.6789950025371201e-11 1.3802519744265834e-10
6.0838998470817390e+05 1.1284301181298939e-09 1.6739357500368553e-11 1.3740581698464789e-10
6.7639867205418367e+05 1.1216897830009119e-09 1.6688772718838303e-11 1.3678748396408738e-10
7.5200968960085558e+05 1.1149703416861473e-09 1.6638211643899924e-11 1.3617022063723630e-10
8.3607286149177072e+05 1.1082725619135789e-09 1.6587669163073222e-11 1.3555405422338029e-10
9.2953300920105900e+05 1.1015959436223895e-09 1.6537139900571881e-11 1.3493893362660782e-10
1.0334405707807806e+06 1.0949407281504036e-09 1.6486625834404561e-11 1.3432488317016335e-10
1.1489634071776103e+06 1.0883069619767956e-09 1.6436138200389024e-11 1.3371195289611530e-10
1.2773999283150011e+06 1.0816943213083111e-09 1.6385664717750772e-11 1.3310007428399487e-10
1.4201936864704071e+06 1.0750906744226931e-09 1.6335030545732033e-11 1.3248779132280061e-10
1.5789496009686908e+06 1.0684981316786976e-09 1.6284276661323142e-11 1.3187540154852455e-10
1.7554519965478927e+06 1.0619272068492683e-09 1.6233544713494110e-11 1.3126412932787766e-10
1.9516846581381720e+06 1.0553775532076300e-09 1.6182814690565713e-11 1.3065387381240532e-10
2.1698531274580443e+06 1.0488494497844681e-09 1.6132121696856669e-11 1.3004479552621907e-10
2.4124094920287728e+06 1.0423422122603360e-09 1.6081427039573665e-11 1.2943669742655325e-10
2.6820799452211079e+06 1.0358565667470988e-09 1.6030758095922594e-11 1.2882973636795019e-10
2.9818954270933801e+06 1.0293920590663141e-09 1.5980090084595286e-11 1.2822378603629190e-10
3.3152256904062526e+06 1.0229488184496147e-09 1.5929453495320763e-11 1.2761897838070252e-10
3.6858171746964594e+06 1.0165269251021424e-09 1.5878830940310526e-11 1.2701525006694401e-10
4.0978351140922275e+06 1.0101261804425169e-09 1.5828221612994674e-11 1.2641258701986462e-10
4.5559103521378981e+06 1.0037463922227346e-09 1.5777625531306449e-11 1.2581097879104793e-10
5.0651913897993201e+06 9.9738809734259090e-10 1.5727045738222143e-11 1.2521047270934223e-10
5.6314022516395235e+06 9.9105094150660677e-10 1.5676482978127635e-11 1.2461105105908395e-10
6.2609068205470368e+06 9.8473516059076350e-10 1.5625935322942738e-11 1.2401272254619933e-10
6.9607803641020395e+06 9.7844045091122539e-10 1.5575407218763343e-11 1.2341548722640286e-10
7.7388890564953443e+06 9.7216710445023177e-10 1.5524900720331602e-11 1.2281937310189031e-10
8.6039783897806462e+06 9.6590061946224287e-10 1.5474201105719590e-11 1.2222261497999010e-10
9.5657714681514092e+06 9.5964926807263396e-10 1.5423423125715842e-11 1.2162619128821154e-10
1.0635078290013282e+07 9.5341870172544024e-10 1.5372650388255091e-11 1.2103079193033683e-10
1.1823917246119346e+07 9.4720980797488346e-10 1.5321901666998503e-11 1.2043654878679662e-10
1.3145650199337075e+07 9.4102178542235523e-10 1.5271159591077018e-11 1.1984334422613620e-10
1.4615132664265487e+07 9.3485534889630509e-10 1.5220448095562448e-11 1.1925131925853036e-10
1.6248880774634624e+07 9.2870992277974598e-10 1.5169739153254184e-11 1.1866032893516239e-10
1.8065256915104426e+07 9.2258555403077435e-10 1.5119046230267573e-11 1.1807043063233914e-10
2.0084676103857178e+07 9.1648255648793035e-10 1.5068376970496622e-11 1.1748167582202310e-10
2.2329835445604548e+07 9.1040048519333999e-10 1.5017716534088485e-11 1.1689397971419022e-10
2.4825969233928502e+07 9.0433974763014577e-10 1.4967073208037386e-11 1.1630740243299299e-10
2.7601132570158910e+07 8.9830013710533076e-10 1.4916441289956043e-11 1.1572191019013623e-10
3.0686516686500177e+07 8.9228147411098712e-10 1.4865821625968435e-11 1.1513749641581023e-10
3.4116799517456621e+07 8.8628409270965445e-10 1.4815227028839560e-11 1.1455423386441579e-10
3.7930535459776826e+07 8.8030769818127863e-10 1.4764635279184384e-11 1.1397201923675198e-10
4.2170588701593518e+07 8.7435269407468660e-10 1.4714069758088811e-11 1.1339097063264155e-10
4.6884614991128057e+07 8.6841832402843508e-10 1.4663516668500302e-11 1.1281098741666252e-10
5.2125597259761438e+07 8.6248979736877613e-10 1.4612740351763674e-11 1.1223020237686401e-10
5.7952441119565554e+07 8.5657921676153775e-10 1.4561924252670007e-11 1.1165011005146063e-10
6.4430636928342849e+07 8.5068971845688079e-10 1.4511122524125372e-11 1.1107112445814671e-10
7.1632995863402858e+07 8.4482156799439664e-10 1.4460342533931519e-11 1.1049329284076085e-10
7.9640468277119488e+07 8.3897419608039065e-10 1.4409574699865003e-11 1.0991654299116079e-10
8.8543053532112524e+07 8.3314829708080583e-10 1.4358805728100112e-11 1.0934087152609261e-10
9.8440811542075276e+07 8.2734347188972007e-10 1.4308071787908893e-11 1.0876639190069248e-10
1.0944498738738221e+08 8.2155961795883782e-10 1.4257345294582744e-11 1.0819299400613703e-10
1.2167926164550801e+08 8.1579682689373513e-10 1.4206633131435240e-11 1.0762071184675223e-10
1.3528114048924297e+08 8.1005527837969975e-10 1.4155936106890742e-11 1.0704956213255955e-10
1.5040350117662019e+08 8.0433451191178281e-10 1.4105245993654456e-11 1.0647948513993497e-10
1.6721631030294394e+08 7.9863505754632573e-10 1.4054578407898136e-11 1.0591057668095778e-10
1.8590853412711099e+08 7.9295642071789950e-10 1.4003919898863938e-11 1.0534275504833479e-10
2.0669026244315127e+08 7.8729895074229145e-10 1.3953281838305321e-11 1.0477608801170572e-10
2.2979506986811921e+08 7.8166257337156785e-10 1.3902650530571148e-11 1.0421052103677539e-10
2.5548264108579969e+08 7.7604726773470692e-10 1.3852035140899043e-11 1.0364608902159383e-10
2.8404168955250311e+08 7.7045246039506173e-10 1.3801435545738375e-11 1.0308275493908253e-10
3.1579320246945834e+08 7.6486184116778589e-10 1.3750573506104561e-11 1.0251838822693545e-10
3.5109404849348211e+08 7.5929238195587262e-10 1.3699716670726059e-11 1.0195512755733344e-10
3.9034098873443687e+08 7.5374413776845340e-10 1.3648878731349990e-11 1.0139302954129808e-10
4.3397513612084937e+08 7.4821700860601357e-10 1.3598057914031486e-11 1.0083208271418445e-10
4.8248691325429565e+08 7.4271086511354940e-10 1.3547250373363686e-11 1.0027226595323911e-10
5.3642156447606683e+08 7.3722566418012347e-10 1.3496451231169765e-11 9.9713560259798829e-11
5.9638528409845304e+08 7.3176140883130251e-10 1.3445667312889365e-11 9.9155992965090138e-11
6.6305202967854285e+08 7.2631853234141713e-10 1.3394901589005638e-11 9.8599606279782164e-11
7.3717109691166520e+08 7.2089653515290044e-10 1.3344148714283656e-11 9.8044348605163263e-11
8.1957554128204763e+08 7.1549534444194984e-10 1.3293405578420097e-11 9.7490205437647794e-11
9.1119154112501228e+08 7.1011521190588647e-10 1.3242671791268161e-11 9.6937194487444002e-11
