# k_modes  P_R(k)  P_S(k)  P_RS(k)  P_T(k)  beta_iso  cosDelta
3.1033995313495727e-04 1.8804847683130330e-09 2.1632977050496277e-87 -2.9737759092538358e-49 7.3888915239295916e-12 1.1503936333344001e-78 -1.4743995310776031e-01
3.4736689824338597e-04 1.8773979564254645e-09 1.4688769902848852e-82 -3.6755225130924955e-46 7.3891051359438089e-12 7.8240044166320669e-74 -6.9991967674438849e-01
3.8881156221209429e-04 1.8961490662907394e-09 1.5935224339728944e-84 4.9038837592163346e-47 7.3889611979347622e-12 8.4039934533741826e-76 8.9212320913606713e-01
4.3520102713957300e-04 1.9049587800473945e-09 2.9742832062374763e-74 8.4351126016957067e-43 7.3884492976342341e-12 1.5613373041927330e-65 1.1206162957419957e-01
4.8712526177403966e-04 1.9017538646871894e-09 1.4740924181900245e-85 -1.1945488022315369e-48 7.3879316745337405e-12 7.7512260948263719e-77 -7.1345138798142083e-02
5.4524462457742489e-04 1.8939067511471373e-09 3.8065742150191663e-87 1.2352214523278606e-48 7.3874454924148962e-12 2.0099058270495779e-78 4.6004294899285653e-01
6.1029826198683273e-04 1.8862227617645256e-09 3.0668043900687968e-89 -1.4629040806552679e-49 7.3869879966474187e-12 1.6258972440772900e-80 -6.0824188378746724e-01
6.8311350868028361e-04 1.8789282345188339e-09 2.0323811861247714e-87 -3.6422109682142974e-49 7.3865593966252881e-12 1.0816704697852573e-78 -1.8638348100372551e-01
7.6461640939681286e-04 1.8718853832060403e-09 1.3741170631241879e-85 3.3463413926139269e-48 7.3861612608030907e-12 7.3408183826441974e-77 2.0865017469732744e-01
8.5584349612459921e-04 1.8646780878771946e-09 7.6056558784783770e-81 1.7309135082723051e-45 7.3857928814204420e-12 4.0788036969624520e-72 4.5962653968339612e-01
9.5795497043622369e-04 1.8574109246408667e-09 2.2147070365802152e-87 8.2647641378300968e-49 7.3854053716223464e-12 1.1923624477488375e-78 4.0749128367414472e-01
1.0722494586204879e-03 1.8502154755133903e-09 2.7449618403402271e-87 1.4838453181873714e-49 7.3848401324045779e-12 1.4835903583492438e-78 6.5842956048664969e-02
1.2001805272625521e-03 1.8431232146229763e-09 1.2482110485731368e-85 2.9660158070813335e-49 7.3843176313924583e-12 6.7722604689153518e-77 1.9554749881698627e-02
1.3433751693131370e-03 1.8361082094734527e-09 1.7847675440439121e-86 -5.6317375192532115e-50 7.3838365856325023e-12 9.7203832259741170e-78 -9.8379008033878043e-03
1.5036544957476318e-03 1.8291045919699811e-09 1.8105009874564918e-83 -1.5629717495891860e-47 7.3833985729979299e-12 9.8982911934333237e-75 -8.5887997123541018e-02
1.6830568959660705e-03 1.8220811341849725e-09 8.4398743977317339e-82 -1.4253850058362083e-46 7.3829973239262521e-12 4.6319970276773314e-73 -1.1494242051766829e-01
1.8838639614817318e-03 1.8150441228649658e-09 2.2375800937859589e-83 -1.9383000459279505e-46 7.3826317482361652e-12 1.2327965285240774e-74 -9.6180740781012330e-01
2.1086295025888311e-03 1.8080173991805710e-09 1.0466872154612520e-86 3.1521368039750198e-49 7.3823032248532631e-12 5.7891434890816380e-78 7.2459493712105402e-02
2.3602120270355530e-03 1.8010006762601512e-09 8.2504234342182986e-85 3.8538189714981628e-49 7.3819312972992502e-12 4.5810218413413520e-76 9.9976114279420932e-03
2.6418110937573773e-03 1.7939700255403927e-09 4.8567704171703121e-85 -2.8712893283742571e-48 7.3813958085020378e-12 2.7072751205568892e-76 -9.7273732007348498e-02
2.9570080040077743e-03 1.7869735262913598e-09 1.7887184125746178e-81 7.3047587440853023e-47 7.3808877322836815e-12 1.0009764477523511e-72 4.0857880033944721e-02
3.3098113473851182e-03 1.7800075697285707e-09 4.9733604470559636e-80 4.0593934153495756e-46 7.3804075581888270e-12 2.7940108410967825e-71 4.3144481118206165e-02
3.7047079819978969e-03 1.7730652021794202e-09 9.8286952225669814e-76 -7.9497610401173688e-43 7.3799530661843380e-12 5.5433354681405535e-67 -6.0220420969726085e-01
4.1467200971203764e-03 1.7661407494406291e-09 1.3286899726283211e-85 -1.1493480727515441e-49 7.3795256494918951e-12 7.5231261893999268e-77 -7.5028642314191136e-03
4.6414690840460926e-03 1.7592307620325569e-09 2.4065312218710911e-83 -3.1304503269433375e-49 7.3791271989815289e-12 1.3679451688820315e-74 -1.5214218930702567e-03
5.1952470274316395e-03 1.7523359276393159e-09 1.1582645406951260e-83 7.4703876287972680e-49 7.3787652241030246e-12 6.6098316106290100e-75 5.2436123088739663e-03
5.8150967263383910e-03 1.7454307800171865e-09 1.0206919869349690e-85 2.4317044271066819e-49 7.3783370207515214e-12 5.8477941297959619e-77 1.8218479054070476e-02
6.5089012626582728e-03 1.7385005134336455e-09 2.0917934003758888e-85 4.9633692442904373e-50 7.3777724846527767e-12 1.2032170161655392e-76 2.6027339640188004e-03
7.2854842560307843e-03 1.7315897464455203e-09 8.6294021163883099e-80 1.2206901517623254e-44 7.3772399699453935e-12 4.9835142152476416e-71 9.9860235200561343e-01
8.1547220802662725e-03 1.7246996611475022e-09 1.9757974436111434e-85 1.1210970875667936e-48 7.3767381857786397e-12 1.1455892803368311e-76 6.0731677301117101e-02
9.1276694684138890e-03 1.7178312859963453e-09 9.2774020722959816e-85 1.1540579416337152e-48 7.3762670599056703e-12 5.4006479844236105e-76 2.8908407664215850e-02
1.0216700103885659e-02 1.7109851565384425e-09 4.5807733129327145e-82 4.4981289029378718e-46 7.3758262555719879e-12 2.6772723862784683e-73 5.0808851215183726e-01
1.1435663985636791e-02 1.7041622563911962e-09 1.7246471073803159e-84 4.8893850150606435e-49 7.3754190619153250e-12 1.0120204815664086e-75 9.0187976669394709e-03
1.2800063568730331e-02 1.6973627792377742e-09 2.6103031668412520e-82 -3.4229502870026980e-46 7.3750464075199213e-12 1.5378581401516577e-73 -5.1424227850771131e-01
1.4327250920394559e-02 1.6905563026849963e-09 9.7085727141578305e-84 -1.4049770521382925e-48 7.3745874763912036e-12 5.7428271976143951e-75 -1.0966719043389941e-02
1.6036648398950724e-02 1.6837366488077738e-09 4.8094947717308886e-85 7.3297941004654604e-49 7.3740139792885073e-12 2.8564412226439405e-76 2.5757574472200867e-02
1.7949995662146639e-02 1.6769403690125403e-09 3.5099397800410811e-80 1.1762710337344751e-46 7.3734747990895105e-12 2.0930617718433812e-71 1.5331998212220489e-02
2.0091626146281589e-02 1.6701655742376969e-09 1.1819492027285375e-83 1.4309600077052099e-48 7.3729624452892439e-12 7.0768384940996467e-75 1.0184702004886928e-02
2.2488776532309799e-02 1.6634131378455556e-09 1.1647361898410242e-84 -1.5603490161795676e-49 7.3724818256426062e-12 7.0020860322744882e-76 -3.5449319519797349e-03
2.5171933134629176e-02 1.6566827108316151e-09 7.3971836714653400e-84 3.2127298425913193e-47 7.3720324672369235e-12 4.4650575653995511e-75 2.9021598947751814e-01
2.8175219617835021e-02 1.6499737796592700e-09 7.4140012418818354e-81 2.0971578667251486e-45 7.3716130781362223e-12 4.4934054912150625e-72 5.9960642148946619e-01
3.1536830972315785e-02 1.6432874550847188e-09 1.1155576430667237e-83 -6.1349998556661153e-48 7.3712296829635659e-12 6.7885727455347234e-75 -4.5311848425263521e-02
3.5299519267876389e-02 1.6365860326000676e-09 9.1768468177309434e-85 -5.8125111049152438e-49 7.3707273414415638e-12 5.6073109723120116e-76 -1.4998493327608112e-02
3.9511137363072761e-02 1.6298801931399441e-09 1.9359781662308228e-83 4.7853468758706699e-48 7.3701487536137709e-12 1.1878039713466208e-74 2.6939240993365126e-02
4.4225247485006947e-02 1.6231942354800326e-09 4.7400128407970010e-82 9.5916464389716966e-48 7.3695939959025505e-12 2.9201759944614521e-73 1.0934984121969112e-02
4.9501802419336979e-02 1.6165296697649037e-09 8.2625675879586446e-83 1.1009057880215526e-47 7.3690700440292559e-12 5.1112996825850356e-74 3.0123178999069394e-02
5.5407907973693368e-02 1.6098859517401447e-09 2.6422744291619719e-82 -3.9366907024602638e-47 7.3685746017463970e-12 1.6412805058059586e-73 -6.0359381130743003e-02
6.2018676411306178e-02 1.6032636163956170e-09 5.8088419840269184e-79 2.8848034978746820e-46 7.3681102952841601e-12 3.6231359114142985e-70 9.4529853778662094e-03
6.9418181708583257e-02 1.5966627903613772e-09 1.4952642766993598e-81 -1.4833820369015089e-47 7.3676779259192957e-12 9.3649346983337183e-73 -9.6003581384232692e-03
7.7700528785348069e-02 1.5900842766417340e-09 1.4897284501830687e-81 -1.0646453803930918e-46 7.3672815285946181e-12 9.3688647329397078e-73 -6.9173754224402223e-02
8.6971050305920103e-02 1.5834881500484516e-09 1.4503499768402846e-81 1.4974493983754515e-47 7.3667519553667981e-12 9.1592095387383016e-73 9.8811693061777364e-03
9.7347646271632893e-02 1.5768900140307030e-09 1.4939485024059925e-81 1.2490672520561877e-47 7.3661517553514654e-12 9.4740184103728140e-73 8.1379929093585209e-03
1.0896228344136594e-01 1.5703132356817236e-09 5.1773347441898390e-82 1.3412605335795247e-46 7.3655821589348611e-12 3.2970076457020952e-73 1.4875339189195877e-01
1.2196267364931962e-01 1.5637580499512522e-09 1.1806377978900936e-81 1.5868349225078950e-48 7.3650444259174847e-12 7.5500030067112886e-73 1.1678542056216322e-03
1.3651415236442638e-01 1.5572239574310798e-09 3.1785330631788123e-81 4.4757253393049218e-48 7.3645364924761227e-12 2.0411534564510378e-72 2.0117523739033522e-03
1.5280178138241221e-01 1.5507107535617520e-09 1.7363051766804825e-80 -2.1846676729986750e-47 7.3640577425943060e-12 1.1196834565649641e-71 -4.2102409699708247e-03
1.7103270239198085e-01 1.5442193741818827e-09 4.3790381041495543e-81 4.6969186549943295e-46 7.3636129987988926e-12 2.8357616653200847e-72 1.8062138920220178e-01
1.9143877134714418e-01 1.5377497095341750e-09 6.2677489435363014e-81 -1.6123276646011380e-47 7.3632023826027872e-12 4.0759226970915623e-72 -5.1934347882502960e-03
2.1427950714893512e-01 1.5312581047735724e-09 2.7189659873285610e-74 1.5944044359834347e-42 7.3626348950855828e-12 1.7756418587123921e-65 2.4709980710595889e-01
2.3984539213704839e-01 1.5247702140779481e-09 4.9677925889229984e-78 -8.8180785041163298e-46 7.3620198345514219e-12 3.2580598329218406e-69 -1.0131879906981422e-02
2.6846156636617219e-01 1.5183038481639256e-09 9.0261688957883524e-80 8.8525895691367348e-45 7.3614372732288506e-12 5.9449028642742601e-71 7.5620449640242782e-01
3.0049196264982536e-01 1.5118584279281169e-09 6.3469594419826221e-80 -9.5934081076332169e-47 7.3608846778655107e-12 4.1981175781654576e-71 -9.7934226093676982e-03
3.3634393496007609e-01 1.5054338430786113e-09 3.1227849154429741e-81 2.4750177229214850e-47 7.3603618480751780e-12 2.0743421770410586e-72 1.1415013756726516e-02
3.7647343904588704e-01 1.4990294568585726e-09 1.9703183852988956e-80 -7.3744435208597487e-47 7.3598659517118433e-12 1.3143960422418752e-71 -1.3569253792193876e-02
4.2139083115579534e-01 1.4926476904405056e-09 6.6019404404276535e-80 -1.6987679497159096e-46 7.3594094119150740e-12 4.4229730047545978e-71 -1.7112741930150575e-02
4.7166735861152898e-01 1.4862870400186909e-09 9.4487848090469259e-80 -4.9715792166731592e-47 7.3589857594607590e-12 6.3573082147901274e-71 -4.1952228862431988e-03
5.2794242477792663e-01 1.4799002113085192e-09 1.9518326993253314e-78 -3.2759150512801401e-46 7.3583798614109302e-12 1.3188948041297542e-69 -6.0953004893075464e-03
5.9093172082310053e-01 1.4735224037637035e-09 7.6545800393640000e-80 3.9848979973102956e-47 7.3577493544865944e-12 5.1947496826736416e-71 3.7521323860922658e-03
6.6143632768637139e-01 1.4671656818707260e-09 3.4576270799031418e-79 1.4270123380235276e-46 7.3571503356137400e-12 2.3566711807861100e-70 6.3357651775280072e-03
7.4035290401038012e-01 1.4608304875182130e-09 6.5201194934696130e-75 -3.8880544943628722e-44 7.3565852483136509e-12 4.4632964256835602e-66 -1.2598088467319172e-02
8.2868508960472675e-01 1.4545148010300635e-09 6.8918769022911252e-79 1.4381467321918405e-47 7.3560443051221757e-12 4.7382652259092936e-70 4.5422953587916012e-04
9.2755626946735903e-01 1.4482203129566071e-09 5.0989862720893071e-79 3.6121515508897634e-46 7.3555362915928718e-12 3.5208636603635927e-70 1.3292501699776492e-02
1.0382238606930745e+00 1.4419469353611440e-09 3.5463908499485394e-79 -1.9408831739989256e-46 7.3550612182385730e-12 2.4594461578160122e-70 -8.5828487042380226e-03
1.1620953039662056e+00 1.4356948774817982e-09 7.2707366652144629e-79 -9.0062936788383843e-46 7.3546217934693814e-12 5.0642631517689189e-70 -2.7875702522185103e-02
1.3007459630130218e+00 1.4294129097339000e-09 1.0523479035303717e-78 -4.6437453679595410e-46 7.3539753641645825e-12 7.3620987775063345e-70 -1.1973190095478691e-02
1.4559391596542175e+00 1.4231454250202442e-09 3.1259159760449774e-78 -8.2861856231971153e-46 7.3533298003709101e-12 2.1964838737408100e-69 -1.2423425711547170e-02
1.6296485992579726e+00 1.4168989125400171e-09 2.5662080699587739e-78 -2.0855632838019003e-46 7.3527162059234226e-12 1.8111440747444975e-69 -3.4586610718336111e-03
1.8240834717943866e+00 1.4106728006993944e-09 4.8054598078022240e-78 -4.1218248944417175e-46 7.3521319380866577e-12 3.4065020644190031e-69 -5.0062083114942131e-03
2.0417165477198411e+00 1.4044669186773867e-09 6.1464576589880838e-78 3.8534139782322098e-46 7.3515763757040733e-12 4.3763634281797969e-69 4.1474147154533054e-03
2.2853156260071228e+00 1.3982815926633691e-09 6.6559324206299380e-79 4.1017396352827577e-46 7.3510515810411694e-12 4.7600801266017443e-70 1.3445170600324149e-02
2.5579787342689246e+00 1.3921171407983774e-09 1.2952976084285849e-78 -5.1893410733407212e-45 7.3505596900983209e-12 9.3045159093848481e-70 -1.2220515992146450e-01
2.8631735286404894e+00 1.3859741238956752e-09 4.4211689140274928e-77 -2.8442888438576004e-47 7.3501058539501579e-12 3.1899361162678406e-68 -1.1490199862424969e-04
3.2047813944983989e+00 1.3797973726759270e-09 3.2554390660165763e-77 -2.8544148665959422e-45 7.3494181736213615e-12 2.3593602441082349e-68 -1.3468047902505213e-02
3.5871468088767458e+00 1.3736393872894373e-09 9.2784641641357205e-74 6.3184749976971962e-42 7.3487523320906781e-12 6.7546579182216406e-65 5.5967751096679075e-01
4.0151325923585004e+00 1.3675031607723773e-09 2.5908081998529395e-77 1.6739564078632885e-45 7.3481239419889838e-12 1.8945537196342781e-68 8.8932877253571439e-03
4.4941817531208228e+00 1.3613864104481817e-09 3.4625593793947540e-77 4.6482031915155828e-46 7.3475209432174012e-12 2.5434067453742584e-68 2.1408970516212829e-03
5.0303867096503589e+00 1.3552899764874432e-09 1.0106203515559669e-76 -4.6491520973860823e-46 7.3469481197480470e-12 7.4568569759161825e-68 -1.2562139775573252e-03
5.6305667724842046e+00 1.3492141822828042e-09 2.2984113082283145e-76 -9.4611432836339090e-46 7.3464076669674145e-12 1.7035184912891409e-67 -1.6989840274995154e-03
6.3023548703687542e+00 1.3431587096671954e-09 5.3925900030325632e-77 1.7606361995451303e-45 7.3458983104560313e-12 4.0148568923539395e-68 6.5419505873545456e-03
7.0542946237961983e+00 1.3371215838713279e-09 6.5130722791155505e-77 -2.6881430642576881e-45 7.3454129964852506e-12 4.8709648828332037e-68 -9.1090687485753455e-03
7.8959490004738795e+00 1.3310530626500952e-09 6.9178949703216949e-77 -2.7714892368274702e-45 7.3446969561190648e-12 5.1973096824166642e-68 -9.1333169643757674e-03
8.8380219345777320e+00 1.3250056593922893e-09 3.8277865065066786e-76 -4.1089159970902143e-45 7.3440158747180943e-12 2.8888831374971513e-67 -5.7695845544966963e-03
9.8924944565104358e+00 1.3189787401431166e-09 6.1162211979785914e-76 2.4894001567677610e-44 7.3433664507727487e-12 4.6370885381480427e-67 2.7716234237431598e-02
1.1072777064426417e+01 1.3129717321479411e-09 9.2814689743228093e-76 -7.2636962601629794e-45 7.3427457555053886e-12 7.0690546849313326e-67 -6.5799353832770172e-03
1.2393880275343282e+01 1.3069847928884884e-09 3.2022264454007494e-74 3.5836030858659569e-44 7.3421550378775654e-12 2.4500869962868515e-65 5.5393475529128162e-03
1.3872605524863454e+01 1.3010178134959511e-09 4.9349648798853796e-75 6.5240310872206430e-45 7.3415940345903715e-12 3.7931570411205113e-66 2.5747339949431717e-03
1.5527758843316890e+01 1.2950716364296494e-09 1.8071134843473203e-73 1.4127555630428297e-43 7.3410679948646931e-12 1.3953772389991539e-64 9.2347983541924070e-03
1.7380390025800772e+01 1.2891384522910817e-09 2.2962345357793350e-75 8.0584897721762405e-45 7.3405387112615129e-12 1.7812163865707541e-66 4.6837721015764297e-03
1.9454060337816820e+01 1.2831804790908131e-09 3.4129676021398308e-75 -1.5170307851426170e-42 7.3398051452025573e-12 2.6597720724040791e-66 -7.2491058137588771e-01
2.1775142161113834e+01 1.2772429749622090e-09 6.3410542061687094e-77 1.5774837564660275e-44 7.3391040675879153e-12 4.9646420692635467e-68 5.5430322037157954e-02
2.4373154390551672e+01 1.2713257596478222e-09 1.3124257187157409e-74 -4.2593612691599072e-44 7.3384347311687699e-12 1.0323284246826747e-65 -1.0427463730240132e-02
2.7281137847473090e+01 1.2654286113326108e-09 1.3213158826741828e-74 -3.9056456665300645e-44 7.3377960769622896e-12 1.0441646971161160e-65 -9.5514803719070375e-03
3.0536075483989958e+01 1.2595506065553450e-09 2.0023880537714177e-74 3.6759588090068464e-45 7.3371831824694028e-12 1.5897638755838527e-65 7.3196228251127659e-04
3.4179362722229804e+01 1.2536931213120490e-09 3.0259931485595933e-74 -6.7982086541036404e-44 7.3366043509586443e-12 2.4136633575788856e-65 -1.1037352131936589e-02
3.8257333910189331e+01 1.2478559488072637e-09 1.9040994977598065e-74 5.4542621610670829e-44 7.3360589620631080e-12 1.5258968790266210e-65 1.1189455733540571e-02
4.2821851589520833e+01 1.2420270361934395e-09 1.1575016601260514e-72 1.7746298205876927e-43 7.3354846412485600e-12 9.3194562307883309e-64 4.6803834929673204e-03
4.7930966069398778e+01 1.2361790810517546e-09 1.0302007548138593e-73 -3.8610063018017977e-44 7.3347294837520066e-12 8.3337501063143161e-65 -3.4213608660240927e-03
5.3649653694751969e+01 1.2303517818389423e-09 1.1013745402535671e-73 2.0833211537734572e-44 7.3340091582062243e-12 8.9517043540783135e-65 1.7896745237144611e-03
6.0050643197956376e+01 1.2245443106496244e-09 1.4154210179822904e-73 -2.1198188618698608e-44 7.3333190139704395e-12 1.1558757046785881e-64 -1.6101586874172152e-03
6.7215340643307925e+01 1.2187562864153541e-09 1.7278375023475281e-73 4.8865673680193650e-44 7.3326570547359882e-12 1.4177055097943333e-64 3.3673945762512699e-03
7.5234864727471944e+01 1.2129882080780068e-09 2.9902118831688971e-73 -3.3914729633973880e-44 7.3320266105778264e-12 2.4651615434142767e-64 -1.7807751566492065e-03
8.4211205602579028e+01 1.2072398059396678e-09 4.4637963890540502e-70 -9.2753270803992590e-42 7.3314264506660548e-12 3.6975225361953729e-61 -1.2635146203930536e-02
9.4258521959571937e+01 1.2015115933980445e-09 1.1149230182906351e-72 -1.7055922476831946e-44 7.3308602862862174e-12 9.2793363328062055e-64 -4.6600308268431278e-04
1.0550459286775752e+02 1.1957874131856550e-09 3.8456956553392595e-73 -8.0833592503230204e-43 7.3302405305288796e-12 3.2160362393295955e-64 -3.7694452177214781e-02
1.1809244283467015e+02 1.1900497821071033e-09 6.9699980400459127e-69 3.5989577444717944e-41 7.3294645007596086e-12 5.8568961944640898e-60 1.2496196766736011e-02
1.3218216075332344e+02 1.1843321604514006e-09 1.1174696873765076e-72 -1.8343835252918916e-43 7.3287206593111427e-12 9.4354415483456196e-64 -5.0423792199539748e-03
1.4795293586972741e+02 1.1786343740081757e-09 9.7790451576420315e-75 -1.5613641939991278e-43 7.3280081559851260e-12 8.2969285244808228e-66 -4.5990320747645530e-02
1.6560533666356557e+02 1.1729560777024030e-09 3.0206710930717509e-72 -2.8209311314679828e-43 7.3273252167369036e-12 2.5752636015055813e-63 -4.7391438245408812e-03
1.8536386162421798e+02 1.1672970997142265e-09 4.4963099642880078e-72 -7.0802060518123101e-44 7.3266710464441748e-12 3.8518985144302840e-63 -9.7729814022857716e-04
2.0747979436221618e+02 1.1616578732849833e-09 1.7755045018270323e-67 -1.5813059351207348e-40 7.3260489242963117e-12 1.5284229054516617e-58 -1.1010724390553483e-02
2.3223439936667435e+02 1.1560387161006056e-09 6.7842565584580856e-72 -1.3755553809246102e-43 7.3254613018387265e-12 5.8685375013579372e-63 -1.5532478424873709e-03
2.5994249905147149e+02 1.1504193944821634e-09 1.0763306592349334e-71 1.5953725036930113e-43 7.3247937105458000e-12 9.3559849946672759e-63 1.4337094561933479e-03
2.9095647758210930e+02 1.1447919349262074e-09 9.9766468145617700e-72 2.9027592239814082e-42 7.3239946513434843e-12 8.7148122817661698e-63 2.7161605317073168e-02
3.2567076240282489e+02 1.1391842966362766e-09 2.3444302995047748e-71 7.0183073950068432e-43 7.3232278521975112e-12 2.0579903589149580e-62 4.2945407530022277e-03
3.6452684045883171e+02 1.1335964906166377e-09 3.5157553437745841e-71 -1.8794234325865488e-42 7.3224936423338617e-12 3.1014169264604319e-62 -9.4142573951151391e-03
4.0801887290864221e+02 1.1280275360886886e-09 5.4274228354915864e-71 1.2072562331427369e-42 7.3217859899202167e-12 4.8114276131153485e-62 4.8791343511363884e-03
4.5669997973287775e+02 1.1224780431616408e-09 7.3469549308471596e-71 1.1283878189033070e-42 7.3211092302736658e-12 6.5452994609616356e-62 3.9293053009249231e-03
5.1118927416554203e+02 1.1169477661872801e-09 1.1080622162026975e-70 5.8120924024002099e-43 7.3204622364147949e-12 9.9204479362995329e-62 1.6520911517146808e-03
5.7217973640974344e+02 1.1114378627374399e-09 1.5496501702410793e-70 8.0349121583032227e-43 7.3198531232865668e-12 1.3942751297174049e-61 1.9360728966724549e-03
6.4044702677369287e+02 1.1059233501304161e-09 2.0853498042569497e-70 9.8730101969209452e-43 7.3191339493554692e-12 1.8856187492659728e-61 2.0558793005855383e-03
7.1685935031004954e+02 1.1004058993081510e-09 2.3060763803463859e-70 -1.6485648784364709e-42 7.3183094967625026e-12 2.0956597759029337e-61 -3.2725986315864839e-03
8.0238849841445426e+02 1.0949082833592802e-09 3.7273908156084066e-70 9.6854842969836412e-43 7.3175186525117866e-12 3.4042950192799943e-61 1.5161075318544438e-03
8.9812220780734981e+02 1.0894299484044679e-09 5.7459247375959656e-70 3.1341733709513993e-42 7.3167580311826343e-12 5.2742489280850041e-61 3.9613516350090255e-03
1.0052779940772593e+03 1.0839706234145598e-09 6.7087599038566760e-70 4.0090607515893909e-42 7.3160261128643036e-12 6.1890606248384834e-61 4.7012436129714842e-03
1.1252186357168598e+03 1.0785302007218045e-09 8.5827898995579494e-69 2.6299859933116160e-41 7.3153225480886310e-12 7.9578577343628686e-60 8.6441648289619644e-03
1.2594695055736026e+03 1.0731094224122112e-09 1.3193741359049741e-69 -6.8161234298417578e-44 7.3146528114454988e-12 1.2294870479649611e-60 -5.7283752419059356e-05
1.4097379701316718e+03 1.0677080094922619e-09 7.6772592515946971e-70 -7.3198588110196980e-42 7.3140156487298818e-12 7.1904108457943873e-61 -8.0848757639962240e-03
1.5779351033400867e+03 1.0622990739105995e-09 9.4431439912664025e-69 2.4026649727373126e-39 7.3132463672147418e-12 8.8893459696841594e-60 7.5859767907909048e-01
1.7661999911375913e+03 1.0568919834447916e-09 3.6432772355384828e-69 -2.1166704386845560e-41 7.3123974210829286e-12 3.4471613869789514e-60 -1.0786780280372242e-02
1.9769269357727874e+03 1.0515042873924099e-09 1.9956000003125929e-69 -3.9858778455173377e-41 7.3115804468153721e-12 1.8978524616969601e-60 -2.7515772702549606e-02
2.2127959058966571e+03 1.0461353078305690e-09 3.8316083489259201e-69 1.2367203494703284e-41 7.3107909545844251e-12 3.6626317076246539e-60 6.1771339835837496e-03
2.4768066196836776e+03 1.0407856367698850e-09 1.0108650248053620e-68 4.8275896394041936e-42 7.3100334097211058e-12 9.7125189769395488e-60 1.4883432981507409e-03
2.7723166944414065e+03 1.0354547504700423e-09 1.4143497598012986e-68 4.0338160966859475e-42 7.3093045848439180e-12 1.3659213588611745e-59 1.0540764771533990e-03
3.1030843478850543e+03 1.0301427765023519e-09 2.2576646070356839e-68 -1.5593061344326177e-41 7.3086058299510240e-12 2.1916035898452270e-59 -3.2333518326146610e-03
3.4733161941404405e+03 1.0248498458720933e-09 2.4401925751654412e-68 7.5434811842942611e-42 7.3079385615214894e-12 2.3810244837271411e-59 1.5084455586953616e-03
3.8877207423319087e+03 1.0195471219452466e-09 9.5916972807534965e-68 5.0596116025949503e-41 7.3071200820345080e-12 9.4078018311238062e-59 5.1164153880409596e-03
