# k_modes  P_R(k)  P_S(k)  P_RS(k)  P_T(k)  beta_iso  cosDelta
3.5235949509611346e-03 2.8669000256354758e-09 2.4345104537966057e-79 -1.5009947545306150e-44 9.6071663640637446e-12 8.4917870592887976e-71 -5.6815532103486754e-01
3.9435602697168951e-03 2.8402752042968887e-09 1.6980712339932542e-82 6.7983071735724551e-46 9.5444148372919024e-12 5.9785447249067279e-74 9.7890967333056000e-01
4.4135798289322526e-03 2.8126950337827598e-09 1.5191967605823050e-82 6.4246660083446862e-46 9.4780038069677288e-12 5.4012139330269145e-74 9.8283863344578803e-01
4.9396194235814426e-03 2.7820590248624538e-09 4.1755550871751035e-83 3.3592074316764883e-46 9.4083535379172815e-12 1.5008865914990946e-74 9.8559057938092010e-01
5.5283558914863739e-03 2.7497977603308939e-09 1.3782270199160098e-82 5.9577094994054559e-46 9.3360368619757352e-12 5.0121032164567711e-74 9.6776200204631413e-01
6.1872618600994989e-03 2.7172089972042938e-09 8.8938974320257731e-83 4.8850621075897125e-46 9.2613468293302098e-12 3.2731738490401751e-74 9.9371651886193424e-01
6.9247005939679501e-03 2.6845843535603256e-09 1.2936006289137099e-82 5.8197983423238369e-46 9.1849333890951217e-12 4.8186253756493899e-74 9.8757320966685835e-01
7.7500321467449517e-03 2.6522811735846917e-09 1.4349755523757075e-82 6.1071481612721805e-46 9.1076380692789077e-12 5.4103447502749706e-74 9.8993441767793566e-01
8.6737321650990299e-03 2.6207251339629875e-09 1.7900045546877805e-74 -2.7319826265466798e-42 9.0304915884763946e-12 6.8301880708145286e-66 -3.9887804106001745e-01
9.7075248524577905e-03 2.5897785850257848e-09 1.3315202040871966e-82 3.1482003385474743e-46 8.9546561004415043e-12 5.1414441828583564e-74 5.3611401826485294e-01
1.0864531780248928e-02 2.5584213699728383e-09 2.7075499456485757e-82 8.1790250364551778e-46 8.8815447094434501e-12 1.0582892941037781e-73 9.8271426942984630e-01
1.2159438435447692e-02 2.5294793818600438e-09 1.8710762409237421e-82 6.7346894483252521e-46 8.8119126104971195e-12 7.3970804203505819e-74 9.7894041909037977e-01
1.3608680618361174e-02 2.5036120319729394e-09 1.2231304902402098e-82 5.4127037507671693e-46 8.7468149622188523e-12 4.8854633809869391e-74 9.7812497160381118e-01
1.5230653056531589e-02 2.4815772723084151e-09 4.5354439508060555e-83 3.3462208445252787e-46 8.6872020833421996e-12 1.8276456677035451e-74 9.9742625669312057e-01
1.7045942882622379e-02 2.4642479476668976e-09 7.7541560676772762e-83 4.3063372253364373e-46 8.6339702632348150e-12 3.1466622808872629e-74 9.8514138851070354e-01
1.9077590939740950e-02 2.4526308267981516e-09 1.0440540353999607e-83 1.5648535285905248e-46 8.5879193138628140e-12 4.2568739819801876e-75 9.7790375572034871e-01
2.1351384230855443e-02 2.4469828682833193e-09 8.8436296661002087e-83 4.5975591374421865e-46 8.5496404877794774e-12 3.6140954563790860e-74 9.8831772854303301e-01
2.3896183224264726e-02 2.4481297644124565e-09 1.2996329312529482e-82 5.5381343250604530e-46 8.5193199583829747e-12 5.3086766483755242e-74 9.8182913305998787e-01
2.6744288169496012e-02 2.4587368598903545e-09 1.2397095812467738e-82 5.4117756724030746e-46 8.4970277761548610e-12 5.0420587964100306e-74 9.8022050053294485e-01
2.9931849073150538e-02 2.4801465773081132e-09 7.2327446165455345e-83 3.5347259712259621e-46 8.4822377822118674e-12 2.9162569191357103e-74 8.3457526929436798e-01
3.3499324538378505e-02 2.5137072180893100e-09 1.1005925466206842e-82 4.9969725377364496e-46 8.4740354753325621e-12 4.3783641097918073e-74 9.5002784142079033e-01
3.7491995291872832e-02 2.5607679379261312e-09 2.5061102812442590e-82 7.6788946754370721e-46 8.4713750265770721e-12 9.7865575561441249e-74 9.5854721544333477e-01
4.1960538916402092e-02 2.6226474306259699e-09 1.3020828093817272e-82 5.2412951274069285e-46 8.4732739867866046e-12 4.9647649706043326e-74 8.9691101265912843e-01
4.6961673083762485e-02 2.7005303540355637e-09 8.0823538470708801e-83 3.6670416015335145e-46 8.4788586509509408e-12 2.9928765047920813e-74 7.8491454216331324e-01
5.2558875452481481e-02 2.7944288673792333e-09 2.5091035174818187e-82 7.6979596046933022e-46 8.4873162515396704e-12 8.9789493186670093e-74 9.1932656264769674e-01
5.8823189367684721e-02 2.9055682829930969e-09 1.9215368277558145e-82 5.5421786419050062e-46 8.4979129149892560e-12 6.6132908973537959e-74 7.4172107836879142e-01
6.5834125589594034e-02 3.0343608153076598e-09 2.0370591721622390e-82 5.8004337041409943e-46 8.5096233619415111e-12 6.7133056882548018e-74 7.3777686811465570e-01
7.3680671495984049e-02 3.1798183257108151e-09 2.0974059691564845e-82 1.9514291855407724e-46 8.5215571167062072e-12 6.5959930861384395e-74 2.3895184723644455e-01
8.2462420568052905e-02 3.3393783231467014e-09 4.7718895869681654e-82 4.1907929915854555e-46 8.5333042430374120e-12 1.4289754335087156e-73 3.3198480309898343e-01
9.2290836495878881e-02 3.5076354194071973e-09 5.1647794564811842e-82 2.7251753812717384e-47 8.5451227361042295e-12 1.4724390761666019e-73 2.0247030771331304e-02
1.0329066794831505e-01 3.6741537606246413e-09 8.7985682621420311e-82 1.1582725713168308e-45 8.5575703702488939e-12 2.3947196648205030e-73 6.4420798638397259e-01
1.1560153196450317e-01 3.8207087963897129e-09 4.8842955563371128e-81 -3.8345638023061730e-45 8.5709421953399474e-12 1.2783742013922681e-72 -8.8765260349077790e-01
1.2937968606444708e-01 3.9201599226962571e-09 1.1683120495213990e-81 6.1575655226368499e-47 8.5854287494998891e-12 2.9802662966816989e-73 2.8772508148566533e-02
1.4480001157142819e-01 3.9372779685470694e-09 2.7454265829688311e-81 1.6431749923192883e-45 8.6007763159630077e-12 6.9729051514794263e-73 4.9978228824995402e-01
1.6205823331988556e-01 3.8385490486674375e-09 3.1457056321328823e-81 9.6983174371163871e-46 8.6165882547924469e-12 8.1950382612016436e-73 2.7909612570388814e-01
1.8137340392274293e-01 3.6131448083124290e-09 7.3630379257631946e-81 2.0046390246659979e-45 8.6330845465882229e-12 2.0378474476925842e-72 3.8865564327271235e-01
2.0299068413012175e-01 3.2965531786641371e-09 6.7518980120508995e-81 5.5581330713356294e-46 8.6507923238921142e-12 2.0481689953465191e-72 1.1781103205030787e-01
2.2718445456957112e-01 2.9772876838578705e-09 7.9139541808181677e-81 2.1471044371535390e-45 8.6698763719803963e-12 2.6581086616942333e-72 4.4232960060562071e-01
2.5426179836404972e-01 2.7597006737124827e-09 9.5004798481084771e-81 6.4155415144527017e-46 8.6899699226238550e-12 3.4425761962539118e-72 1.2529379371933330e-01
2.8456639883132057e-01 2.6844036429948248e-09 1.7706673072700197e-80 2.5752003507418819e-45 8.7107333358678566e-12 6.5961291324079515e-72 3.7352410059185759e-01
3.1848290173690458e-01 2.6746542611894899e-09 2.1197079010394471e-80 1.8385793625870157e-45 8.7319904505423951e-12 7.9251659992000481e-72 2.4418025684119754e-01
3.5644179746914961e-01 2.6037040134079373e-09 2.4923049369944608e-80 1.6247526133438629e-45 8.7536145326806536e-12 9.5721515355054960e-72 2.0169301081077937e-01
3.9892488510417301e-01 2.4468564359950601e-09 4.3203803537626816e-80 1.8988879948334041e-45 8.7761264449431437e-12 1.7656860820302756e-71 1.8468605862227516e-01
4.4647138771415107e-01 2.3024978732553628e-09 5.7632247318371392e-80 4.3830320095668012e-46 8.7990373181702578e-12 2.5030315114640534e-71 3.8048912291912443e-02
4.9968479653844144e-01 2.2139662929384816e-09 9.8359915543418726e-80 4.5619038241786004e-46 8.8213522624535566e-12 4.4427015829979395e-71 3.0913739945551869e-02
5.5924053088822334e-01 2.1200110354063622e-09 9.1164367856068882e-80 2.5426669177179441e-45 8.8422857614205207e-12 4.3001836468551479e-71 1.8289753373153667e-01
6.2589451100916360e-01 2.0226128949291008e-09 1.3352541953892804e-79 6.6490232088878897e-46 8.8615718400855069e-12 6.6016299942361708e-71 4.0459404602259358e-02
7.0049275271448375e-01 1.9588282977723478e-09 2.4668184917508899e-79 4.1765901760536995e-46 8.8791698310177171e-12 1.2593337019667560e-70 1.9000064720080510e-02
7.8398210556975279e-01 1.9124259703425734e-09 7.2579125611172741e-79 1.2484649145231432e-46 8.8948784436112460e-12 3.7951338633082683e-70 3.3510287949774140e-03
8.7742227092547997e-01 1.8806535434975742e-09 3.5146520472966067e-79 1.9088853923932202e-45 8.9087708057439966e-12 1.8688461037646406e-70 7.4247919401599749e-02
9.8199925233820162e-01 1.8595577009968095e-09 3.3422055533418891e-79 -2.3567797850795488e-45 8.9205953405950997e-12 1.7973120982211582e-70 -9.4536081465480426e-02
1.0990404091015915e+00 1.8432914893256821e-09 8.1051348731175329e-79 2.9240301053390305e-45 8.9298848738407071e-12 4.3970988419648024e-70 7.5649264112942066e-02
1.2300313039568336e+00 1.8291421761127337e-09 1.2149671701414072e-78 3.1575057000832371e-45 8.9368040351146574e-12 6.6422784735270701e-70 6.6978919907241863e-02
1.3766345588243916e+00 1.8149902512703875e-09 1.6794961932916618e-78 -2.6927909979759984e-45 8.9418261216177767e-12 9.2534722548295352e-70 -4.8772608836667668e-02
1.5407109578864298e+00 1.8005065114198911e-09 2.8245013303826969e-78 7.5958808203612626e-45 8.9452794285586200e-12 1.5687259737568385e-69 1.0651478670945290e-01
1.7243430658739760e+00 1.7876883083547940e-09 2.6252719390351092e-78 -2.1693224894226003e-45 8.9473964145360610e-12 1.4685288966571257e-69 -3.1665844185412524e-02
1.9298616613375394e+00 1.7847628941385881e-09 3.2524314125744046e-78 -1.2492754843308981e-45 8.9483797467066504e-12 1.8223324920390523e-69 -1.6396980490455848e-02
2.1598753204095242e+00 1.7824324658336644e-09 5.4261017076222028e-78 -8.4846204208830728e-45 8.9485376019539731e-12 3.0442116667148742e-69 -8.6274392710232461e-02
2.4173035265548029e+00 1.7767509154439866e-09 9.4491161342810735e-78 9.6373910730003337e-45 8.9482433840665330e-12 5.3181996711789307e-69 7.4379047960215244e-02
2.7054137265600846e+00 1.7716644622943327e-09 1.4810199369836408e-77 4.6024808218790290e-45 8.9476878159648800e-12 8.3594832345719528e-69 2.8413242515791085e-02
3.0278628031008199e+00 1.7669375590357018e-09 1.9745037930693182e-77 2.5518071513780634e-44 8.9470386117328270e-12 1.1174723084990590e-68 1.3661810681037739e-01
3.3887434902825553e+00 1.7615731607349462e-09 2.3241489971514161e-77 -8.4082340292212530e-45 8.9463860328259711e-12 1.3193599045195247e-68 -4.1554921422352405e-02
3.7926363212930627e+00 1.7553393867302856e-09 2.4843765059512003e-77 1.7364057922384245e-45 8.9457704508572806e-12 1.4153254491593847e-68 8.3149945749581705e-03
4.2446677675187576e+00 1.7484794496844945e-09 4.9857023333856390e-77 -5.4899781737042433e-45 8.9452157093309993e-12 2.8514503469201696e-68 -1.8594186335874178e-02
4.7505753070650023e+00 1.7411718880756733e-09 3.5910247702624287e-76 -7.1329487378935306e-43 8.9445888328934329e-12 2.0624183027852553e-67 -9.0206758923212338e-01
5.3167802485724245e+00 1.7335111984940593e-09 1.0078299869554669e-76 -3.9794663913971245e-44 8.9438452190791908e-12 5.8138071898871596e-68 -9.5206780057783685e-02
5.9504692346566364e+00 1.7256862542919653e-09 1.4878813556101230e-76 -1.2696449440628913e-44 8.9431569566825404e-12 8.6219690972771196e-68 -2.5056315956634965e-02
6.6596854594662638e+00 1.7178299856512760e-09 1.7250474475606795e-76 -6.6660070115940929e-44 8.9425171114977242e-12 1.0042014995486687e-67 -1.2245461410480850e-01
7.4534307581519030e+00 1.7099970312849102e-09 2.5658821501361088e-76 9.2856821939282213e-45 8.9419079890808539e-12 1.5005184823087542e-67 1.4018378591544063e-02
8.3417798640323699e+00 1.7022093268872763e-09 3.5014632927235832e-76 -1.9187973332410111e-44 8.9413266552231661e-12 2.0570109900211216e-67 -2.4854088154507674e-02
9.3360082836846221e+00 1.6944770379568521e-09 5.5980443397350666e-76 2.8831116745803154e-44 8.9407825200243103e-12 3.3037003242516732e-67 2.9602299868429764e-02
1.0448735413031471e+01 1.6867977426446861e-09 5.0900334959007354e-74 -8.9394945816521684e-42 8.9402639104499495e-12 3.0175719158363379e-65 -9.6476411170293674e-01
1.1694084710949898e+01 1.6791381748588150e-09 1.3949209129915015e-75 -2.5128672643241560e-44 8.9396280984589598e-12 8.3073622759412814e-67 -1.6419182812951592e-02
1.3087862963427908e+01 1.6714794461916906e-09 1.6063725389775213e-75 -4.8884147392161751e-44 8.9388401658433614e-12 9.6104833513657065e-67 -2.9832825580475623e-02
1.4647760913607579e+01 1.6638546045628122e-09 2.4574541916816072e-75 -3.0593958043165653e-45 8.9380817958345119e-12 1.4769645045561647e-66 -1.5129872379100692e-03
1.6393577804241794e+01 1.6562586557262550e-09 3.0611542411112805e-75 -4.1313333467043811e-44 8.9373519112041387e-12 1.8482344110491551e-66 -1.8347781165429750e-02
1.8347472682603925e+01 1.6486879316231679e-09 4.0074739393791216e-75 2.5365721571803517e-44 8.9366504993860759e-12 2.4307049639367952e-66 9.8683066914918155e-03
2.0534245657576712e+01 1.6411405307693614e-09 6.0641072561349336e-75 7.7067001744894053e-45 8.9359805865441431e-12 3.6950566648257108e-66 2.4429362876910807e-03
2.2981652678818190e+01 1.6336155201472597e-09 8.2972488040880687e-75 2.2174764000381331e-44 8.9353433443481177e-12 5.0790707493646520e-66 6.0230577112401033e-03
2.5720757833388074e+01 1.6261137793455285e-09 1.0270422573738239e-74 -4.7500709259614991e-44 8.9347449442795347e-12 6.3159310893188773e-66 -1.1623327453049172e-02
2.8786327631412711e+01 1.6186039396787073e-09 1.5168281346243168e-74 4.7288362994880246e-45 8.9340286094451498e-12 9.3712124222643807e-66 9.5436783908359754e-04
3.2217272285319766e+01 1.6110842328724583e-09 2.0545204888307333e-74 -2.6909060344276876e-45 8.9331743392971962e-12 1.2752408886577314e-65 -4.6771809332469172e-04
3.6057139583646673e+01 1.6035899808143198e-09 2.3997348017307820e-74 2.1925103164627927e-44 8.9323584051386427e-12 1.4964765497675233e-65 3.5343809160838756e-03
4.0354667627991446e+01 1.5961214794201140e-09 4.6523840589297079e-74 -2.3064166203600803e-45 8.9315807042873722e-12 2.9148057456253035e-65 -2.6764985255065677e-04
4.5164403448804052e+01 1.5886778322269143e-09 6.5311776710308951e-74 -2.1487838771485681e-44 8.9308351626316336e-12 4.1110774875456513e-65 -2.1094977659517496e-03
5.0547395351893535e+01 1.5812598230494123e-09 9.7454170647465242e-74 -2.7753669428549148e-44 8.9301257334878755e-12 6.1630713199003430e-65 -2.2357260029245937e-03
5.6571967783364578e+01 1.5738676847674076e-09 1.1993624179913642e-73 -2.1577397974727884e-44 8.9294540419766744e-12 7.6204780719454883e-65 -1.5705065230177434e-03
6.3314588548075562e+01 1.5665021263945316e-09 1.7214728460591115e-73 -5.9568404340668314e-46 8.9288248911313446e-12 1.0989278706063816e-64 -3.6274412229369860e-05
7.0860839388919075e+01 1.5591306614860742e-09 2.6227578986123413e-73 4.1871873038091049e-44 8.9280720760518873e-12 1.6821924957286634e-64 2.0706277521672098e-03
7.9306502246152633e+01 1.5517533168406786e-09 3.2304466744773178e-73 -2.8616307832496043e-44 8.9271903342800159e-12 2.0818042658058606e-64 -1.2781180542049573e-03
8.8758774984290440e+01 1.5444019186264093e-09 4.8210173026711311e-73 -1.4792975319068191e-44 8.9263483695895874e-12 3.1216079470808626e-64 -5.4213322151970230e-04
9.9337632017355673e+01 1.5370756361630289e-09 5.8285264733107118e-73 6.3032458607513263e-45 8.9255422585645477e-12 3.7919581419300518e-64 2.1058975592653004e-04
1.1117734710243708e+02 1.5297743244002086e-09 8.0240936858231999e-73 3.7515762598930586e-45 8.9247719444775565e-12 5.2452793577701557e-64 1.0707845589190399e-04
1.2442819762983922e+02 1.5224978638898955e-09 1.3448005987454348e-72 -5.4635920456636410e-44 8.9240375291245085e-12 8.8328570478880400e-64 -1.2074550471429782e-03
1.3925837204178927e+02 1.5152465601807217e-09 1.6790104731344660e-72 1.0844349232553718e-44 8.9233415775568661e-12 1.1080774028843282e-63 2.1499835608772904e-04
1.5585610458990311e+02 1.5080206076495119e-09 2.5757999887460925e-72 -4.1622673270713835e-44 8.9226861877870850e-12 1.7080668365407045e-63 -6.6783667207164789e-04
1.7443206452714728e+02 1.5007880914630328e-09 3.6420491909679098e-72 -9.6085329913758476e-45 8.9219023454293468e-12 2.4267577892475702e-63 -1.2996442645004844e-04
1.9522203005947580e+02 1.4935510569312230e-09 5.1389233509909606e-72 -7.7902551259793932e-45 8.9209944830852087e-12 3.4407416654036785e-63 -8.8921253045197736e-05
2.1848988099668722e+02 1.4863393991082617e-09 7.0329622531447666e-72 -8.5992032666111040e-44 8.9201266846712515e-12 4.7317337193404380e-63 -8.4106599918911133e-04
2.4453094808717475e+02 1.4791520215396870e-09 1.0003014742025217e-71 -2.1425258501557942e-44 8.9192927182243984e-12 6.7626684724487104e-63 -1.7613846626477925e-04
2.7367576154851389e+02 1.4719891630611014e-09 1.2704156115933345e-71 -5.2614877805049282e-44 8.9184944042295974e-12 8.6306043785772105e-63 -3.8475418180744709e-04
3.0629424637268369e+02 1.4648510951963377e-09 1.7810989192439477e-71 3.2690593822690382e-43 8.9177338065736370e-12 1.2158907653376348e-62 2.0238673745344607e-03
3.4280041765547327e+02 1.4577373515607237e-09 2.7992481407599477e-71 9.7600593715472074e-44 8.9170085889051365e-12 1.9202692019676508e-62 4.8316127584693873e-04
3.8365763554625818e+02 1.4506488033961850e-09 3.3913212964858687e-71 -7.2202382662982933e-45 8.9163247897761652e-12 2.3377962250727262e-62 -3.2552617772027547e-05
4.2938448651739952e+02 1.4435528936858869e-09 4.9578313145523041e-71 7.0777884047769459e-44 8.9155031441859110e-12 3.4344646020508856e-62 2.6456680401036516e-04
4.8056136560217260e+02 1.4364548729893326e-09 8.4796214472879309e-71 -2.1079313242401195e-42 8.9145664699935928e-12 5.9031589552419594e-62 -6.0397954666534942e-03
5.3783784314729155e+02 1.4293814951492838e-09 9.6143022842719751e-71 -1.9192540336656395e-43 8.9136667000501188e-12 6.7261975315189477e-62 -5.1772543058450449e-04
6.0194090958364552e+02 1.4223326032270313e-09 1.4162527007433429e-70 -8.4759249223974608e-44 8.9128032299539540e-12 9.9572540032486482e-62 -1.8884963207456393e-04
6.7368420286327557e+02 1.4153078792543765e-09 1.7906513690872970e-70 -1.2981726459949865e-43 8.9119744372696522e-12 1.2652027133705083e-61 -2.5787038699270676e-04
7.5397833568323063e+02 1.4083073984286458e-09 2.2256411243520117e-70 -8.4315418779708427e-43 8.9111811710982640e-12 1.5803659959717078e-61 -1.5060198715249591e-03
8.4384245357617237e+02 1.4013313835994362e-09 3.3245244506142265e-70 -5.4120629286593344e-43 8.9104254155223154e-12 2.3724041932714794e-61 -7.9291685153086997e-04
9.4441717057055746e+02 1.3943803859288910e-09 5.5554926570272552e-70 5.6046825538502774e-43 8.9097113631791258e-12 3.9842016662665300e-61 6.3679419819262658e-04
1.0569790466082363e+03 1.3874214715562021e-09 8.0494693597052749e-70 1.5911796655351098e-42 8.9088506690660498e-12 5.8017477203063489e-61 1.5056755170876548e-03
1.1829567904763010e+03 1.3804600918437798e-09 9.9139986540442309e-70 -9.7190220513255774e-43 8.9078666383053667e-12 7.1816626301763101e-61 -8.3078034203186327e-04
1.3239493939113690e+03 1.3735278323895436e-09 1.6870564828245372e-69 1.6392129561136552e-42 8.9069500494894585e-12 1.2282652328126063e-60 1.0768416242052797e-03
1.4817464270461819e+03 1.3666164455903999e-09 2.4036868039006042e-69 5.2793718561056090e-42 8.9060475482105832e-12 1.7588598554162528e-60 2.9128625502063670e-03
1.6583507528015923e+03 1.3597315151611572e-09 3.0110577160681449e-69 1.5829287792548549e-42 8.9051959928747912e-12 2.2144501929200857e-60 7.8230346391793188e-04
1.8560039485297805e+03 1.3528686009499033e-09 3.7573515333936863e-69 -1.5665556688201902e-42 8.9043668537284441e-12 2.7773218557630056e-60 -6.9482767703251660e-04
2.0772147575768436e+03 1.3460303954982212e-09 5.5993235356717391e-69 -7.9526387715032163e-43 8.9035781312159614e-12 4.1598789703401901e-60 -2.8967835228021696e-04
2.3247909318905158e+03 1.3392169278953027e-09 7.6757701923814321e-69 -1.2112042184427848e-42 8.9028309228329965e-12 5.7315361182333475e-60 -3.7777301106981616e-04
2.6018748698401905e+03 1.3323950336424655e-09 1.0365234472033334e-68 1.4085328634514380e-41 8.9019281110591313e-12 7.7794004107754258e-60 3.7901894313755575e-03
2.9119835015877143e+03 1.3255749264595843e-09 1.7238645615739751e-68 -1.9918973591282907e-42 8.9009244077582224e-12 1.3004655769841423e-59 -4.1669015975105781e-04
3.2590529282601015e+03 1.3187793651001534e-09 2.0409494734385808e-68 9.7793396621772608e-42 8.8999599715540108e-12 1.5476049500392227e-59 1.8849825423680416e-03
3.6474883815136914e+03 1.3120074533259463e-09 3.0236715716023199e-68 3.4883253917908048e-42 8.8990290502064734e-12 2.3046146299987056e-59 5.5383644351246432e-04
4.0822201376091234e+03 1.3052594526393296e-09 4.6863162937908432e-68 -4.2700702363193949e-42 8.8981337890884698e-12 3.5903331589093422e-59 -5.4597253540347214e-04
4.5687660956950640e+03 1.2985350181848478e-09 5.9157759005084215e-68 4.2226326650467572e-42 8.8972723183843010e-12 4.5557307409220014e-59 4.8178204759759773e-04
