# N phi dphidN h dhdN H a aH eps_H dotsigma eta_perp eta_sigma m_iso
1.7017017017017018e+00 5.6730784717867362e+00 -1.5983686754353778e-02 1.8650227350780000e-04 6.7028620231766631e-05 7.1467757157580547e-06 5.4832703475138160e+00 3.9187703362547970e-05 1.2773914299906013e-04 1.1423183422493297e-07 1.4841041741152521e-04 -1.2903768327500216e-02 -6.2897909826486090e-11
1.8018018018018018e+00 5.6714774568158726e+00 -1.6004607451470140e-02 1.9333377332213857e-04 6.9479706368822758e-05 7.1466842130831099e-06 6.0605575560743734e+00 4.3312891008478277e-05 1.2807375336557024e-04 1.1437988602711856e-07 1.5382599402704699e-04 -1.2939773831800935e-02 -6.2898419489101940e-11
1.9019019019019021e+00 5.6698743434516148e+00 -1.6025610414842465e-02 2.0041515940016943e-04 7.2021788210318026e-05 7.1465924715672501e-06 6.6986224575164703e+00 4.7872324824758520e-05 1.2841011989814290e-04 1.1452851815152401e-07 1.5941306857070471e-04 -1.2970723986017200e-02 -6.2898930417409167e-11
2.0020020020020022e+00 5.6682691238053415e+00 -1.6046688913931420e-02 2.0775568877126746e-04 7.4657857543092445e-05 7.1465004900012197e-06 7.4038638216330694e+00 5.2911716429203033e-05 1.2874813978685449e-04 1.1467768244525669e-07 1.6518454931452225e-04 -1.2997949692116432e-02 -6.2899442611650560e-11
2.1021021021021022e+00 5.6666617906949615e+00 -1.6067838416245692e-02 2.1536492316317208e-04 7.7391132348706869e-05 7.1464082672533564e-06 8.1833540906275601e+00 5.8481589327122365e-05 1.2908774499114327e-04 1.1482734646740895e-07 1.7115150149091949e-04 -1.3022361271285489e-02 -6.2899956072130587e-11
2.2022022022022023e+00 5.6650523371480483e+00 -1.6089055090799283e-02 2.2325276331654458e-04 8.0224986976805334e-05 7.1463158022128848e-06 9.0449103043902070e+00 6.4637785437861897e-05 1.2942887839014714e-04 1.1497748279238663e-07 1.7732460570540814e-04 -1.3044732658390495e-02 -6.2900470798986055e-11
2.3023023023023024e+00 5.6634407565293543e+00 -1.6110336192738689e-02 2.3142945525970774e-04 8.3162978658769883e-05 7.1462230938047153e-06 9.9971724928977554e+00 7.1442024941495197e-05 1.2977150005077942e-04 1.1512807175850112e-07 1.8371375319835813e-04 -1.3065629991438581e-02 -6.2900986792212209e-11
2.4024024024024024e+00 5.6618270425547026e+00 -1.6131680105674014e-02 2.3990560709246986e-04 8.6208840339585039e-05 7.1461301409913205e-06 1.1049690321886450e+01 7.8962525057852848e-05 1.3011558802406145e-04 1.1527910177003439e-07 1.9032832226897160e-04 -1.3085404997310918e-02 -6.2901504051652130e-11
2.5025025025025025e+00 5.6602111890758353e+00 -1.6153085693886814e-02 2.4869220926533668e-04 8.9366463436817890e-05 7.1460369427480303e-06 1.2213018860715962e+01 8.7274683961154726e-05 1.3046112800037292e-04 1.1543056466720027e-07 1.9717760575614711e-04 -1.3104317757745253e-02 -6.2902022576875218e-11
2.6026026026026026e+00 5.6585931898480126e+00 -1.6174551602494206e-02 2.5780065161422593e-04 9.2639893397059259e-05 7.1459434980361536e-06 1.3498824432822563e+01 9.6461836686859956e-05 1.3080810204057548e-04 1.1558245072452975e-07 2.0427096047650377e-04 -1.3122668257945214e-02 -6.2902542367035280e-11
2.7027027027027031e+00 5.6569730386723567e+00 -1.6196076686831044e-02 2.6724273778318643e-04 9.6033336148987247e-05 7.1458498058195615e-06 1.4920001610272244e+01 1.0661609060959147e-04 1.3115649550612030e-04 1.1573475171957459e-07 2.1161783162350928e-04 -1.3140715872562764e-02 -6.2903063420914048e-11
2.8028028028028031e+00 5.6553507296468020e+00 -1.6217660769079583e-02 2.7703069887460494e-04 9.9551169217063629e-05 7.1457558650938459e-06 1.6490802525681858e+01 1.1783924886799554e-04 1.3150630935178199e-04 1.1588746634001351e-07 2.1922772642314921e-04 -1.3158538409206583e-02 -6.2903585737016135e-11
2.9029029029029032e+00 5.6537262572036813e+00 -1.6239304751986584e-02 2.8717720940058238e-04 1.0319794708208576e-04 7.1456616748906887e-06 1.8226979798299961e+01 1.3024383099371884e-04 1.3185756207639192e-04 1.1604060099589898e-07 2.2711026072699421e-04 -1.3176012104622090e-02 -6.2904109313555927e-11
3.0030030030030033e+00 5.6520996156119754e+00 -1.6261009119507945e-02 2.9769540860916056e-04 1.0697839037481624e-04 7.1455672342201263e-06 2.0145944507567151e+01 1.4395420097568874e-04 1.3221026545904790e-04 1.1619415910450099e-07 2.3527537443802967e-04 -1.3193092051006152e-02 -6.2904634148175342e-11
3.1031031031031033e+00 5.6504707994854417e+00 -1.6282775468680150e-02 3.0859891530265094e-04 1.1089739966737858e-04 7.1454725421320661e-06 2.2266940798377895e+01 1.5910781407208952e-04 1.3256444945731628e-04 1.1634815203745499e-07 2.4373334922874720e-04 -1.3209526911526364e-02 -6.2905160238166757e-11
3.2032032032032034e+00 5.6488398018447006e+00 -1.6304600669822637e-02 3.1990185706723623e-04 1.1496002184795770e-04 7.1453775974836035e-06 2.4611238869055210e+01 1.7585659486126480e-04 1.3292006711349829e-04 1.1650255738901954e-07 2.5249499435249105e-04 -1.3225944448584574e-02 -6.2905687579439390e-11
3.3033033033033035e+00 5.6472066147199493e+00 -1.6326478683574397e-02 3.3161888707515383e-04 1.1917146234428716e-04 7.1452823990125897e-06 2.7202348277398706e+01 1.9436846035830740e-04 1.3327702370432827e-04 1.1665733196272282e-07 2.6157166659883868e-04 -1.3243508810725042e-02 -6.2906216166782662e-11
3.4034034034034035e+00 5.6455712354911594e+00 -1.6348419667297855e-02 3.4376515538534126e-04 1.2353725526640023e-04 7.1451869460864123e-06 3.0066253703924282e+01 2.1482900348300201e-04 1.3363548877982269e-04 1.1681254830382473e-07 2.7097421111414331e-04 -1.3260379277991275e-02 -6.2906745997049629e-11
3.5035035035035036e+00 5.6439336614477700e+00 -1.6370433581363565e-02 3.5635636773485515e-04 1.2806313603915304e-04 7.1450912380589672e-06 3.3231675536623406e+01 2.3744335370274642e-04 1.3399562956938575e-04 1.1696827754668212e-07 2.8071399443944836e-04 -1.3274761590116816e-02 -6.2907277066348794e-11
3.6036036036036037e+00 5.6422938869418902e+00 -1.6392521610934036e-02 3.6940882671293416e-04 1.3275497735613372e-04 7.1449952739342556e-06 3.6730357890490176e+01 2.6243823353746610e-04 1.3435747034838905e-04 1.1712452811805058e-07 2.9080326455922247e-04 -1.3286491793140103e-02 -6.2907809368527214e-11
3.7037037037037037e+00 5.6406519029415181e+00 -1.6414674820115095e-02 3.8293945649289551e-04 1.3761878448393655e-04 7.1448990523136008e-06 4.0597386950190916e+01 2.9006423154682764e-04 1.3472086938157350e-04 1.1728123612444955e-07 3.0125504557880229e-04 -1.3297273601112864e-02 -6.2908342894862396e-11
3.8038038038038042e+00 5.6390076982577861e+00 -1.6436877850729267e-02 3.9696581630500644e-04 1.4266073220571717e-04 7.1448025715406940e-06 4.4871542828343991e+01 3.2059831458895055e-04 1.3508557859598700e-04 1.1743829178641726e-07 3.1208283755246102e-04 -1.3309984679803112e-02 -6.2908877634609564e-11
3.9039039039039043e+00 5.6373612617202298e+00 -1.6459115477965722e-02 4.1150610783347296e-04 1.4788722569294364e-04 7.1447058299586688e-06 4.9595688467984999e+01 3.5434660453802637e-04 1.3545135076171002e-04 1.1759558628409446e-07 3.2330033512963379e-04 -1.3327463000883720e-02 -6.2909413576042798e-11
4.0040040040040044e+00 5.6357125845741143e+00 -1.6481379835161292e-02 4.2657918172068750e-04 1.5330496759425951e-04 7.1446088261933960e-06 5.4817199489287042e+01 3.9164744729836432e-04 1.3581805857485531e-04 1.1775306338020650e-07 3.3492131177049333e-04 -1.3351180057884549e-02 -6.2909950707629054e-11
4.1041041041041044e+00 5.6340616623738065e+00 -1.6503676119967118e-02 4.4220454836187752e-04 1.5892101363037373e-04 7.1445115593772177e-06 6.0588439291210378e+01 4.3287480488067733e-04 1.3618578964602856e-04 1.1791076018816341e-07 3.4695973813369261e-04 -1.3380203303516604e-02 -6.2910489018959171e-11
4.2042042042042045e+00 5.6324084956462208e+00 -1.6526024594155430e-02 4.5840239817329632e-04 1.6474279898389321e-04 7.1444140292273078e-06 6.6967284172590809e+01 4.7844200454190964e-04 1.3655488100568975e-04 1.1806882145466930e-07 3.5943011249502934e-04 -1.3410845848399966e-02 -6.2911028501054153e-11
4.3043043043043046e+00 5.6307530885983397e+00 -1.6548456689320999e-02 4.7519363651709907e-04 1.7077811777301355e-04 7.1443162358928626e-06 7.4017703738790971e+01 5.2880588256455218e-04 1.3692585634918054e-04 1.1822747172792470e-07 3.7234787618249101e-04 -1.3437397302199268e-02 -6.2911569145648928e-11
4.4044044044044046e+00 5.6290954451428252e+00 -1.6571003030731783e-02 4.9259993846604449e-04 1.7703503789798296e-04 7.1442181794853280e-06 8.1810402414464164e+01 5.8447136420042528e-04 1.3729922885123149e-04 1.1838692978421994e-07 3.8572966629387990e-04 -1.3454325498367411e-02 -6.2912110943037683e-11
4.5045045045045047e+00 5.6274355615157283e+00 -1.6593671191583292e-02 5.1064382859116538e-04 1.8352173354925529e-04 7.1441198592058613e-06 9.0423528495777248e+01 6.4599652566614931e-04 1.3767513196684216e-04 1.1854724968745288e-07 3.9959301972768721e-04 -1.3460334363658360e-02 -6.2912653878039637e-11
4.6046046046046047e+00 5.6257734147603120e+00 -1.6616410989911210e-02 5.2934879095554879e-04 1.9024621766624764e-04 7.1440212719842297e-06 9.9943457852751507e+01 7.1399818889571610e-04 1.3805274019901739e-04 1.1870807285785924e-07 4.1395498508528999e-04 -1.3464658312827648e-02 -6.2913197923613428e-11
4.7047047047047048e+00 5.6241089740387338e+00 -1.6639148576669018e-02 5.4873922473227339e-04 1.9721661052848498e-04 7.1439224138161478e-06 1.1046566014100176e+02 7.8915810543829957e-04 1.3843082971540748e-04 1.1886887164528877e-07 4.2883156174796256e-04 -1.3480788239741155e-02 -6.2913743046583763e-11
4.8048048048048049e+00 5.6224422531905960e+00 -1.6661944819864525e-02 5.6884010942367567e-04 2.0444241189364413e-04 7.1438232859739115e-06 1.2209565620959108e+02 8.7222979194634203e-04 1.3881041461858529e-04 1.1903008091427206e-07 4.4424249784832655e-04 -1.3497663689947014e-02 -6.2914289235925359e-11
4.9049049049049049e+00 5.6207732472733696e+00 -1.6684804071710808e-02 5.8967747155193578e-04 2.1193301718647176e-04 7.1437238875077986e-06 1.3495007630626986e+02 9.6404608373010020e-04 1.3919157161661964e-04 1.1919173173684445e-07 4.6020708985697399e-04 -1.3514539488038237e-02 -6.2914836468590184e-11
5.0050050050050050e+00 5.6191019505636852e+00 -1.6707728415658117e-02 6.1127829802096407e-04 2.1969814471132492e-04 7.1436242173736616e-06 1.4915782969220382e+02 1.0655274844001235e-03 1.3957433992715522e-04 1.1935383897676848e-07 4.7674536988077758e-04 -1.3531085900246037e-02 -6.2915384718997963e-11
5.1051051051051051e+00 5.6174283566663021e+00 -1.6730717995100966e-02 6.3367056832502942e-04 2.2774785717238281e-04 7.1435242744434540e-06 1.6486139739555540e+02 1.1776913942138187e-03 1.3995872651940015e-04 1.1951640363916926e-07 4.9387794493544010e-04 -1.3547326352405390e-02 -6.2915933958913350e-11
5.2052052052052051e+00 5.6157524584326994e+00 -1.6753770768673595e-02 6.5688329123130679e-04 2.3609257329310139e-04 7.1434240574954097e-06 1.8221826106816735e+02 1.3016623098293259e-03 1.4034470179261839e-04 1.1967941112348703e-07 5.1162592652328174e-04 -1.3563679259820339e-02 -6.2916484157216041e-11
5.3053053053053052e+00 5.6140742485003194e+00 -1.6776884136034502e-02 6.8094653974306782e-04 2.4474309082288319e-04 7.1433235652789048e-06 2.0140248227449484e+02 1.4386830977370659e-03 1.4073222659986620e-04 1.1984284283935778e-07 5.3001106036114549e-04 -1.3580661929111604e-02 -6.2917035280010966e-11
5.4054054054054061e+00 5.6123937200424647e+00 -1.6800057198493808e-02 7.0589148640066860e-04 2.5371061376671126e-04 7.1432227966046712e-06 2.2260644805052635e+02 1.5901274543857133e-03 1.4112129016124352e-04 1.2000669235680031e-07 5.4905600660995187e-04 -1.3598482456446253e-02 -6.2917587290862292e-11
5.5055055055055062e+00 5.6107108673188266e+00 -1.6823292418837434e-02 7.3175044097748985e-04 2.6300677667349406e-04 7.1431217504110140e-06 2.4604280023785489e+02 1.7575136779110535e-03 1.4151193818436622e-04 1.2017097726305825e-07 5.6878465188546870e-04 -1.3616743103583209e-02 -6.2918140150921752e-11
5.6056056056056063e+00 5.6090256856166594e+00 -1.6846595444701826e-02 7.5855689262798690e-04 2.7264365881887048e-04 7.1430204257566799e-06 2.7194656794103508e+02 1.9425198895172402e-03 1.4190427028053649e-04 1.2033573789942651e-07 5.8922225394137447e-04 -1.3634476188357298e-02 -6.2918693818700204e-11
5.7057057057057063e+00 5.6073381701725715e+00 -1.6869971859853210e-02 7.8634555854500217e-04 2.8263378111822264e-04 7.1429188216910470e-06 3.0057752449335720e+02 2.1470008570809028e-03 1.4229838553335867e-04 1.2050101415238636e-07 6.1039512683182186e-04 -1.3650731103537815e-02 -6.2919248249214506e-11
5.8058058058058064e+00 5.6056483136649513e+00 -1.6893419627725184e-02 8.1515244118349629e-04 2.9299007860564367e-04 7.1428169369522811e-06 3.3222279256763494e+02 2.3730065895936872e-03 1.4269425484137409e-04 1.2066679147438460e-07 6.3232946719476925e-04 -1.3665928624734083e-02 -6.2919803392201959e-11
5.9059059059059065e+00 5.6039561052057758e+00 -1.6916926053758184e-02 8.4501487955731820e-04 3.0372590062252455e-04 7.1427147698462858e-06 3.6719972355709854e+02 2.6228028889347609e-03 1.4309166863887070e-04 1.2083297918877936e-07 6.5505049738138154e-04 -1.3682395206913101e-02 -6.2920359191124392e-11
6.0060060060060065e+00 5.6022615400893292e+00 -1.6940497166033883e-02 8.7597155201400386e-04 3.1485519200210438e-04 7.1426123194190750e-06 4.0585908010197511e+02 2.8988940654844607e-03 1.4349073336229997e-04 1.2099962036998985e-07 6.7858740136104002e-04 -1.3699098312649921e-02 -6.2920915588849902e-11
6.1061061061061066e+00 5.6005646121014170e+00 -1.6964134538189211e-02 9.0806256138468414e-04 3.2639238561556053e-04 7.1425095845321991e-06 4.4858855367740409e+02 3.2040480441522957e-03 1.4389148047621586e-04 1.2116672627610720e-07 7.0296967750558994e-04 -1.3715806495133515e-02 -6.2921472522670262e-11
6.2062062062062067e+00 5.5988653152295536e+00 -1.6987840444284200e-02 9.4132947772285398e-04 3.3835245409120522e-04 7.1424065640693069e-06 4.9581665251846601e+02 3.5413241135227621e-03 1.4429395352050361e-04 1.2133431317321915e-07 7.2822793337634769e-04 -1.3732165062684213e-02 -6.2922029924989217e-11
6.3063063063063067e+00 5.5971636428227836e+00 -1.7011615327252580e-02 9.7581540001480437e-04 3.5075090153091019e-04 7.1423032568325116e-06 5.4801699887198924e+02 3.9141035958429873e-03 1.4469816512999417e-04 1.2150238425263802e-07 7.5439368987163758e-04 -1.3748147562612114e-02 -6.2922587722453047e-11
6.4064064064064068e+00 5.5954595874052471e+00 -1.7035457237771019e-02 1.0115650135832485e-03 3.6360377828213079e-04 7.1421996615195399e-06 6.0571307866969391e+02 4.3261237454526461e-03 1.4510408725979231e-04 1.2167092562419626e-07 7.8149923887453144e-04 -1.3764153267131759e-02 -6.2923145835409341e-11
6.5065065065065069e+00 5.5937531411922361e+00 -1.7059363390434703e-02 1.0486246440328656e-03 3.7692771607198431e-04 7.1420957767868442e-06 6.6948349125429206e+02 4.7815152155157910e-03 1.4551167744831324e-04 1.2183991743339743e-07 8.0957780436504193e-04 -1.3780727990767565e-02 -6.2923704177771964e-11
6.6066066066066069e+00 5.5920442968767334e+00 -1.7083332535161266e-02 1.0870423111824952e-03 3.9073997152742012e-04 7.1419916013458155e-06 7.3996775180489635e+02 5.2848434686573144e-03 1.4592091922877097e-04 1.2200935080057212e-07 8.3866394936405104e-04 -1.3798142710085375e-02 -6.2924262657059383e-11
6.7067067067067070e+00 5.5903330482544131e+00 -1.7107366841745044e-02 1.1268677864287153e-03 4.0505846610551662e-04 7.1418871340392213e-06 8.1787270465077711e+02 5.8411545466272446e-03 1.4633185455325512e-04 1.2217924128124620e-07 8.6879406324012114e-04 -1.3816061874795754e-02 -6.2924821174345968e-11
6.8068068068068071e+00 5.5886193902550847e+00 -1.7131471995483673e-02 1.1681526569855413e-03 4.1990181045794173e-04 7.1417823738449876e-06 9.0397961178874050e+02 6.4560256577880617e-03 1.4674458584390678e-04 1.2234962954799888e-07 9.0000663832850839e-04 -1.3833530728044221e-02 -6.2925379623826981e-11
6.9069069069069071e+00 5.5869033179485719e+00 -1.7155654201799018e-02 1.2109504004449768e-03 4.3528930125361260e-04 7.1416773197544753e-06 9.9915198769061351e+02 7.1356210894776570e-03 1.4715922503332328e-04 1.2252055999517827e-07 9.3234189937606673e-04 -1.3849508392745527e-02 -6.2925937891649799e-11
7.0070070070070072e+00 5.5851848240929938e+00 -1.7179912797774442e-02 1.2553164731031526e-03 4.5124087848359066e-04 7.1415719704723582e-06 1.1043442589714148e+03 7.8867540056223231e-03 1.4757576670026645e-04 1.2269202796894792e-07 9.6584018181281321e-04 -1.3864170898006513e-02 -6.2926495853585170e-11
7.1071071071071072e+00 5.5834638972068085e+00 -1.7204234442349024e-02 1.3013083958046529e-03 4.6777710148267313e-04 7.1414663241810969e-06 1.2206113357608249e+03 8.7169547492496370e-03 1.4799398728718892e-04 1.2286393827706344e-07 1.0005400001108877e-03 -1.3879925364875558e-02 -6.2927053372781203e-11
7.2072072072072073e+00 5.5817405317615769e+00 -1.7228623837602250e-02 1.3489857539911239e-03 4.8491944237496288e-04 7.1413603797871480e-06 1.3491191907634941e+03 9.6345463365289166e-03 1.4841397284243458e-04 1.2303632460949603e-07 1.0364855431458241e-03 -1.3895994249197543e-02 -6.2927610306389766e-11
7.3073073073073074e+00 5.5800147210788271e+00 -1.7253082321250682e-02 1.3984103275789083e-03 5.0269012625027074e-04 7.1412541360519445e-06 1.4911565520992281e+03 1.0648727895179570e-02 1.4883575187380743e-04 1.2320919663851125e-07 1.0737219119327450e-03 -1.3912195298504008e-02 -6.2928166499844872e-11
7.4074074074074074e+00 5.5782864592186154e+00 -1.7277613560010358e-02 1.4496461470841198e-03 5.2111224450918775e-04 7.1411475918266267e-06 1.6481478271835319e+03 1.1769666887065966e-02 1.4925939330986656e-04 1.2338258068256779e-07 1.1122959616858340e-03 -1.3927939452389048e-02 -6.2928721787312434e-11
7.5075075075075084e+00 5.5765557396621972e+00 -1.7302219579758013e-02 1.5027595982735060e-03 5.4020970865923984e-04 7.1410407458862953e-06 1.8216673872543463e+03 1.3008601037835516e-02 1.4968493810272042e-04 1.2355649135446188e-07 1.1522561141876695e-03 -1.3942928591386666e-02 -6.2929275990009098e-11
7.6076076076076085e+00 5.5748225545876116e+00 -1.7326898583032501e-02 1.5578195181354373e-03 5.6000724656165169e-04 7.1409335968396731e-06 2.0134553557959093e+03 1.4377950995939786e-02 1.5011236121503508e-04 1.2373091597664772e-07 1.1936518709096946e-03 -1.3957534995273680e-02 -6.2929828914700716e-11
7.7077077077077085e+00 5.5730868952482089e+00 -1.7351646091028471e-02 1.6148972793399346e-03 5.8053045172814404e-04 7.1408261431762226e-06 2.2254350591923949e+03 1.5891444850621977e-02 1.5054159096703997e-04 1.2390582274004344e-07 1.2365338070784043e-03 -1.3972597297391783e-02 -6.2930380352865720e-11
7.8078078078078086e+00 5.5713487529523373e+00 -1.7376457897598084e-02 1.6740668699288083e-03 6.0180586226812156e-04 7.1407183833881609e-06 2.4597323146134199e+03 1.7564255757173960e-02 1.5097256003629241e-04 1.2408118180254901e-07 1.2809540853549975e-03 -1.3988902314206382e-02 -6.2930930080287808e-11
7.9079079079079087e+00 5.5696081201423810e+00 -1.7401333322776439e-02 1.7354049749769911e-03 6.2386104608662071e-04 7.1406103161048614e-06 2.7186967485580662e+03 1.9413154049114471e-02 1.5140526210830101e-04 1.2425698852476363e-07 1.3269673529522691e-03 -1.4006619127381666e-02 -6.2931477856780187e-11
8.0080080080080087e+00 5.5678649910713816e+00 -1.7426277253346507e-02 1.7989910669661421e-03 6.4672466893337744e-04 7.1405019401770827e-06 3.0049253598482915e+03 2.1456675362084045e-02 1.5183978787722220e-04 1.2443327804167790e-07 1.3746316817159726e-03 -1.4024948801981435e-02 -6.2932023425670214e-11
8.1081081081081088e+00 5.5661193615754421e+00 -1.7451299457959313e-02 1.8649075116115945e-03 6.7042652190338033e-04 7.1403932546485144e-06 3.3212885633708365e+03 2.3715306454634377e-02 1.5227631379386095e-04 1.2461012037042584e-07 1.4240089734458509e-03 -1.4042250132784912e-02 -6.2932566512558399e-11
8.2082082082082088e+00 5.5643712274401249e+00 -1.7476409664325079e-02 1.9332396958837332e-03 6.9499748498927101e-04 7.1402842585520829e-06 3.6709589757446852e+03 2.6211690588300252e-02 1.5271501665305311e-04 1.2478758525552059e-07 1.4751639785626073e-03 -1.4056898841239205e-02 -6.2933106822708505e-11
8.3083083083083089e+00 5.5626205808590594e+00 -1.7501606885991141e-02 2.0040761849648720e-03 7.2046940328595644e-04 7.1401749504685005e-06 4.0574432315882518e+03 2.8970854525134399e-02 1.5315588680174088e-04 1.2496566595436701e-07 1.5281607611008076e-03 -1.4069134644957702e-02 -6.2933644036217515e-11
8.4084084084084090e+00 5.5608674064880583e+00 -1.7526867529987059e-02 2.0775088879879896e-03 7.4687494786880994e-04 7.1400653280347606e-06 4.4846171494525324e+03 3.2020459418316112e-02 1.5359851836085716e-04 1.2514419432443343e-07 1.5830572444261353e-03 -1.4083103134244291e-02 -6.2934177801817249e-11
8.5085085085085090e+00 5.5591116985347098e+00 -1.7552196909293123e-02 2.1536329599543252e-03 7.7424843012682820e-04 7.1399553900736144e-06 4.9567646000782524e+03 3.5391078123654801e-02 1.5404301052934644e-04 1.2532320867117634e-07 1.6399231104063689e-03 -1.4097938657457416e-02 -6.2934707751421123e-11
8.6086086086086091e+00 5.5573534509282325e+00 -1.7577599614057245e-02 2.2325470537784059e-03 8.0262539021868945e-04 7.1398451353666549e-06 5.4786204667634311e+03 3.9116501688141077e-02 1.5448945043893041e-04 1.2550274216835129e-07 1.6988309407827153e-03 -1.4112905609368530e-02 -6.2935233489561520e-11
