9.999999999999999547e-08 2.853541741924194932e-09
1.000886813986422506e-07 2.853541270862011661e-09
1.001774414411891503e-07 2.853540799382803217e-09
1.002662801973832035e-07 2.853540327486186614e-09
1.003551977370288058e-07 2.853539855172060937e-09
1.004441941299921992e-07 2.853539382439800009e-09
1.005332694462016048e-07 2.853538909289049385e-09
1.006224237556470640e-07 2.853538435719801619e-09
1.007116571283812984e-07 2.853537961731123237e-09
1.008009696345185322e-07 2.853537487323043606e-09
1.008903613442353790e-07 2.853537012495018854e-09
1.009798323277706562e-07 2.853536537246699496e-09
1.010693826554255177e-07 2.853536061577779476e-09
1.011590123975634403e-07 2.853535585487923373e-09
1.012487216246102771e-07 2.853535108976556295e-09
1.013385104070543761e-07 2.853534632043524388e-09
1.014283788154465805e-07 2.853534154688383041e-09
1.015183269204002686e-07 2.853533676910657453e-09
1.016083547925914855e-07 2.853533198710070932e-09
1.016984625027587321e-07 2.853532720086313699e-09
1.017886501217038380e-07 2.853532241038934113e-09
1.018789177202908236e-07 2.853531761567531406e-09
1.019692653694467606e-07 2.853531281671687023e-09
1.020596931401616124e-07 2.853530801351250418e-09
1.021502011034883011e-07 2.853530320605644219e-09
1.022407893305427337e-07 2.853529839434471380e-09
1.023314578925039341e-07 2.853529357837508974e-09
1.024222068606140039e-07 2.853528875814294195e-09
1.025130363061782545e-07 2.853528393364339006e-09
1.026039463005652071e-07 2.853527910487663673e-09
1.026949369152066854e-07 2.853527427183365328e-09
1.027860082215976567e-07 2.853526943451394754e-09
1.028771602912971055e-07 2.853526459291318922e-09
1.029683931959268557e-07 2.853525974702583621e-09
1.030597070071724569e-07 2.853525489685143769e-09
1.031511017967830129e-07 2.853525004238467904e-09
1.032425776365712872e-07 2.853524518362012153e-09
1.033341345984137031e-07 2.853524032055556487e-09
1.034257727542504497e-07 2.853523545318818837e-09
1.035174921760854685e-07 2.853523058151043987e-09
1.036092929359865990e-07 2.853522570552334094e-09
1.037011751060855656e-07 2.853522082522093175e-09
1.037931387585780967e-07 2.853521594059611508e-09
1.038851839657236728e-07 2.853521105165161650e-09
1.039773107998465465e-07 2.853520615837843628e-09
1.040695193333344577e-07 2.853520126077566038e-09
1.041618096386395209e-07 2.853519635883725866e-09
1.042541817882781328e-07 2.853519145256134928e-09
1.043466358548310112e-07 2.853518654194286576e-09
1.044391719109432090e-07 2.853518162697749023e-09
1.045317900293242196e-07 2.853517670766375029e-09
