9.999999999999999547e-08 2.973159341676896784e-10
1.000886813986422506e-07 2.973171158403318884e-10
1.001774414411891503e-07 2.973182985591011991e-10
1.002662801973832035e-07 2.973194823249128340e-10
1.003551977370288058e-07 2.973206671386632501e-10
1.004441941299921992e-07 2.973218530013423242e-10
1.005332694462016048e-07 2.973230399138424290e-10
1.006224237556470640e-07 2.973242278770984336e-10
1.007116571283812984e-07 2.973254168920562709e-10
1.008009696345185322e-07 2.973266069595949753e-10
1.008903613442353790e-07 2.973277980806897928e-10
1.009798323277706562e-07 2.973289902562649426e-10
1.010693826554255177e-07 2.973301834872329083e-10
1.011590123975634403e-07 2.973313777745501692e-10
1.012487216246102771e-07 2.973325731191475103e-10
1.013385104070543761e-07 2.973337695219751553e-10
1.014283788154465805e-07 2.973349669838898048e-10
1.015183269204002686e-07 2.973361655059009812e-10
1.016083547925914855e-07 2.973373650889217366e-10
1.016984625027587321e-07 2.973385657339403450e-10
1.017886501217038380e-07 2.973397674417650655e-10
1.018789177202908236e-07 2.973409702134672002e-10
1.019692653694467606e-07 2.973421740499689522e-10
1.020596931401616124e-07 2.973433789521564386e-10
1.021502011034883011e-07 2.973445849210147800e-10
1.022407893305427337e-07 2.973457919573932322e-10
1.023314578925039341e-07 2.973470000623422112e-10
1.024222068606140039e-07 2.973482092368363944e-10
1.025130363061782545e-07 2.973494194816887451e-10
1.026039463005652071e-07 2.973506307979745982e-10
1.026949369152066854e-07 2.973518431865410900e-10
1.027860082215976567e-07 2.973530566483875581e-10
1.028771602912971055e-07 2.973542711844752380e-10
1.029683931959268557e-07 2.973554867956810446e-10
1.030597070071724569e-07 2.973567034830304751e-10
1.031511017967830129e-07 2.973579212474423720e-10
1.032425776365712872e-07 2.973591400899110582e-10
1.033341345984137031e-07 2.973603600112824291e-10
1.034257727542504497e-07 2.973615810126024547e-10
1.035174921760854685e-07 2.973628030948163439e-10
1.036092929359865990e-07 2.973640262588632053e-10
1.037011751060855656e-07 2.973652505057064974e-10
1.037931387585780967e-07 2.973664758362485191e-10
1.038851839657236728e-07 2.973677022515675005e-10
1.039773107998465465e-07 2.973689297524916561e-10
1.040695193333344577e-07 2.973701583400827756e-10
1.041618096386395209e-07 2.973713880152511196e-10
1.042541817882781328e-07 2.973726187789084478e-10
1.043466358548310112e-07 2.973738506321156713e-10
1.044391719109432090e-07 2.973750835757505319e-10
1.045317900293242196e-07 2.973763176108861931e-10
1.046244902827479904e-07 2.973775527384194738e-10
1.047172727440530551e-07 2.973787889592635815e-10
1.048101374861424940e-07 2.973800262744601949e-10
1.049030845819840793e-07 2.973812646849443384e-10
1.049961141046102358e-07 2.973825041916844336e-10
1.050892261271180012e-07 2.973837447956749068e-10
1.051824207226698461e-07 2.973849864978441131e-10
1.052756979644924704e-07 2.973862292991808435e-10
1.053690579258777820e-07 2.973874732006985495e-10
1.054625006801826062e-07 2.973887182033000468e-10
1.055560263008288838e-07 2.973899643080189494e-10
1.056496348613036315e-07 2.973912115157450968e-10
1.057433264351590613e-07 2.973924598275207367e-10
